date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-12-08,2025-12-09T01:10:00Z,New Orleans Pelicans,San Antonio Spurs,338.45454545454544,-440.72727272727275,9.5,-9.5,237.5,oddsapi_consensus
2025-12-08,2025-12-09T00:40:00Z,Minnesota Timberwolves,Phoenix Suns,-348.27272727272725,275.09090909090907,-8.0,8.0,223.5,oddsapi_consensus
2025-12-08,2025-12-09T00:10:00Z,Indiana Pacers,Sacramento Kings,-173.1818181818182,145.45454545454547,-4.0,4.0,234.5,oddsapi_consensus
