date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-12-18,Charlotte Hornets,Atlanta Hawks,CHA,ATL,,,,,,0.0,,
2025-12-18,Indiana Pacers,New York Knicks,IND,NYK,,,,,,0.0,,
2025-12-18,Brooklyn Nets,Miami Heat,BKN,MIA,,,,,,0.0,,
2025-12-18,Milwaukee Bucks,Toronto Raptors,MIL,TOR,,,,,,0.0,,
2025-12-18,New Orleans Pelicans,Houston Rockets,NOP,HOU,,,,,,0.0,,
2025-12-18,Dallas Mavericks,Detroit Pistons,DAL,DET,,,,,,0.0,,
2025-12-18,Denver Nuggets,Orlando Magic,DEN,ORL,,,,,,0.0,,
2025-12-18,Phoenix Suns,Golden State Warriors,PHX,GSW,,,,,,0.0,,
2025-12-18,Utah Jazz,Los Angeles Lakers,UTA,LAL,,,,,,0.0,,
2025-12-18,Portland Trail Blazers,Sacramento Kings,POR,SAC,,,,,,0.0,,
