market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,2025-10-26,0.9716224104615083,439.7272727272728,0.18527876031665824,,,,,,High
ATS,Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,2025-10-26,,,,-8.912738800048828,11.0,2.087261199951172,11.0,,High
ML,Detroit Pistons,Detroit Pistons,Boston Celtics,2025-10-26,0.20916107840933462,-157.63636363636363,0.6118560338743825,,,,,,High
ATS,Detroit Pistons,Detroit Pistons,Boston Celtics,2025-10-26,,,,5.259199142456055,-3.5,8.759199142456055,3.5,,High
TOTAL,Over,Detroit Pistons,Boston Celtics,2025-10-26,,,,2.5180053710937216,225.5,,,228.01800537109372,Medium
ATS,Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,2025-10-26,,,,-1.5767521858215332,6.5,4.923247814178467,6.5,,Medium
TOTAL,Under,Cleveland Cavaliers,Milwaukee Bucks,2025-10-26,,,,-6.746307373046875,234.5,,,227.75369262695312,High
ML,New York Knicks,Miami Heat,New York Knicks,2025-10-26,0.07544303959669119,-146.45454545454547,0.5942456658059757,,,,,,High
TOTAL,Under,Miami Heat,New York Knicks,2025-10-26,,,,-4.1014404296875,229.0,,,224.8985595703125,High
ML,Washington Wizards,Washington Wizards,Charlotte Hornets,2025-10-26,0.10698122381605002,-130.0909090909091,0.565389174239431,,,,,,High
TOTAL,Under,Washington Wizards,Charlotte Hornets,2025-10-26,,,,-5.070556640625,238.5,,,233.429443359375,High
ML,Indiana Pacers,Minnesota Timberwolves,Indiana Pacers,2025-10-26,0.9924123658491584,451.45454545454544,0.1813386086383119,,,,,,High
ATS,Indiana Pacers,Minnesota Timberwolves,Indiana Pacers,2025-10-26,,,,-10.170791864395142,12.5,2.3292081356048584,12.5,,High
ML,Dallas Mavericks,Dallas Mavericks,Toronto Raptors,2025-10-26,0.17933733143705477,-113.1,0.5307367433129986,,,,,,High
TOTAL,Under,Dallas Mavericks,Toronto Raptors,2025-10-26,,,,-10.422927856445312,231.5,,,221.0770721435547,High
