date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-11,Boston Celtics,Chicago Bulls,BOS,CHI,124,105,-0.4047944545745849,228.5108524155016,19,229,-19.404794454574585,-0.48914758449839724
2026-02-11,Brooklyn Nets,Indiana Pacers,BKN,IND,110,115,-9.359918594360352,227.95865671352715,-5,225,-4.359918594360352,2.958656713527148
2026-02-11,Charlotte Hornets,Atlanta Hawks,CHA,ATL,110,107,4.598267555236816,233.34910767230977,3,217,1.5982675552368164,16.34910767230977
2026-02-11,Cleveland Cavaliers,Washington Wizards,CLE,WAS,138,113,-8.810154914855957,232.46085051495055,25,251,-33.81015491485596,-18.53914948504945
2026-02-11,Denver Nuggets,Memphis Grizzlies,DEN,MEM,122,116,-4.300670623779297,232.686695400206,6,238,-10.300670623779297,-5.313304599794009
2026-02-11,Golden State Warriors,San Antonio Spurs,GSW,SAS,113,126,8.115144729614258,227.8088128348188,-13,239,21.115144729614258,-11.19118716518119
2026-02-11,Houston Rockets,Los Angeles Clippers,HOU,LAC,102,105,-4.008091926574707,232.3376118188224,-3,207,-1.008091926574707,25.33761181882241
2026-02-11,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,133,109,-6.237974166870117,236.38824961666543,24,242,-30.237974166870117,-5.6117503833345665
2026-02-11,New Orleans Pelicans,Miami Heat,NOP,MIA,111,123,-8.954593658447266,230.550339590468,-12,234,3.0454063415527344,-3.4496604095319867
2026-02-11,Orlando Magic,Milwaukee Bucks,ORL,MIL,108,116,14.595176696777344,227.84336362533696,-8,224,22.595176696777344,3.8433636253369627
2026-02-11,Philadelphia 76ers,New York Knicks,PHI,NYK,89,138,4.064776420593262,225.7517130404096,-49,227,53.06477642059326,-1.2482869595903878
2026-02-11,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,109,136,-5.098641395568848,235.8536532443806,-27,245,21.901358604431152,-9.14634675561939
2026-02-11,Toronto Raptors,Detroit Pistons,TOR,DET,95,113,6.07690954208374,227.2211754548809,-18,208,24.07690954208374,19.221175454880893
2026-02-11,Utah Jazz,Sacramento Kings,UTA,SAC,121,93,-7.3476057052612305,224.028331356289,28,214,-35.34760570526123,10.028331356288987
