date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-10-21,2025-10-21T23:43:24Z,Oklahoma City Thunder,Houston Rockets,-258.3636363636364,197.0909090909091,-6.5,6.5,230.5,oddsapi_consensus
2025-10-21,2025-10-22T02:00:00Z,Los Angeles Lakers,Golden State Warriors,119.18181818181819,-141.8181818181818,2.5,-2.5,227.0,oddsapi_consensus
