date,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2026-03-09,Cleveland Cavaliers,Philadelphia 76ers,2026-03-09T23:00:00+00:00,-850,550,-13.5,13.5,-115,-105,227.5,-110,-110,bovada
2026-03-09,Oklahoma City Thunder,Denver Nuggets,2026-03-09T23:30:00+00:00,-260,215,-6.0,6.0,-110,-110,233.0,-110,-110,bovada
2026-03-09,Brooklyn Nets,Memphis Grizzlies,2026-03-09T23:30:00+00:00,105,-125,-1.5,1.5,110,-145,220.0,-110,-110,bovada
2026-03-09,Utah Jazz,Golden State Warriors,2026-03-10T01:00:00+00:00,215,-260,6.5,-6.5,-110,-110,223.5,-110,-110,bovada
2026-03-09,Los Angeles Clippers,New York Knicks,2026-03-10T02:00:00+00:00,110,-130,2.0,-2.0,-110,-110,220.0,-110,-110,bovada
