date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2025-11-24,0022500283,DET,1630595,Cade Cunningham,0.1164357049014656,8.588430849851907,759,1,0.1164357049014656
2025-11-24,0022500283,IND,1627783,Pascal Siakam,0.1123829252782286,8.898148873810506,790,2,0.2288186301796942
2025-11-24,0022500283,IND,1631097,Bennedict Mathurin,0.1077091552288505,9.2842618426938,828,3,0.33652778540854467
2025-11-24,0022500284,CLE,1630596,Evan Mobley,0.1134908101082111,8.811286121286129,781,1,0.1134908101082111
2025-11-24,0022500284,CLE,1628378,Donovan Mitchell,0.1121328004146086,8.917997198879558,792,2,0.2256236105228197
2025-11-24,0022500284,TOR,1627742,Brandon Ingram,0.1094167810274036,9.139365923674436,814,3,0.3350403915502233
2025-11-24,0022500285,NYK,1628969,Mikal Bridges,0.1154975880161156,8.65818946678322,766,1,0.1154975880161156
2025-11-24,0022500285,NYK,1628973,Jalen Brunson,0.1123173659684691,8.903342696629215,790,2,0.22781495398458468
2025-11-24,0022500285,NYK,1626157,Karl-Anthony Towns,0.1098102067880493,9.106621590560838,811,3,0.337625160772634
2025-11-24,0022500286,DAL,1642843,Cooper Flagg,0.1101429817039658,9.079107760925943,808,1,0.1101429817039658
2025-11-24,0022500286,MIA,203952,Andrew Wiggins,0.1080248474404279,9.257129481728422,826,2,0.2181678291443937
2025-11-24,0022500286,DAL,1629023,P.J. Washington,0.1022481176307794,9.78013114736279,878,3,0.3204159467751731
2025-11-24,0022500287,DEN,1627750,Jamal Murray,0.1205255528501763,8.296995751955492,730,1,0.1205255528501763
2025-11-24,0022500287,DEN,203999,Nikola Jokić,0.1202964168181417,8.312799553387793,731,2,0.24082196966831798
2025-11-24,0022500287,DEN,1631128,Christian Braun,0.10123646506254,9.877863666834262,888,3,0.34205843473085795
2025-11-24,0022500288,POR,1641739,Toumani Camara,0.1105074339078219,9.049164971418437,805,1,0.1105074339078219
2025-11-24,0022500288,POR,1630166,Deni Avdija,0.1097426765797401,9.112225354494523,811,2,0.220250110487562
2025-11-24,0022500288,POR,201950,Jrue Holiday,0.1083406214782568,9.230148270846804,823,3,0.3285907319658188
2025-11-24,0022500289,NOP,1630530,Trey Murphy III,0.1161637300471574,8.608538995726494,761,1,0.1161637300471574
2025-11-24,0022500289,CHI,1630581,Josh Giddey,0.1114342067523802,8.973905133296427,797,2,0.2275979367995376
2025-11-24,0022500289,NOP,1629627,Zion Williamson,0.1015602896983719,9.846368132366905,885,3,0.3291582264979095
2025-11-24,0022500290,HOU,1630578,Alperen Sengun,0.1152698700607765,8.675293894863819,768,1,0.1152698700607765
2025-11-24,0022500290,HOU,1641708,Amen Thompson,0.1134861970230856,8.811644290067962,781,2,0.2287560670838621
2025-11-24,0022500290,HOU,201142,Kevin Durant,0.1128173196339515,8.863887240404333,786,3,0.34157338671781357
2025-11-24,0022500291,UTA,1628374,Lauri Markkanen,0.119101120743914,8.39622661612191,740,1,0.119101120743914
2025-11-24,0022500291,UTA,1641718,Keyonte George,0.1147361582035612,8.715648280865672,772,2,0.2338372789474752
2025-11-24,0022500291,GSW,202710,Jimmy Butler III,0.1047591009684689,9.5457100219005,855,3,0.3385963799159441
2025-11-24,0022500292,SAC,1631099,Keegan Murray,0.1083188803573557,9.232000891265603,823,1,0.1083188803573557
2025-11-24,0022500292,SAC,203897,Zach LaVine,0.1043987684968038,9.578657051214309,858,2,0.2127176488541595
2025-11-24,0022500292,SAC,1627734,Domantas Sabonis,0.1029732732747849,9.711257768134583,871,3,0.3156909221289444
