date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-01-16,0022500587,CHI,1630188,Jalen Smith,0.1094470687409549,9.136836751351037,814,1,0.1094470687409549
2026-01-16,0022500587,CHI,1629632,Coby White,0.1052116535872016,9.504650539221677,850,2,0.2146587223281565
2026-01-16,0022500587,CHI,202696,Nikola Vučević,0.1040772823256263,9.608244735592757,861,3,0.3187360046537828
2026-01-16,0022500588,NOP,1630530,Trey Murphy III,0.1114835345734203,8.969934473520166,797,1,0.1114835345734203
2026-01-16,0022500588,IND,1627783,Pascal Siakam,0.1039454521095985,9.620430521054594,862,2,0.2154289866830188
2026-01-16,0022500588,IND,1629614,Andrew Nembhard,0.1027826978090105,9.729263984276685,873,3,0.3182116844920293
2026-01-16,0022500589,CLE,1628378,Donovan Mitchell,0.1082214505176631,9.24031229683793,824,1,0.1082214505176631
2026-01-16,0022500589,PHI,1630178,Tyrese Maxey,0.1078807171547023,9.269497148095406,827,2,0.2161021676723654
2026-01-16,0022500589,CLE,1642281,Jaylon Tyson,0.106948695041942,9.350277715944365,835,3,0.3230508627143074
2026-01-16,0022500590,LAC,1641757,Jordan Miller,0.1116096165566842,8.959801411844479,796,1,0.1116096165566842
2026-01-16,0022500590,LAC,201935,James Harden,0.1059256478187947,9.440584226689687,844,2,0.21753526437547888
2026-01-16,0022500590,TOR,1627742,Brandon Ingram,0.104277609835405,9.589786355656127,859,3,0.3218128742108839
2026-01-16,0022500591,MIN,203944,Julius Randle,0.1081340668585955,9.247779437609404,825,1,0.1081340668585955
2026-01-16,0022500591,HOU,201142,Kevin Durant,0.1077752640677931,9.278566920244122,828,2,0.2159093309263886
2026-01-16,0022500591,MIN,1628978,Donte DiVincenzo,0.1075357300890022,9.299234767573044,830,3,0.3234450610153908
2026-01-16,0022500592,WAS,1642267,Bub Carrington,0.1205858212820505,8.292848938358995,729,1,0.1205858212820505
2026-01-16,0022500592,SAC,201942,DeMar DeRozan,0.1076498563997829,9.289376070194336,829,2,0.2282356776818334
2026-01-16,0022500592,SAC,203897,Zach LaVine,0.1067357809277247,9.368929437796892,837,3,0.3349714586095581
