date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-30,Philadelphia 76ers,Boston Celtics,108.5,54.5,54.0,3.5,-115,-105,1.5,-105,-115,1.5,-105,-115
2026-04-30,Atlanta Hawks,New York Knicks,110.0,55.5,54.5,1.0,-105,-115,0.5,-110,-110,0.5,-110,-110
2026-04-30,Minnesota Timberwolves,Denver Nuggets,109.5,55.0,54.5,3.0,-105,-115,1.5,-105,-115,1.5,-110,-110
