date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,ATL,3058895,Brionna Jones,blend_lag1_roll3_roll5_roll10,26.913333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,4398915,Naz Hillmon,blend_lag1_roll3_roll5_roll10,24.413333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,4398674,Rhyne Howard,blend_lag1_roll3_roll5_roll10,22.943333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,5108587,Madina Okot,blend_lag1_roll3_roll5_roll10,21.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,3058901,Allisha Gray,blend_lag1_roll3_roll5_roll10,20.12666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,5208983,Isobel Borlase,blend_lag1_roll3_roll5_roll10,18.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,3142250,Jordin Canada,blend_lag1_roll3_roll5_roll10,17.726666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,5105740,Indya Nivar,blend_lag1_roll3_roll5_roll10,15.600000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,4433431,Te-Hina Paopao,blend_lag1_roll3_roll5_roll10,12.940000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,4433402,Angel Reese,blend_lag1_roll3_roll5_roll10,9.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,ATL,5017721,Sika Kone,blend_lag1_roll3_roll5_roll10,8.76,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4399415,Maddy Siegrist,blend_lag1_roll3_roll5_roll10,25.836666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4433730,Paige Bueckers,blend_lag1_roll3_roll5_roll10,25.75,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,2529047,Odyssey Sims,blend_lag1_roll3_roll5_roll10,22.639999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4433807,Aziaha James,blend_lag1_roll3_roll5_roll10,20.76333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,924,Alysha Clark,blend_lag1_roll3_roll5_roll10,19.466666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4433790,Azzi Fudd,blend_lag1_roll3_roll5_roll10,19.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,3906949,Jessica Shepard,blend_lag1_roll3_roll5_roll10,18.943333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,3913881,Alanna Smith,blend_lag1_roll3_roll5_roll10,18.453333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4594527,Dulcy Fankam Mendjiadeu,blend_lag1_roll3_roll5_roll10,10.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4434015,JJ Quinerly,blend_lag1_roll3_roll5_roll10,9.366666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,4336633,Li Yueru,blend_lag1_roll3_roll5_roll10,5.226666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,5345473,Costanza Verona,blend_lag1_roll3_roll5_roll10,4.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,DAL,3904577,Arike Ogunbowale,blend_lag1_roll3_roll5_roll10,3.2600000000000002,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,2529205,Kayla McBride,blend_lag1_roll3_roll5_roll10,24.836666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,4433791,Olivia Miles,blend_lag1_roll3_roll5_roll10,23.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,2987891,Courtney Williams,blend_lag1_roll3_roll5_roll10,23.556666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,4873358,Antonia Delaere,blend_lag1_roll3_roll5_roll10,17.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,2529130,Natasha Howard,blend_lag1_roll3_roll5_roll10,16.703333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,5345478,Eliska Hamzova,blend_lag1_roll3_roll5_roll10,16.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,3917450,Napheesa Collier,blend_lag1_roll3_roll5_roll10,15.473333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,5345322,Emma Cechova,blend_lag1_roll3_roll5_roll10,14.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,4280850,Maya Caldwell,blend_lag1_roll3_roll5_roll10,11.916666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,4596309,Liatu King,blend_lag1_roll3_roll5_roll10,11.203333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,3054590,Nia Coffey,blend_lag1_roll3_roll5_roll10,10.84,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,5278237,Anastasiia Olairi Kosu,blend_lag1_roll3_roll5_roll10,6.54,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,MIN,4398938,Dorka Juhasz,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,2999101,Jonquel Jones,blend_lag1_roll3_roll5_roll10,23.34333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,2998928,Breanna Stewart,blend_lag1_roll3_roll5_roll10,23.22666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,4066533,Sabrina Ionescu,blend_lag1_roll3_roll5_roll10,22.256666666666664,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,4337216,Han Xu,blend_lag1_roll3_roll5_roll10,17.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,2327695,Rebekah Gardner,blend_lag1_roll3_roll5_roll10,15.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,4038379,Marine Johannes,blend_lag1_roll3_roll5_roll10,15.07,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
,NYL,5345320,Pauline Astier,blend_lag1_roll3_roll5_roll10,13.200000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-12T16:00:00Z
