player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.0572935027207545, 'ev': 0.12604570598566, 'ev_pct': 12.604570598566001, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.0572935027207545, 'ev': 0.12604570598566, 'ev_pct': 12.604570598566001, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 116.0, 'edge': 0.0488759943032461, 'ev': 0.1055721476950115, 'ev_pct': 10.55721476950115, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -120.0, 'edge': 0.0391193037153603, 'ev': 0.0717187234781605, 'ev_pct': 7.171872347816049, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -120.0, 'edge': 0.0336483675043086, 'ev': 0.0616886737578991, 'ev_pct': 6.16886737578991, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 114.0, 'edge': 0.0433382677075404, 'ev': 0.0927438928941364, 'ev_pct': 9.274389289413639, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 114.0, 'edge': 0.019345451702548, 'ev': 0.0413992666434527, 'ev_pct': 4.1399266643452695, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 146.0, 'edge': 0.046544556323904, 'ev': 0.1144996085568038, 'ev_pct': 11.44996085568038, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 0.5, 'price': 130.0, 'edge': 0.0182660126689022, 'ev': 0.0420118291384751, 'ev_pct': 4.20118291384751, 'book': 'draftkings'}]",[]
Ace Bailey,UTA,[],[]
Anthony Edwards,MIN,"[{'market': 'pa', 'side': 'UNDER', 'line': 40.5, 'price': -135.0, 'edge': 0.0249912112697358, 'ev': 0.0435032196176883, 'ev_pct': 4.35032196176883, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 45.5, 'price': -120.0, 'edge': 0.0545000423814417, 'ev': 0.0999167443659765, 'ev_pct': 9.99167443659765, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 120.0, 'edge': 0.1447392067226262, 'ev': 0.3184262547897777, 'ev_pct': 31.84262547897777, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'edge': 0.1453900533317105, 'ev': 0.3198581173297632, 'ev_pct': 31.985811732976323, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 3.5, 'price': 145.0, 'edge': 0.1227772289559262, 'ev': 0.3008042109420192, 'ev_pct': 30.08042109420192, 'book': 'draftkings'}]",[]
Bam Adebayo,MIA,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.082250521383239, 'ev': 0.172726094904802, 'ev_pct': 17.2726094904802, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -109.0, 'edge': 0.0369098970952463, 'ev': 0.0707721880083164, 'ev_pct': 7.07721880083164, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -114.0, 'edge': 0.0257307171998835, 'ev': 0.0483015217611847, 'ev_pct': 4.83015217611847, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': -120.0, 'edge': 0.0251321123452596, 'ev': 0.0460755392996427, 'ev_pct': 4.60755392996427, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 31.5, 'price': -110.0, 'edge': 0.0175234697923163, 'ev': 0.0334538968762403, 'ev_pct': 3.34538968762403, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 15.5, 'price': 114.0, 'edge': 0.0445524056982502, 'ev': 0.0953421481942553, 'ev_pct': 9.534214819425529, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 9.5, 'price': 114.0, 'edge': 0.049219325431538, 'ev': 0.1053293564234912, 'ev_pct': 10.53293564234912, 'book': 'draftkings'}]",[]
Brandin Podziemski,GSW,"[{'market': 'pr', 'side': 'OVER', 'line': 14.5, 'price': 100.0, 'edge': 0.0149079125608949, 'ev': 0.0298158251217899, 'ev_pct': 2.98158251217899, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 120.0, 'edge': 0.0250478472621021, 'ev': 0.0551052639766247, 'ev_pct': 5.51052639766247, 'book': 'fanatics'}]",[]
Bruce Brown,DEN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0975122838407403, 'ev': 0.2086762874191843, 'ev_pct': 20.867628741918427, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 10.5, 'price': -140.0, 'edge': 0.0150107680049079, 'ev': 0.0257327451512708, 'ev_pct': 2.5732745151270797, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 10.5, 'price': 105.0, 'edge': 0.1076843259973555, 'ev': 0.2207528682945788, 'ev_pct': 22.07528682945788, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -140.0, 'edge': 0.0003063055706911, 'ev': 0.0005250952640419, 'ev_pct': 0.05250952640419, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0143881602641006, 'ev': 0.026581516420118, 'ev_pct': 2.6581516420118, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -118.0, 'edge': 0.0143881602641006, 'ev': 0.026581516420118, 'ev_pct': 2.6581516420118, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': -125.0, 'edge': 0.0001170083782697, 'ev': 0.0002106150808856, 'ev_pct': 0.02106150808856, 'book': 'draftkings'}]",[]
De'Anthony Melton,GSW,"[{'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.0301419013125237, 'ev': 0.0563522502799355, 'ev_pct': 5.63522502799355, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.0115535871191515, 'ev': 0.0258800351468996, 'ev_pct': 2.58800351468996, 'book': 'draftkings'}]",[]
DeMar DeRozan,SAC,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 144.0, 'edge': 0.0239947404013682, 'ev': 0.0585471665793385, 'ev_pct': 5.854716657933849, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 137.0, 'edge': 0.0118898777050965, 'ev': 0.0281790101610789, 'ev_pct': 2.81790101610789, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -125.0, 'edge': 0.0030836527570082, 'ev': 0.0055505749626149, 'ev_pct': 0.55505749626149, 'book': 'fanduel'}]",[]
Deandre Ayton,LAL,"[{'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': 100.0, 'edge': 0.0963356890224685, 'ev': 0.1926713780449371, 'ev_pct': 19.26713780449371, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': 113.0, 'edge': 0.1296954907293651, 'ev': 0.2762513952535477, 'ev_pct': 27.62513952535477, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 13.5, 'price': 110.0, 'edge': 0.1229885826140063, 'ev': 0.2582760234894133, 'ev_pct': 25.82760234894133, 'book': 'draftkings'}]",[]
Donte DiVincenzo,MIN,"[{'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 145.0, 'edge': 0.1839810320582121, 'ev': 0.4507535285426197, 'ev_pct': 45.07535285426197, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 140.0, 'edge': 0.0965179586999324, 'ev': 0.2316431008798378, 'ev_pct': 23.16431008798378, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 3.5, 'price': -120.0, 'edge': 0.0355225192091829, 'ev': 0.0651246185501686, 'ev_pct': 6.51246185501686, 'book': 'fanatics'}]",[]
