player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -120.0, 'edge': 0.0536225574121251, 'ev': 0.0983080219222294, 'ev_pct': 9.83080219222294, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 100.0, 'edge': 0.0810456524643967, 'ev': 0.1620913049287935, 'ev_pct': 16.20913049287935, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 109.0, 'edge': 0.0805680775957903, 'ev': 0.1683872821752019, 'ev_pct': 16.838728217520192, 'book': 'williamhill_us'}]",[]
Ace Bailey,UTA,"[{'market': 'pa', 'side': 'UNDER', 'line': 14.5, 'price': 125.0, 'edge': 0.1289168945541142, 'ev': 0.290063012746757, 'ev_pct': 29.0063012746757, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': -105.0, 'edge': 0.0692688046020657, 'ev': 0.1352390946992712, 'ev_pct': 13.52390946992712, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': -112.0, 'edge': 0.0531620397608324, 'ev': 0.1006281466901471, 'ev_pct': 10.06281466901471, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': -118.0, 'edge': 0.0401795228835605, 'ev': 0.0742299660052219, 'ev_pct': 7.42299660052219, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': 110.0, 'edge': 0.1054021432347515, 'ev': 0.2213445007929781, 'ev_pct': 22.13445007929781, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -104.0, 'edge': 0.0717886978566002, 'ev': 0.140816291949485, 'ev_pct': 14.0816291949485, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -115.0, 'edge': 0.052615558252712, 'ev': 0.0983682176028962, 'ev_pct': 9.83682176028962, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -113.0, 'edge': 0.051076187500345, 'ev': 0.0962763534298539, 'ev_pct': 9.62763534298539, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.0870922578589674, 'ev': 0.1872483543967799, 'ev_pct': 18.72483543967799, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 5.5, 'price': 105.0, 'edge': 0.0644036588799543, 'ev': 0.1320275007039064, 'ev_pct': 13.202750070390639, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 140.0, 'edge': 0.1101896260513689, 'ev': 0.2644551025232853, 'ev_pct': 26.445510252328532, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.0804277212894641, 'ev': 0.1801580956883997, 'ev_pct': 18.01580956883997, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.072310838172581, 'ev': 0.1590838439796782, 'ev_pct': 15.90838439796782, 'book': 'betrivers'}]",[]
Alex Sarr,WAS,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 106.0, 'edge': 0.0889053067707442, 'ev': 0.1831449319477331, 'ev_pct': 18.31449319477331, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': 100.0, 'edge': 0.0918790523136094, 'ev': 0.1837581046272189, 'ev_pct': 18.37581046272189, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 120.0, 'edge': 0.1450811781919477, 'ev': 0.3191785920222849, 'ev_pct': 31.917859202228488, 'book': 'draftkings'}]",[]
Andrew Wiggins,MIA,"[{'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 140.0, 'edge': 0.1196340692200367, 'ev': 0.2871217661280882, 'ev_pct': 28.712176612808822, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 136.0, 'edge': 0.1125719223273814, 'ev': 0.2656697366926202, 'ev_pct': 26.56697366926202, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 132.0, 'edge': 0.1052662531280828, 'ev': 0.244217707257152, 'ev_pct': 24.4217707257152, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.0817552813412489, 'ev': 0.1798616189507476, 'ev_pct': 17.98616189507476, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 2.5, 'price': 115.0, 'edge': 0.071184456816936, 'ev': 0.1530465821564124, 'ev_pct': 15.30465821564124, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 120.0, 'edge': 0.0853992807640656, 'ev': 0.1878784176809442, 'ev_pct': 18.78784176809442, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -104.0, 'edge': 0.0409793844429293, 'ev': 0.0803826387149767, 'ev_pct': 8.03826387149767, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': -105.0, 'edge': 0.0385881840603372, 'ev': 0.0753388355463727, 'ev_pct': 7.533883554637271, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 20.5, 'price': 120.0, 'edge': 0.0843301902360573, 'ev': 0.185526418519326, 'ev_pct': 18.5526418519326, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 120.0, 'edge': 0.0992104811598239, 'ev': 0.2182630585516126, 'ev_pct': 21.82630585516126, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 7.5, 'price': 105.0, 'edge': 0.065951057656498, 'ev': 0.1351996681958208, 'ev_pct': 13.51996681958208, 'book': 'betmgm'}]",[]
Anthony Black,ORL,"[{'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 140.0, 'edge': 0.1021223764237782, 'ev': 0.2450937034170678, 'ev_pct': 24.50937034170678, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 127.0, 'edge': 0.0782604087292114, 'ev': 0.17765112781531, 'ev_pct': 17.765112781531002, 'book': 'williamhill_us'}]",[]
Anthony Edwards,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.0967629725836223, 'ev': 0.2177166883131501, 'ev_pct': 21.77166883131501, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 33.5, 'price': 105.0, 'edge': 0.0659768172251442, 'ev': 0.1352524753115457, 'ev_pct': 13.52524753115457, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -109.0, 'edge': 0.0395975842869574, 'ev': 0.0759256432658175, 'ev_pct': 7.5925643265817495, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 34.5, 'price': -110.0, 'edge': 0.0373191609559024, 'ev': 0.0712456709158139, 'ev_pct': 7.1245670915813895, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': 105.0, 'edge': 0.0673175219878867, 'ev': 0.1380009200751678, 'ev_pct': 13.80009200751678, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -102.0, 'edge': 0.0501719049871622, 'ev': 0.0993600471314389, 'ev_pct': 9.93600471314389, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 115.0, 'edge': 0.1068546072831369, 'ev': 0.2297374056587443, 'ev_pct': 22.97374056587443, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0419398216089628, 'ev': 0.0768896729497651, 'ev_pct': 7.688967294976511, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -123.0, 'edge': 0.0358248603370507, 'ev': 0.0649507630501002, 'ev_pct': 6.49507630501002, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 126.0, 'edge': 0.1071779278549893, 'ev': 0.242222116952276, 'ev_pct': 24.2222116952276, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 115.0, 'edge': 0.0845395248914166, 'ev': 0.1817599785165456, 'ev_pct': 18.17599785165456, 'book': 'bovada'}]",[]
Ayo Dosunmu,CHI,"[{'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 142.0, 'edge': 0.1088799757381737, 'ev': 0.2634895412863803, 'ev_pct': 26.34895412863803, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 141.0, 'edge': 0.1071653568979418, 'ev': 0.2582685101240399, 'ev_pct': 25.82685101240399, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 138.0, 'edge': 0.1019350490071507, 'ev': 0.2426054166370187, 'ev_pct': 24.260541663701872, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 135.0, 'edge': 0.0965712013404244, 'ev': 0.2269423231499975, 'ev_pct': 22.69423231499975, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 135.0, 'edge': 0.0965712013404244, 'ev': 0.2269423231499975, 'ev_pct': 22.69423231499975, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 125.0, 'edge': 0.077658671789597, 'ev': 0.1747320115265933, 'ev_pct': 17.47320115265933, 'book': 'betmgm'}]",[]
Bam Adebayo,MIA,"[{'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': 125.0, 'edge': 0.1395060553135803, 'ev': 0.3138886244555556, 'ev_pct': 31.38886244555556, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': 100.0, 'edge': 0.0887061408071778, 'ev': 0.1774122816143557, 'ev_pct': 17.741228161435572, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -106.0, 'edge': 0.0741430340110613, 'ev': 0.1440892925120627, 'ev_pct': 14.40892925120627, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -115.0, 'edge': 0.0573907015344737, 'ev': 0.1072956593905378, 'ev_pct': 10.72956593905378, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -123.0, 'edge': 0.0407049157382488, 'ev': 0.0737983431677195, 'ev_pct': 7.37983431677195, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -125.0, 'edge': 0.0367188669091507, 'ev': 0.0660939604364713, 'ev_pct': 6.60939604364713, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': 110.0, 'edge': 0.1182567282409433, 'ev': 0.248339129305981, 'ev_pct': 24.8339129305981, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -110.0, 'edge': 0.0725158121567632, 'ev': 0.1384392777538208, 'ev_pct': 13.843927775382081, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -110.0, 'edge': 0.0725158121567632, 'ev': 0.1384392777538208, 'ev_pct': 13.843927775382081, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -111.0, 'edge': 0.0702589852553866, 'ev': 0.1335553683683475, 'ev_pct': 13.35553683683475, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': -120.0, 'edge': 0.0508707905117417, 'ev': 0.093263115938193, 'ev_pct': 9.3263115938193, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 108.0, 'edge': 0.1013664403215877, 'ev': 0.2108421958689026, 'ev_pct': 21.08421958689026, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 105.0, 'edge': 0.094330793042038, 'ev': 0.193378125736178, 'ev_pct': 19.3378125736178, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': -101.0, 'edge': 0.0796481089017637, 'ev': 0.1585076226658863, 'ev_pct': 15.85076226658863, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 150.0, 'edge': 0.1678383066249184, 'ev': 0.419595766562296, 'ev_pct': 41.9595766562296, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 104.0, 'edge': 0.0939870049549189, 'ev': 0.1917334901080345, 'ev_pct': 19.17334901080345, 'book': 'fanduel'}]",[]
Brandin Podziemski,GSW,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 130.0, 'edge': 0.1293607277283453, 'ev': 0.2975296737751942, 'ev_pct': 29.75296737751942, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 16.5, 'price': 100.0, 'edge': 0.065009905061075, 'ev': 0.1300198101221501, 'ev_pct': 13.00198101221501, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -102.0, 'edge': 0.0588606536277895, 'ev': 0.1165671767922891, 'ev_pct': 11.65671767922891, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 18.5, 'price': -110.0, 'edge': 0.0487335866785981, 'ev': 0.0930368472955056, 'ev_pct': 9.30368472955056, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 105.0, 'edge': 0.0953091714336511, 'ev': 0.1953838014389848, 'ev_pct': 19.53838014389848, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -108.0, 'edge': 0.0638832802516623, 'ev': 0.1230344656698683, 'ev_pct': 12.30344656698683, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': -115.0, 'edge': 0.0482303285521991, 'ev': 0.090169744684546, 'ev_pct': 9.0169744684546, 'book': 'draftkings'}]",[]
Brandon Miller,CHA,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 130.0, 'edge': 0.1109670769421288, 'ev': 0.2552242769668964, 'ev_pct': 25.522427696689643, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 114.0, 'edge': 0.0784599660116128, 'ev': 0.1679043272648513, 'ev_pct': 16.79043272648513, 'book': 'draftkings'}]",[]
Brice Sensabaugh,UTA,"[{'market': 'pa', 'side': 'UNDER', 'line': 19.5, 'price': 110.0, 'edge': 0.0679409461393686, 'ev': 0.1426759868926741, 'ev_pct': 14.26759868926741, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': 110.0, 'edge': 0.064897423041061, 'ev': 0.1362845883862282, 'ev_pct': 13.62845883862282, 'book': 'bovada'}]",[]
Brook Lopez,LAC,"[{'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 130.0, 'edge': 0.0908670504124309, 'ev': 0.2089942159485912, 'ev_pct': 20.89942159485912, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 122.0, 'edge': 0.0751992086576326, 'ev': 0.1669422432199445, 'ev_pct': 16.69422432199445, 'book': 'draftkings'}]",[]
Cody Williams,UTA,"[{'market': 'ast', 'side': 'UNDER', 'line': 0.5, 'price': 150.0, 'edge': 0.0806318885465758, 'ev': 0.2015797213664396, 'ev_pct': 20.15797213664396, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 9.5, 'price': 140.0, 'edge': 0.0532018136423443, 'ev': 0.1276843527416263, 'ev_pct': 12.768435274162629, 'book': 'bovada'}]",[]
De'Aaron Fox,SAS,"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 125.0, 'edge': 0.0810324601200433, 'ev': 0.1823230352700975, 'ev_pct': 18.232303527009748, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': 105.0, 'edge': 0.0496320527626936, 'ev': 0.101745708163522, 'ev_pct': 10.174570816352201, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 21.5, 'price': 110.0, 'edge': 0.0592631289206544, 'ev': 0.1244525707333743, 'ev_pct': 12.44525707333743, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 115.0, 'edge': 0.0562393302682577, 'ev': 0.120914560076754, 'ev_pct': 12.091456007675399, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 109.0, 'edge': 0.042886709816494, 'ev': 0.0896332235164726, 'ev_pct': 8.96332235164726, 'book': 'draftkings'}]",[]
De'Anthony Melton,GSW,"[{'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0752733509542952, 'ev': 0.1731287071948791, 'ev_pct': 17.31287071948791, 'book': 'draftkings'}]",[]
