market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,2026-02-07,0.7523361151271345,306.69008550195827,0.24588747934824806,,,,,,High
ATS,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,2026-02-07,0.36273612782942144,-110.0,0.5238095238095238,-6.774744749069214,9.5,2.725255250930786,9.5,,High
TOTAL,Under,Portland Trail Blazers,Memphis Grizzlies,2026-02-07,0.3668168792831151,-100.72490032620514,0.5018057060310581,-7.747131347656278,233.0,,,225.25286865234372,High
ML,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,2026-02-07,0.5755656444130023,110.8495151844092,0.474271899143519,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,2026-02-07,0.7716224789758639,105.0,0.4878048780487805,13.192959785461426,1.5,11.692959785461426,-1.5,,High
TOTAL,Under,Atlanta Hawks,Charlotte Hornets,2026-02-07,0.31614918210946585,-101.35819885392524,0.5033725938691738,-6.709320068359347,233.5,,,226.79067993164065,High
ML,Golden State Warriors,Los Angeles Lakers,Golden State Warriors,2026-02-07,0.035612709656709374,115.65471376736168,0.463704216119641,,,,,,Medium
ATS,Golden State Warriors,Los Angeles Lakers,Golden State Warriors,2026-02-07,0.08848631950040231,105.0,0.4878048780487805,-0.9324688911437988,1.5,0.5675311088562012,1.5,,Low
TOTAL,Over,Los Angeles Lakers,Golden State Warriors,2026-02-07,0.09791944833737576,-100.0,0.5,1.968536376953125,220.5,,,222.46853637695312,Low
ML,Sacramento Kings,Sacramento Kings,Cleveland Cavaliers,2026-02-07,2.0838043870505976,602.8814553302371,0.1422715014625285,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Cleveland Cavaliers,2026-02-07,0.5612962201694839,-115.0,0.5348837209302325,11.694778680801392,14.5,-2.8052213191986084,-14.5,,High
TOTAL,Under,Sacramento Kings,Cleveland Cavaliers,2026-02-07,0.15919709407374993,-100.69516857838026,0.5017319016279875,-3.2960662841796875,229.5,,,226.2039337158203,Medium
ML,Orlando Magic,Orlando Magic,Utah Jazz,2026-02-07,0.017763801113818145,-254.72875834458483,0.718094466130486,,,,,,Low
ATS,Orlando Magic,Orlando Magic,Utah Jazz,2026-02-07,0.1878040991827371,-105.0,0.5121951219512195,3.301424026489258,-7.5,10.801424026489258,7.5,,High
TOTAL,Under,Orlando Magic,Utah Jazz,2026-02-07,0.3093970821699181,-111.47585934890402,0.5271327880738637,-7.943862915039091,237.5,,,229.5561370849609,High
ML,Phoenix Suns,Phoenix Suns,Philadelphia 76ers,2026-02-07,0.1213226257690404,-144.39236867886825,0.5908219207474515,,,,,,High
ATS,Phoenix Suns,Phoenix Suns,Philadelphia 76ers,2026-02-07,-0.020178409216122184,-170.0,0.6296296296296297,3.5689659118652344,-3.5,7.068965911865234,3.5,,High
TOTAL,Under,Phoenix Suns,Philadelphia 76ers,2026-02-07,0.11815529234343447,-100.87051142546248,0.5021668472372698,-2.4763946533203125,225.5,,,223.0236053466797,Medium
ML,Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,2026-02-07,6.7049092910383825,1626.2763392424931,0.05792815305797505,,,,,,High
ATS,Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,2026-02-07,0.7061642251768883,-115.0,0.5348837209302325,-16.283250331878662,18.5,2.216749668121338,18.5,,High
TOTAL,Under,San Antonio Spurs,Dallas Mavericks,2026-02-07,1.0356738080852825,106.2352746796694,0.48488310331645684,-35.64996337890628,259.5,,,223.85003662109372,High
ML,Chicago Bulls,Chicago Bulls,Denver Nuggets,2026-02-07,1.2113307380302463,291.6074232336452,0.2553577743094438,,,,,,High
ATS,Chicago Bulls,Chicago Bulls,Denver Nuggets,2026-02-07,0.6267364917909829,-105.0,0.5121951219512195,11.602968454360962,9.0,2.602968454360962,-9.0,,High
TOTAL,Under,Chicago Bulls,Denver Nuggets,2026-02-07,0.2932174803796288,100.28121484814396,0.49929795001404104,-5.979827880859347,235.0,,,229.02017211914065,High
