market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,2025-11-23,0.054340843403445305,-287.0,0.7416020671834626,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,2025-11-23,,,,4.276241302490234,-7.5,11.776241302490234,7.5,,High
TOTAL,Under,Atlanta Hawks,Charlotte Hornets,2025-11-23,,,,-2.1826629638671875,230.5,,,228.3173370361328,Medium
ML,Boston Celtics,Boston Celtics,Orlando Magic,2025-11-23,0.050107678386440924,-182.27272727272728,0.6457326892109502,,,,,,High
TOTAL,Under,Boston Celtics,Orlando Magic,2025-11-23,,,,-5.1384735107421875,222.5,,,217.3615264892578,High
ML,Phoenix Suns,Phoenix Suns,San Antonio Spurs,2025-11-23,0.08093890223788569,-141.0909090909091,0.5852187028657617,,,,,,High
TOTAL,Under,Phoenix Suns,San Antonio Spurs,2025-11-23,,,,-8.893569946289091,234.5,,,225.6064300537109,High
ML,Utah Jazz,Utah Jazz,Los Angeles Lakers,2025-11-23,0.2257555371145017,327.8181818181818,0.2337441563960901,,,,,,High
ATS,Utah Jazz,Utah Jazz,Los Angeles Lakers,2025-11-23,,,,2.498723030090332,9.5,-7.001276969909668,-9.5,,Medium
TOTAL,Under,Utah Jazz,Los Angeles Lakers,2025-11-23,,,,-10.395034790039091,245.0,,,234.6049652099609,High
ML,Los Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,2025-11-23,1.4636043554382137,300.45454545454544,0.2497162315550511,,,,,,High
ATS,Los Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,2025-11-23,,,,-9.412559270858765,8.5,-0.9125592708587646,8.5,,High
TOTAL,Over,Cleveland Cavaliers,Los Angeles Clippers,2025-11-23,,,,2.444854736328068,229.0,,,231.44485473632807,Medium
ML,Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,2025-11-23,1.1115030055994548,731.6363636363636,0.12024486226497595,,,,,,High
ATS,Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,2025-11-23,,,,-6.30947971343994,15.5,9.19052028656006,15.5,,High
TOTAL,Under,Oklahoma City Thunder,Portland Trail Blazers,2025-11-23,,,,-5.040283203125,233.5,,,228.459716796875,High
ML,Brooklyn Nets,Toronto Raptors,Brooklyn Nets,2025-11-23,1.1381271547428375,519.1818181818181,0.1615034503009837,,,,,,High
ATS,Brooklyn Nets,Toronto Raptors,Brooklyn Nets,2025-11-23,,,,-9.19822072982788,12.5,3.301779270172119,12.5,,High
TOTAL,Under,Toronto Raptors,Brooklyn Nets,2025-11-23,,,,-2.1746063232421875,228.5,,,226.3253936767578,Medium
ML,Miami Heat,Philadelphia 76ers,Miami Heat,2025-11-23,0.3950178697971526,-106.5,0.5157384987893463,,,,,,High
ATS,Miami Heat,Philadelphia 76ers,Miami Heat,2025-11-23,,,,-8.393173217773438,1.0,-7.393173217773437,1.0,,High
TOTAL,Under,Philadelphia 76ers,Miami Heat,2025-11-23,,,,-11.523193359375,241.0,,,229.476806640625,High
