player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Aaron Nesmith,IND,"[{'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 14.5, 'price': -101.0, 'edge': 0.2213379095946863, 'ev': 0.4404843547379402, 'ev_pct': 44.048435473794015, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 15.5, 'price': -132.0, 'edge': 0.1555573958263799, 'ev': 0.2734039078160618, 'ev_pct': 27.340390781606178, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 119.0, 'edge': 0.0780409283728005, 'ev': 0.170909633136433, 'ev_pct': 17.0909633136433, 'book': 'draftkings'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 14.5, 'price': -101.0, 'edge': 0.2213379095946863, 'ev': 0.4404843547379402, 'ev_pct': 44.048435473794015, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 15.5, 'price': -132.0, 'edge': 0.1555573958263799, 'ev': 0.2734039078160618, 'ev_pct': 27.340390781606178, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 119.0, 'edge': 0.0780409283728005, 'ev': 0.170909633136433, 'ev_pct': 17.0909633136433, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'UNDER', 'line': 3.5, 'price': 119.0, 'ev': 0.170909633136433, 'ev_pct': 17.0909633136433, 'book': 'draftkings'}",model 1.8 vs line 3.5 (-1.7),1.7999125564593026,"['EV 17.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Aaron Wiggins,OKC,[],[],[],,,,[],0.0,0.0
Adem Bona,PHI,"[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 100.0, 'edge': 0.0967041880215771, 'ev': 0.1934083760431542, 'ev_pct': 19.340837604315418, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 100.0, 'edge': 0.0967041880215771, 'ev': 0.1934083760431542, 'ev_pct': 19.340837604315418, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 114.0, 'edge': 0.0691015294483824, 'ev': 0.1478772730195384, 'ev_pct': 14.78772730195384, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -135.0, 'edge': 0.0603046608608605, 'ev': 0.1049747800170535, 'ev_pct': 10.49747800170535, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -139.0, 'edge': 0.0592363799029685, 'ev': 0.1018524805525862, 'ev_pct': 10.185248055258619, 'book': 'draftkings'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 100.0, 'edge': 0.0967041880215771, 'ev': 0.1934083760431542, 'ev_pct': 19.340837604315418, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 15.5, 'price': 100.0, 'edge': 0.0967041880215771, 'ev': 0.1934083760431542, 'ev_pct': 19.340837604315418, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 114.0, 'edge': 0.0691015294483824, 'ev': 0.1478772730195384, 'ev_pct': 14.78772730195384, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -135.0, 'edge': 0.0603046608608605, 'ev': 0.1049747800170535, 'ev_pct': 10.49747800170535, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -139.0, 'edge': 0.0592363799029685, 'ev': 0.1018524805525862, 'ev_pct': 10.185248055258619, 'book': 'draftkings'}]","{'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 114.0, 'ev': 0.1478772730195384, 'ev_pct': 14.78772730195384, 'book': 'fanduel'}",model 5.8 vs line 6.5 (-0.7),5.797904527262222,"['EV 14.8%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned']",0.5,0.0
Ajay Mitchell,OKC,"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -126.0, 'edge': 0.0363091580721692, 'ev': 0.0651259501929384, 'ev_pct': 6.51259501929384, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -128.0, 'edge': 0.0354552533989819, 'ev': 0.0631546701169364, 'ev_pct': 6.31546701169364, 'book': 'fanduel'}]",[],"[{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -126.0, 'edge': 0.0363091580721692, 'ev': 0.0651259501929384, 'ev_pct': 6.51259501929384, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -128.0, 'edge': 0.0354552533989819, 'ev': 0.0631546701169364, 'ev_pct': 6.31546701169364, 'book': 'fanduel'}]","{'market': 'pa', 'side': 'UNDER', 'line': 17.5, 'price': -126.0, 'ev': 0.0651259501929384, 'ev_pct': 6.51259501929384, 'book': 'draftkings'}",,,"['EV 6.5%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Alex Caruso,OKC,"[{'market': 'pr', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.0554947234376688, 'ev': 0.1078482361147148, 'ev_pct': 10.784823611471479, 'book': 'fanduel'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.0554947234376688, 'ev': 0.1078482361147148, 'ev_pct': 10.784823611471479, 'book': 'fanduel'}]","{'market': 'pr', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'ev': 0.1078482361147148, 'ev_pct': 10.784823611471479, 'book': 'fanduel'}",,,"['EV 10.8%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Andrew Nembhard,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -137.0, 'edge': 0.0617911392405062, 'ev': 0.1068941605839415, 'ev_pct': 10.68941605839415, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -117.0, 'edge': 0.0991824884792627, 'ev': 0.1839538461538461, 'ev_pct': 18.39538461538461, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -130.0, 'edge': 0.0934521739130435, 'ev': 0.1653384615384615, 'ev_pct': 16.53384615384615, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -113.0, 'edge': 0.1010863849765257, 'ev': 0.1905433628318583, 'ev_pct': 19.05433628318583, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 16.5, 'price': -103.0, 'edge': 0.2095180176817606, 'ev': 0.412933568829101, 'ev_pct': 41.293356882910096, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 16.5, 'price': -112.0, 'edge': 0.1886052934508841, 'ev': 0.3570028768891736, 'ev_pct': 35.700287688917356, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.1056431372549019, 'ev': 0.2072230769230768, 'ev_pct': 20.72230769230768, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 123.0, 'edge': 0.2907754279672069, 'ev': 0.6484292043668716, 'ev_pct': 64.84292043668715, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 116.0, 'edge': 0.2762429582777866, 'ev': 0.596684789880019, 'ev_pct': 59.66847898800191, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -137.0, 'edge': 0.0617911392405062, 'ev': 0.1068941605839415, 'ev_pct': 10.68941605839415, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -117.0, 'edge': 0.0991824884792627, 'ev': 0.1839538461538461, 'ev_pct': 18.39538461538461, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -130.0, 'edge': 0.0934521739130435, 'ev': 0.1653384615384615, 'ev_pct': 16.53384615384615, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -113.0, 'edge': 0.1010863849765257, 'ev': 0.1905433628318583, 'ev_pct': 19.05433628318583, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -125.0, 'edge': 0.0955777777777777, 'ev': 0.17204, 'ev_pct': 17.204, 'book': 'fanduel'}, {'market': 'pts', 'side': 'UNDER', 'line': 16.5, 'price': -103.0, 'edge': 0.2095180176817606, 'ev': 0.412933568829101, 'ev_pct': 41.293356882910096, 'book': 'draftkings'}, {'market': 'pts', 'side': 'UNDER', 'line': 16.5, 'price': -112.0, 'edge': 0.1886052934508841, 'ev': 0.3570028768891736, 'ev_pct': 35.700287688917356, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'edge': 0.1056431372549019, 'ev': 0.2072230769230768, 'ev_pct': 20.72230769230768, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 123.0, 'edge': 0.2907754279672069, 'ev': 0.6484292043668716, 'ev_pct': 64.84292043668715, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': 116.0, 'edge': 0.2762429582777866, 'ev': 0.596684789880019, 'ev_pct': 59.66847898800191, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -104.0, 'ev': 0.2072230769230768, 'ev_pct': 20.72230769230768, 'book': 'draftkings'}",,,"['EV 20.7%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Anthony Edwards,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.0419538578813065, 'ev': 0.0943961802329397, 'ev_pct': 9.43961802329397, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -105.0, 'edge': 0.0668398533084948, 'ev': 0.1304968564594423, 'ev_pct': 13.049685645944232, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -108.0, 'edge': 0.0652920109069939, 'ev': 0.1257475765616181, 'ev_pct': 12.574757656161811, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -110.0, 'edge': 0.0642846848996679, 'ev': 0.1227253075357298, 'ev_pct': 12.27253075357298, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0611915482422124, 'ev': 0.1223830964844248, 'ev_pct': 12.238309648442481, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.0579876647470668, 'ev': 0.1126930088480733, 'ev_pct': 11.26930088480733, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 105.0, 'edge': 0.036310815662484, 'ev': 0.0744371721080923, 'ev_pct': 7.443717210809229, 'book': 'betmgm'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 125.0, 'edge': 0.0419538578813065, 'ev': 0.0943961802329397, 'ev_pct': 9.43961802329397, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -105.0, 'edge': 0.0668398533084948, 'ev': 0.1304968564594423, 'ev_pct': 13.049685645944232, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -108.0, 'edge': 0.0652920109069939, 'ev': 0.1257475765616181, 'ev_pct': 12.574757656161811, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -110.0, 'edge': 0.0642846848996679, 'ev': 0.1227253075357298, 'ev_pct': 12.27253075357298, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0611915482422124, 'ev': 0.1223830964844248, 'ev_pct': 12.238309648442481, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -106.0, 'edge': 0.0579876647470668, 'ev': 0.1126930088480733, 'ev_pct': 11.26930088480733, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 105.0, 'edge': 0.036310815662484, 'ev': 0.0744371721080923, 'ev_pct': 7.443717210809229, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'ev': 0.1223830964844248, 'ev_pct': 12.238309648442481, 'book': 'fanduel'}",,,"['EV 12.2%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Ausar Thompson,DET,"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': 115.0, 'edge': 0.0858324938730185, 'ev': 0.1845398618269897, 'ev_pct': 18.45398618269897, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': 100.0, 'edge': 0.0154794053477635, 'ev': 0.0309588106955271, 'ev_pct': 3.09588106955271, 'book': 'fanduel'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 105.0, 'edge': 0.3088032536837533, 'ev': 0.6330466700516942, 'ev_pct': 63.30466700516942, 'book': 'draftkings'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 102.0, 'edge': 0.3015586267820387, 'ev': 0.6091484260997182, 'ev_pct': 60.91484260997182, 'book': 'fanduel'}]",[],"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': 115.0, 'edge': 0.0858324938730185, 'ev': 0.1845398618269897, 'ev_pct': 18.45398618269897, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': 100.0, 'edge': 0.0154794053477635, 'ev': 0.0309588106955271, 'ev_pct': 3.09588106955271, 'book': 'fanduel'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 105.0, 'edge': 0.3088032536837533, 'ev': 0.6330466700516942, 'ev_pct': 63.30466700516942, 'book': 'draftkings'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 102.0, 'edge': 0.3015586267820387, 'ev': 0.6091484260997182, 'ev_pct': 60.91484260997182, 'book': 'fanduel'}]","{'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 105.0, 'ev': 0.6330466700516942, 'ev_pct': 63.30466700516942, 'book': 'draftkings'}",,,"['EV 63.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Ayo Dosunmu,MIN,[],[],[],,,,[],0.0,0.0
Brandin Podziemski,GSW,"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -135.0, 'edge': 0.0583106624879873, 'ev': 0.1015037458124224, 'ev_pct': 10.15037458124224, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -147.0, 'edge': 0.055209620193216, 'ev': 0.0927671849505058, 'ev_pct': 9.27671849505058, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -106.0, 'edge': 0.0809168777575032, 'ev': 0.1572535548872232, 'ev_pct': 15.72535548872232, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -114.0, 'edge': 0.0769244995704059, 'ev': 0.1444021307725163, 'ev_pct': 14.440213077251629, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': 103.0, 'edge': 0.0558421219275381, 'ev': 0.1133595075129025, 'ev_pct': 11.33595075129025, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.0542165061639914, 'ev': 0.1084330123279828, 'ev_pct': 10.84330123279828, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -135.0, 'edge': 0.0583106624879873, 'ev': 0.1015037458124224, 'ev_pct': 10.15037458124224, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': -147.0, 'edge': 0.055209620193216, 'ev': 0.0927671849505058, 'ev_pct': 9.27671849505058, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -106.0, 'edge': 0.0809168777575032, 'ev': 0.1572535548872232, 'ev_pct': 15.72535548872232, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -114.0, 'edge': 0.0769244995704059, 'ev': 0.1444021307725163, 'ev_pct': 14.440213077251629, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': 103.0, 'edge': 0.0558421219275381, 'ev': 0.1133595075129025, 'ev_pct': 11.33595075129025, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': 100.0, 'edge': 0.0542165061639914, 'ev': 0.1084330123279828, 'ev_pct': 10.84330123279828, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': 103.0, 'ev': 0.1133595075129025, 'ev_pct': 11.33595075129025, 'book': 'draftkings'}",,,"['EV 11.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
