gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,game_id,date
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1627732,Ben,Simmons,B. Simmons,ben-simmons,F,,,23:54,2,5,0.4,0,0,0.0,3,4,0.75,0,6,6,3,1,1,4,5,7,-17.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1629661,Cameron,Johnson,C. Johnson,cameron-johnson,F,,,35:25,4,12,0.333,2,10,0.2,2,3,0.667,1,1,2,2,0,1,2,4,12,-14.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1627827,Dorian,Finney-Smith,D. Finney-Smith,dorian-finney-smith,C,,,26:27,6,10,0.6,3,6,0.5,0,0,0.0,3,3,6,0,1,0,1,1,15,4.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1630560,Cam,Thomas,C. Thomas,cam-thomas,G,,,35:04,7,17,0.412,3,5,0.6,7,8,0.875,1,5,6,3,0,0,3,2,24,-11.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,203471,Dennis,Schröder,D. Schröder,dennis-schröder,G,,,32:27,7,12,0.583,3,4,0.75,3,4,0.75,0,1,1,6,1,0,2,3,20,6.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1629003,Shake,Milton,S. Milton,shake-milton,,,,16:34,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,0,0,0,3,3,-12.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1641730,Noah,Clowney,N. Clowney,noah-clowney,,,,15:48,3,8,0.375,1,4,0.25,0,0,0.0,1,1,2,0,1,0,1,3,7,-13.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1629651,Nic,Claxton,N. Claxton,nic-claxton,,,,20:26,1,4,0.25,0,0,0.0,2,2,1.0,1,4,5,3,1,1,1,1,4,11.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1630533,Ziaire,Williams,Z. Williams,ziaire-williams,,,,18:41,3,7,0.429,1,2,0.5,0,0,0.0,1,6,7,1,1,0,1,4,7,-10.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1630592,Jalen,Wilson,J. Wilson,jalen-wilson,,,,13:10,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,2,1,0,2,4,0,-17.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1630553,Keon,Johnson,K. Johnson,keon-johnson,,,,2:04,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-2.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1641798,Jaylen,Martin,J. Martin,jaylen-martin,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1631213,Tyrese,Martin,T. Martin,tyrese-martin,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1641727,Dariq,Whitehead,D. Whitehead,dariq-whitehead,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022400077,2024-10-25
0022400077,1610612751,Brooklyn,Nets,BKN,nets,1642385,Cui,Yongxi,C. Yongxi,cui-yongxi,,DNP - Coach's Decision,,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0022400077,2024-10-25
0022400077,1610612753,Orlando,Magic,ORL,magic,1630532,Franz,Wagner,F. Wagner,franz-wagner,F,,,38:55,10,19,0.526,3,6,0.5,6,6,1.0,2,4,6,5,1,0,3,2,29,16.0,0022400077,2024-10-25
0022400077,1610612753,Orlando,Magic,ORL,magic,1631094,Paolo,Banchero,P. Banchero,paolo-banchero,F,,,37:12,4,13,0.308,1,2,0.5,6,11,0.545,1,5,6,9,0,1,0,2,15,3.0,0022400077,2024-10-25
