date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-04-24,Philadelphia 76ers,Boston Celtics,110.0,55.0,55.0,53.5,52.0,4.0,-110,-110,2.0,-115,-105,2.0,-110,-110,1.5,-110.0,-110,1.5,-110,-110
2026-04-24,Houston Rockets,Los Angeles Lakers,106.0,53.5,52.5,50.0,50.0,-6.0,-110,-110,-3.5,-105,-115,-3.0,-105,-115,-2.5,,-120,-1.5,-110,-110
2026-04-24,Portland Trail Blazers,San Antonio Spurs,113.0,57.0,56.0,54.5,51.5,1.0,-110,-110,0.5,-110,-110,0.5,-110,-110,1.5,-140.0,120,1.5,-140,120
