date,home_tri,away_tri,home_pts,visitor_pts
2025-10-30,CHA,ORL,107,123
2025-10-30,MIL,GSW,120,110
2025-10-30,OKC,WAS,127,108
2025-10-30,SAS,MIA,107,101
