date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1
2026-05-20,0401856921,Indiana Fever,Portland Fire,2026-05-20T23:00:00Z,-632.8144326848459,632.8144326848454,-13.5,13.5,,,179.5,-100.43414083528695,100.43414083528695,11,oddsapi_consensus,IND,POR,0.5,0.0,0.0
2026-05-20,0401856922,Chicago Sky,Dallas Wings,2026-05-21T01:00:00Z,137.52849171095968,-137.52849171095968,2.5,-2.5,,,169.5,-101.08932461873636,101.08932461873638,11,oddsapi_consensus,CHI,DAL,0.5,0.0,0.0
2026-05-20,0401856923,Seattle Storm,Connecticut Sun,2026-05-21T02:00:00Z,-113.10939009876826,113.10939009876822,-1.5,1.5,,,168.0,-100.0,-100.0,11,oddsapi_consensus,SEA,CON,0.5,0.0,0.0
