date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-01,Boston Celtics,Milwaukee Bucks,BOS,MIL,107,79,-3.4117181301116943,227.9659956967186,28,186,-31.411718130111694,41.96599569671861
2026-02-01,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,111,121,0.6422348022460938,225.07691947310724,-10,232,10.642234802246094,-6.923080526892761
2026-02-01,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,111,121,0.6422348022460938,225.07691947310724,-10,232,10.642234802246094,-6.923080526892761
2026-02-01,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,111,121,0.6422348022460938,225.07691947310724,-10,232,10.642234802246094,-6.923080526892761
2026-02-01,Detroit Pistons,Brooklyn Nets,DET,BKN,130,77,2.362545728683472,219.2923027359589,53,207,-50.63745427131653,12.292302735958913
2026-02-01,Miami Heat,Chicago Bulls,MIA,CHI,134,91,9.06464958190918,227.1508212960397,43,225,-33.93535041809082,2.150821296039709
2026-02-01,New York Knicks,Los Angeles Lakers,NYK,LAL,112,100,3.2210988998413086,230.6489690901658,12,212,-8.778901100158691,18.648969090165792
2026-02-01,New York Knicks,Los Angeles Lakers,NYK,LAL,112,100,3.2210988998413086,230.6489690901658,12,212,-8.778901100158691,18.648969090165792
2026-02-01,New York Knicks,Los Angeles Lakers,NYK,LAL,112,100,3.2210988998413086,230.6489690901658,12,212,-8.778901100158691,18.648969090165792
2026-02-01,Phoenix Suns,Los Angeles Clippers,PHX,LAC,93,117,-4.082952499389648,220.20625215987533,-24,210,19.91704750061035,10.206252159875334
2026-02-01,Portland Trail Blazers,Cleveland Cavaliers,POR,CLE,111,130,-3.079515218734741,234.9466880729224,-19,241,15.920484781265259,-6.053311927077601
2026-02-01,San Antonio Spurs,Orlando Magic,SAS,ORL,112,103,-1.9992802143096924,222.32261619733708,9,215,-10.999280214309692,7.322616197337084
2026-02-01,Toronto Raptors,Utah Jazz,TOR,UTA,107,100,-0.3827664852142334,226.76994389664375,7,207,-7.382766485214233,19.769943896643753
2026-02-01,Washington Wizards,Sacramento Kings,WAS,SAC,116,112,-7.310632705688477,218.4096706089947,4,228,-11.310632705688477,-9.590329391005298
