date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-25,,GSV,CON,home,GSV,2000,4398935,Veronica Burton,scenario,close,425,7.0,13.0,20.600000000000023,3.0,6.0,9.0,2.0,4.0,7.0,0.0,2.0,4.0,17.0,23.0,31.0
2026-05-25,,GSV,CON,home,GSV,2000,4398935,Veronica Burton,scenario,medium,524,7.0,13.0,21.0,4.0,6.0,9.0,1.0,4.0,6.699999999999989,0.0,2.0,4.0,16.0,23.0,32.0
2026-05-25,,GSV,CON,home,GSV,2000,4398935,Veronica Burton,scenario,blowout,1051,8.0,14.0,22.0,3.0,6.0,10.0,2.0,4.0,7.0,0.0,2.0,4.0,17.0,25.0,34.0
2026-05-25,,GSV,CON,home,GSV,2000,4398577,Miela Sowah,scenario,close,425,5.0,11.0,17.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,2.0,4.0,9.0,15.0,23.0
2026-05-25,,GSV,CON,home,GSV,2000,4398577,Miela Sowah,scenario,medium,524,5.0,11.0,18.0,1.0,4.0,6.0,0.0,1.0,3.0,0.0,2.0,4.0,9.0,16.0,23.0
2026-05-25,,GSV,CON,home,GSV,2000,4398577,Miela Sowah,scenario,blowout,1051,6.0,13.0,20.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,2.0,4.0,11.0,18.0,27.0
2026-05-25,,GSV,CON,home,GSV,2000,4790264,Janelle Salaun,scenario,close,425,5.0,11.0,19.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,11.0,18.0,26.0
2026-05-25,,GSV,CON,home,GSV,2000,4790264,Janelle Salaun,scenario,medium,524,5.0,11.0,18.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,2.0,4.0,12.0,19.0,25.69999999999999
2026-05-25,,GSV,CON,home,GSV,2000,4790264,Janelle Salaun,scenario,blowout,1051,6.0,12.0,19.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,2.0,4.0,12.0,19.0,27.0
2026-05-25,,GSV,CON,home,GSV,2000,4257500,Cecilia Zandalasini,scenario,close,425,3.0,7.0,13.600000000000023,1.0,3.0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,7.0,12.0,19.0
2026-05-25,,GSV,CON,home,GSV,2000,4257500,Cecilia Zandalasini,scenario,medium,524,2.0,7.0,13.699999999999989,1.0,4.0,6.0,0.0,1.0,3.0,0.0,1.0,2.0,6.300000000000004,13.0,19.0
2026-05-25,,GSV,CON,home,GSV,2000,4257500,Cecilia Zandalasini,scenario,blowout,1051,3.0,9.0,16.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,8.0,14.0,22.0
2026-05-25,,GSV,CON,home,GSV,2000,3142328,Gabby Williams,scenario,close,425,2.0,7.0,13.0,2.0,4.0,7.0,0.0,2.0,4.0,0.0,1.0,2.0,7.0,14.0,20.0
2026-05-25,,GSV,CON,home,GSV,2000,3142328,Gabby Williams,scenario,medium,524,2.0,7.0,13.0,2.0,4.0,7.0,0.0,2.0,4.0,0.0,1.0,2.0,7.0,14.0,20.0
2026-05-25,,GSV,CON,home,GSV,2000,3142328,Gabby Williams,scenario,blowout,1051,3.0,8.0,14.0,2.0,4.0,7.0,0.0,2.0,4.0,0.0,1.0,2.0,9.0,14.0,21.0
2026-05-25,,GSV,CON,home,GSV,2000,4790263,Iliana Rupert,scenario,close,425,2.0,7.0,13.0,1.0,4.0,6.0,0.0,1.0,3.0,0.0,1.0,3.0,7.0,12.0,18.0
2026-05-25,,GSV,CON,home,GSV,2000,4790263,Iliana Rupert,scenario,medium,524,2.0,6.0,13.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,6.300000000000004,12.0,19.0
2026-05-25,,GSV,CON,home,GSV,2000,4790263,Iliana Rupert,scenario,blowout,1051,2.0,7.0,14.0,2.0,4.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,7.0,13.0,20.0
2026-05-25,,GSV,CON,home,GSV,2000,4065780,Kaila Charles,scenario,close,425,2.0,6.0,12.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,13.0,20.0
2026-05-25,,GSV,CON,home,GSV,2000,4065780,Kaila Charles,scenario,medium,524,2.0,7.0,12.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,13.0,20.69999999999999
2026-05-25,,GSV,CON,home,GSV,2000,4065780,Kaila Charles,scenario,blowout,1051,2.0,7.0,13.0,3.0,6.0,9.0,0.0,1.0,3.0,0.0,1.0,2.0,8.0,14.0,21.0
2026-05-25,,GSV,CON,home,GSV,2000,4899328,Kaitlyn Chen,scenario,close,425,1.0,4.0,8.600000000000023,1.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,9.0,13.0
2026-05-25,,GSV,CON,home,GSV,2000,4899328,Kaitlyn Chen,scenario,medium,524,1.0,5.0,9.0,1.0,3.0,5.0,0.0,1.0,3.0,0.0,0.0,2.0,4.300000000000004,9.0,14.0
2026-05-25,,GSV,CON,home,GSV,2000,4899328,Kaitlyn Chen,scenario,blowout,1051,1.0,5.0,11.0,1.0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,5.0,10.0,16.0
2026-05-25,,GSV,CON,home,GSV,2000,1054,Tiffany Hayes,scenario,close,425,0.0,4.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,8.0,13.0
2026-05-25,,GSV,CON,home,GSV,2000,1054,Tiffany Hayes,scenario,medium,524,1.0,5.0,9.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,8.0,13.0
