date,home_tri,away_tri,home_pts,visitor_pts
2025-12-29,CHA,MIL,113,123
2025-12-29,WAS,PHX,101,115
2025-12-29,BKN,GSW,107,120
2025-12-29,MIA,DEN,147,123
2025-12-29,TOR,ORL,107,106
2025-12-29,CHI,MIN,101,136
2025-12-29,HOU,IND,126,119
2025-12-29,NOP,NYK,125,130
2025-12-29,OKC,ATL,140,129
2025-12-29,SAS,CLE,101,113
2025-12-29,SAS,CLE,101,113
2025-12-29,POR,DAL,125,122
2025-12-29,POR,DAL,125,122
