date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time
2025-10-15,1630163.0,LaMelo Ball,CHA,ast,OVER,5.5,250,0.2857142857142857,0.8520388742764657,0.56632458856218,1.98213605996763,bovada,Bovada,2025-10-15T23:00:00+00:00
2025-10-15,1630163.0,LaMelo Ball,CHA,ast,OVER,7.5,900,0.1,0.5968561588252429,0.4968561588252429,4.968561588252428,bovada,Bovada,2025-10-15T23:00:00+00:00
2025-10-15,201935.0,James Harden,LAC,ast,OVER,7.5,200,0.3333333333333333,0.7136150972623809,0.3802817639290476,1.1408452917871428,bovada,Bovada,2025-10-16T02:00:00+00:00
2025-10-15,1630163.0,LaMelo Ball,CHA,ast,OVER,3.5,-160,0.6153846153846154,0.9674970794487113,0.3521124640640959,0.5721827541041559,bovada,Bovada,2025-10-15T23:00:00+00:00
2025-10-15,201935.0,James Harden,LAC,ast,OVER,5.5,-150,0.6,0.9137125930044045,0.31371259300440457,0.5228543216740076,bovada,Bovada,2025-10-16T02:00:00+00:00
2025-10-15,1630583.0,Santi Aldama,MEM,ast,OVER,3.5,600,0.14285714285714285,0.40410066339965545,0.2612435205425126,1.8287046437975882,bovada,Bovada,2025-10-15T23:00:00+00:00
2025-10-15,1630163.0,LaMelo Ball,CHA,ast,OVER,9.5,2000,0.047619047619047616,0.289521871457058,0.24190282383801037,5.079959300598218,bovada,Bovada,2025-10-15T23:00:00+00:00
2025-10-15,201935.0,James Harden,LAC,ast,OVER,9.5,500,0.16666666666666666,0.4067073998354198,0.24004073316875316,1.4402443990125189,bovada,Bovada,2025-10-16T02:00:00+00:00
2025-10-15,1627734.0,Domantas Sabonis,SAC,ast,OVER,5.5,375,0.21052631578947367,0.38680820729382415,0.17628189150435047,0.8373389846456647,bovada,Bovada,2025-10-16T02:00:00+00:00
2025-10-15,1628401.0,Derrick White,BOS,ast,OVER,5.5,105,0.4878048780487805,0.6442332262804005,0.15642834823162,0.32067811387482104,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1629628.0,RJ Barrett,TOR,ast,OVER,3.5,135,0.425531914893617,0.5680569754151406,0.14252506052152353,0.33493389222558034,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1629628.0,RJ Barrett,TOR,ast,OVER,5.5,650,0.13333333333333333,0.26481514388484917,0.13148181055151584,0.9861135791363689,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,201935.0,James Harden,LAC,ast,OVER,3.5,-600,0.8571428571428571,0.9847669415366136,0.1276240843937565,0.14889476512604918,bovada,Bovada,2025-10-16T02:00:00+00:00
2025-10-15,1628401.0,Derrick White,BOS,ast,OVER,7.5,370,0.2127659574468085,0.33352408915974385,0.12075813171293534,0.5675632190507961,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1628401.0,Derrick White,BOS,ast,OVER,3.5,-350,0.7777777777777778,0.8789587192774648,0.10118094149968704,0.13008978192816906,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1630567.0,Scottie Barnes,TOR,ast,OVER,5.5,160,0.38461538461538464,0.4763268885175549,0.09171150390217025,0.23844991014564276,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1630193.0,Immanuel Quickley,TOR,ast,OVER,5.5,135,0.425531914893617,0.5167440727845194,0.09121215789090237,0.2143485710436206,bovada,Bovada,2025-10-15T23:30:00+00:00
2025-10-15,1630193.0,Immanuel Quickley,TOR,ast,OVER,3.5,-265,0.726027397260274,0.8001014043530653,0.07407400709279133,0.1020264625995051,bovada,Bovada,2025-10-15T23:30:00+00:00
