date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2025-10-17,0012500006,,,0.5,,,,Kel'el Ware,0.1206099815157116,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500007,,,0.5,,,,Nique Clifford,0.1151365050109434,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500065,,,0.5,,,,Scottie Barnes,0.1147227533460803,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500066,,,0.5,,,,Jalen Brunson,0.1231311535189011,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500067,,,0.5,,,,Bruce Brown,0.1092841243627486,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500068,,,0.5,,,,Stephon Castle,0.116572490130815,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500069,,,0.5,,,,Kobe Sanders,0.1492246761092837,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500071,,,0.5,,,,VJ Edgecombe,0.128245426541774,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500006,,,0.5,,,,Kel'el Ware,0.1206099815157116,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500007,,,0.5,,,,Nique Clifford,0.1151365050109434,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500065,,,0.5,,,,Scottie Barnes,0.1147227533460803,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500066,,,0.5,,,,Jalen Brunson,0.1231311535189011,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500067,,,0.5,,,,Bruce Brown,0.1092841243627486,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500068,,,0.5,,,,Stephon Castle,0.116572490130815,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500069,,,0.5,,,,Kobe Sanders,0.1492246761092837,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
2025-10-17,0012500071,,,0.5,,,,VJ Edgecombe,0.128245426541774,,,,,1.2,0.6988057880877978,0,-1.2,0.4883295294650082
