date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-02-09,1630245.0,Ayo Dosunmu,MIN,ast,UNDER,2.5,150,0.4,0.4877728394784203,0.9851522631894687,0.0877728394784203,0.21943209869605085,bovada,Bovada,2026-02-10T01:10:00Z,Minnesota Timberwolves,Atlanta Hawks
2026-02-09,1627750.0,Jamal Murray,DEN,ast,UNDER,5.5,205,0.32786885245901637,0.3967882586341946,0.7873315602935379,0.06891940617517822,0.21020418883429348,bovada,Bovada,2026-02-10T02:10:00Z,Denver Nuggets,Cleveland Cavaliers
2026-02-09,1630245.0,Ayo Dosunmu,MIN,ast,UNDER,2.5,140,0.4166666666666667,0.501939506145087,0.9851522631894687,0.08527283947842029,0.20465481474820868,betmgm,BetMGM,2026-02-10T01:10:00Z,Minnesota Timberwolves,Atlanta Hawks
2026-02-09,1630311.0,Pat Spencer,GSW,ast,UNDER,5.5,130,0.43478260869565216,0.5179525642814905,0.9892489792679076,0.08316995558583834,0.19129089784742814,bovada,Bovada,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1629012.0,Collin Sexton,CHI,ast,UNDER,3.5,205,0.32786885245901637,0.38816134314323303,0.7298187903537942,0.06029249068421666,0.18389209658686068,bovada,Bovada,2026-02-10T00:40:00Z,Brooklyn Nets,Chicago Bulls
2026-02-09,203110.0,Draymond Green,GSW,ast,UNDER,4.5,130,0.43478260869565216,0.5106911423894636,0.9408394999877279,0.0759085336938114,0.17458962749576623,bovada,Bovada,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1629651.0,Nicolas Claxton,BKN,ast,UNDER,2.5,165,0.37735849056603776,0.43792354304116954,0.7811255070669162,0.060565052475131775,0.16049738905909927,bovada,Bovada,2026-02-10T00:40:00Z,Brooklyn Nets,Chicago Bulls
2026-02-09,203110.0,Draymond Green,GSW,ast,UNDER,4.5,118,0.45871559633027525,0.5310341818788932,0.9408394999877279,0.07231858554861792,0.15765451649598705,fanduel,FanDuel,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1630311.0,Pat Spencer,GSW,ast,UNDER,5.5,105,0.4878048780487805,0.5630214932316495,0.9892489792679076,0.07521661518286904,0.15419406112488154,betmgm,BetMGM,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1630311.0,Pat Spencer,GSW,ast,UNDER,5.5,104,0.49019607843137253,0.5650540135568528,0.9892489792679076,0.07485793512548028,0.15271018765597977,fanduel,FanDuel,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1630311.0,Pat Spencer,GSW,ast,UNDER,5.5,-102,0.504950495049505,0.5775952676822653,0.9892489792679076,0.07264477263276037,0.14386513795899603,draftkings,DraftKings,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1630311.0,Pat Spencer,GSW,ast,UNDER,5.5,-107,0.5169082125603864,0.5877593275665146,0.9892489792679076,0.07085111500612817,0.13706711033895813,williamhill_us,Caesars,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2026-02-09,1627750.0,Jamal Murray,DEN,ast,UNDER,6.5,110,0.47619047619047616,0.5406200490965904,0.9057209622312379,0.06442957290611429,0.13530210310283997,betrivers,BetRivers,2026-02-10T02:10:00Z,Denver Nuggets,Cleveland Cavaliers
