date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-03,Brooklyn Nets,Los Angeles Lakers,BKN,LAL,109,125,-7.084357261657715,224.8321533203125,-16,234,8.915642738342285,-9.1678466796875
2026-02-03,Dallas Mavericks,Boston Celtics,DAL,BOS,100,110,3.836822032928467,231.24920654296875,-10,210,13.836822032928467,21.24920654296875
2026-02-03,Dallas Mavericks,Boston Celtics,DAL,BOS,100,110,3.836822032928467,231.24920654296875,-10,210,13.836822032928467,21.24920654296875
2026-02-03,Detroit Pistons,Denver Nuggets,DET,DEN,124,121,4.806336879730225,220.5054473876953,3,245,1.8063368797302246,-24.494552612304688
2026-02-03,Golden State Warriors,Philadelphia 76ers,GSW,PHI,94,113,2.125699996948242,233.60694885253903,-19,207,21.125699996948242,26.606948852539034
2026-02-03,Indiana Pacers,Utah Jazz,IND,UTA,122,131,0.1004078388214111,231.3203887939453,-9,253,9.100407838821411,-21.679611206054688
2026-02-03,Miami Heat,Atlanta Hawks,MIA,ATL,115,127,-7.96058464050293,219.7239990234375,-12,242,4.03941535949707,-22.2760009765625
2026-02-03,Milwaukee Bucks,Chicago Bulls,MIL,CHI,131,115,7.359993934631348,225.865234375,16,246,-8.640006065368652,-20.134765625
2026-02-03,Oklahoma City Thunder,Orlando Magic,OKC,ORL,128,92,13.31667709350586,222.7058868408203,36,220,-22.68332290649414,2.7058868408203125
2026-02-03,Portland Trail Blazers,Phoenix Suns,POR,PHX,125,130,-7.651951789855957,223.50634765625,-5,255,-2.651951789855957,-31.49365234375
2026-02-03,Portland Trail Blazers,Phoenix Suns,POR,PHX,125,130,-7.651951789855957,223.50634765625,-5,255,-2.651951789855957,-31.49365234375
2026-02-03,Washington Wizards,New York Knicks,WAS,NYK,101,132,12.226015090942385,235.08203125,-31,233,43.22601509094238,2.08203125
