player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
A.J. Green,MIL,"[{'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -120.0, 'edge': 0.2404404492624982, 'ev': 0.44080749031458, 'ev_pct': 44.080749031458, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -122.0, 'edge': 0.236345445167494, 'ev': 0.4300712198949482, 'ev_pct': 43.00712198949482, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -123.0, 'edge': 0.2343254879905861, 'ev': 0.4248340148122009, 'ev_pct': 42.48340148122009, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -124.0, 'edge': 0.232323566145615, 'ev': 0.4196812807791755, 'ev_pct': 41.96812807791755, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -125.0, 'edge': 0.230339439161488, 'ev': 0.4146109904906785, 'ev_pct': 41.461099049067855, 'book': 'bovada'}]",[],"[{'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -120.0, 'edge': 0.2404404492624982, 'ev': 0.44080749031458, 'ev_pct': 44.080749031458, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -122.0, 'edge': 0.236345445167494, 'ev': 0.4300712198949482, 'ev_pct': 43.00712198949482, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -123.0, 'edge': 0.2343254879905861, 'ev': 0.4248340148122009, 'ev_pct': 42.48340148122009, 'book': 'draftkings'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -124.0, 'edge': 0.232323566145615, 'ev': 0.4196812807791755, 'ev_pct': 41.96812807791755, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -125.0, 'edge': 0.230339439161488, 'ev': 0.4146109904906785, 'ev_pct': 41.461099049067855, 'book': 'bovada'}]","{'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': -120.0, 'ev': 0.44080749031458, 'ev_pct': 44.080749031458, 'book': 'betonlineag'}",,,"['EV 44.1%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Consensus: 5 books aligned', 'Best line available']",1.0,1.0
Ace Bailey,UTA,[],[],[],,,,[],0.0,0.0
Adem Bona,PHI,[],[],[],,,,[],0.0,0.0
Andre Drummond,PHI,"[{'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 115.0, 'edge': 0.1154744186046511, 'ev': 0.24827, 'ev_pct': 24.826999999999998, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -104.0, 'edge': 0.1056431372549019, 'ev': 0.2072230769230768, 'ev_pct': 20.72230769230768, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -108.0, 'edge': 0.1035692307692307, 'ev': 0.1994666666666666, 'ev_pct': 19.94666666666666, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 125.0, 'edge': 0.0809197543665123, 'ev': 0.1820694473246527, 'ev_pct': 18.206944732465267, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0666818181818181, 'ev': 0.1222499999999999, 'ev_pct': 12.22499999999999, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -128.0, 'edge': 0.0642894736842105, 'ev': 0.114515625, 'ev_pct': 11.4515625, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -128.0, 'edge': 0.0642894736842105, 'ev': 0.114515625, 'ev_pct': 11.4515625, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -130.0, 'edge': 0.0637173913043478, 'ev': 0.1127307692307691, 'ev_pct': 11.27307692307691, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -131.0, 'edge': 0.0634350649350649, 'ev': 0.1118587786259541, 'ev_pct': 11.18587786259541, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -145.0, 'edge': 0.0597244897959183, 'ev': 0.1009137931034483, 'ev_pct': 10.091379310344829, 'book': 'betmgm'}]",[],"[{'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 115.0, 'edge': 0.1154744186046511, 'ev': 0.24827, 'ev_pct': 24.826999999999998, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -104.0, 'edge': 0.1056431372549019, 'ev': 0.2072230769230768, 'ev_pct': 20.72230769230768, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -108.0, 'edge': 0.1035692307692307, 'ev': 0.1994666666666666, 'ev_pct': 19.94666666666666, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 125.0, 'edge': 0.0809197543665123, 'ev': 0.1820694473246527, 'ev_pct': 18.206944732465267, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -120.0, 'edge': 0.0666818181818181, 'ev': 0.1222499999999999, 'ev_pct': 12.22499999999999, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -128.0, 'edge': 0.0642894736842105, 'ev': 0.114515625, 'ev_pct': 11.4515625, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -128.0, 'edge': 0.0642894736842105, 'ev': 0.114515625, 'ev_pct': 11.4515625, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -130.0, 'edge': 0.0637173913043478, 'ev': 0.1127307692307691, 'ev_pct': 11.27307692307691, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -131.0, 'edge': 0.0634350649350649, 'ev': 0.1118587786259541, 'ev_pct': 11.18587786259541, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -145.0, 'edge': 0.0597244897959183, 'ev': 0.1009137931034483, 'ev_pct': 10.091379310344829, 'book': 'betmgm'}]","{'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 125.0, 'ev': 0.1820694473246527, 'ev_pct': 18.206944732465267, 'book': 'bovada'}",model 7.1 vs line 8.5 (-1.4),7.123073308464166,"['EV 18.2%', 'Regular price range (-150 to +150)', 'Consensus: 7 books aligned']",1.0,0.0
Ausar Thompson,DET,"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': 110.0, 'edge': 0.1065876734280047, 'ev': 0.22383411419881, 'ev_pct': 22.383411419881, 'book': 'betmgm'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 106.0, 'edge': 0.1295369144765011, 'ev': 0.2668460438215925, 'ev_pct': 26.68460438215925, 'book': 'draftkings'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': -112.0, 'edge': 0.0866719208879318, 'ev': 0.164057564537871, 'ev_pct': 16.4057564537871, 'book': 'fanduel'}]",[],"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': 110.0, 'edge': 0.1065876734280047, 'ev': 0.22383411419881, 'ev_pct': 22.383411419881, 'book': 'betmgm'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 106.0, 'edge': 0.1295369144765011, 'ev': 0.2668460438215925, 'ev_pct': 26.68460438215925, 'book': 'draftkings'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': -112.0, 'edge': 0.0866719208879318, 'ev': 0.164057564537871, 'ev_pct': 16.4057564537871, 'book': 'fanduel'}]","{'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 106.0, 'ev': 0.2668460438215925, 'ev_pct': 26.68460438215925, 'book': 'draftkings'}",,,"['EV 26.7%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Austin Reaves,LAL,[],[],[],,,,[],0.0,0.0
Bobby Portis,MIL,"[{'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.0623038985346084, 'ev': 0.1216409447580451, 'ev_pct': 12.16409447580451, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.0623038985346084, 'ev': 0.1216409447580451, 'ev_pct': 12.16409447580451, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -106.0, 'edge': 0.0619487008078738, 'ev': 0.1203908713813397, 'ev_pct': 12.03908713813397, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -106.0, 'edge': 0.0619487008078738, 'ev': 0.1203908713813397, 'ev_pct': 12.03908713813397, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -110.0, 'edge': 0.0605617382558627, 'ev': 0.1156178639430107, 'ev_pct': 11.56178639430107, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -113.0, 'edge': 0.0595557020385589, 'ev': 0.1122598631346288, 'ev_pct': 11.22598631346288, 'book': 'fanduel'}]",[],"[{'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.0623038985346084, 'ev': 0.1216409447580451, 'ev_pct': 12.16409447580451, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'edge': 0.0623038985346084, 'ev': 0.1216409447580451, 'ev_pct': 12.16409447580451, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -106.0, 'edge': 0.0619487008078738, 'ev': 0.1203908713813397, 'ev_pct': 12.03908713813397, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -106.0, 'edge': 0.0619487008078738, 'ev': 0.1203908713813397, 'ev_pct': 12.03908713813397, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -110.0, 'edge': 0.0605617382558627, 'ev': 0.1156178639430107, 'ev_pct': 11.56178639430107, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -113.0, 'edge': 0.0595557020385589, 'ev': 0.1122598631346288, 'ev_pct': 11.22598631346288, 'book': 'fanduel'}]","{'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -105.0, 'ev': 0.1216409447580451, 'ev_pct': 12.16409447580451, 'book': 'bovada'}",model 6.1 vs line 7.5 (-1.4),6.09110789493033,"['EV 12.2%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Consensus: 6 books aligned', 'Best line available']",1.0,1.0
Brandon Miller,CHA,"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': -105.0, 'edge': 0.2106672322035858, 'ev': 0.4113026914450961, 'ev_pct': 41.13026914450961, 'book': 'betmgm'}]",[],"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': -105.0, 'edge': 0.2106672322035858, 'ev': 0.4113026914450961, 'ev_pct': 41.13026914450961, 'book': 'betmgm'}]","{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': -105.0, 'ev': 0.4113026914450961, 'ev_pct': 41.13026914450961, 'book': 'betmgm'}",,,"['EV 41.1%', 'Friendly price (~-110)', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Brook Lopez,LAC,[],[],[],,,,[],0.0,0.0
Cameron Payne,PHI,[],[],[],,,,[],0.0,0.0
