event_id,commence_time,home_team,away_team,has_odds
a3c377edabf29f3f3c05c1cd03c2701c,2026-01-10T00:10:00Z,Boston Celtics,Toronto Raptors,True
fd952e8cdfea032fd925806405cfaec3,2026-01-10T00:10:00Z,Washington Wizards,New Orleans Pelicans,True
9d66f595028bcd5407209c1aebd94b47,2026-01-10T00:10:00Z,Orlando Magic,Philadelphia 76ers,True
05bfb1a6d7e7db4c0e42dbbc1dc676c1,2026-01-10T00:40:00Z,Brooklyn Nets,Los Angeles Clippers,True
1840ebef9d0886493c98e78806d93860,2026-01-10T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder,True
7d75d96495d567163d01fdfe8e63cd04,2026-01-10T02:10:00Z,Denver Nuggets,Atlanta Hawks,True
f07172e17d482fc11918839f228a1b32,2026-01-10T02:10:00Z,Phoenix Suns,New York Knicks,True
c61c079ee29eb667d4e178455338ea6f,2026-01-10T03:10:00Z,Golden State Warriors,Sacramento Kings,True
8a5088f34ae01a11b3711cbdc527e1b2,2026-01-10T03:10:00Z,Portland Trail Blazers,Houston Rockets,True
a9857db3ddf26169b1e7cccd8e789eb0,2026-01-10T03:40:00Z,Los Angeles Lakers,Milwaukee Bucks,True
