date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,pra
2025-10-02,0012500008,1642359,Pacôme Dadiet,NYK,4.0,2.0,0.0,0.0,6.0
2025-10-02,0012500008,1626157,Karl-Anthony Towns,NYK,11.0,5.0,1.0,0.0,17.0
2025-10-02,0012500008,1629011,Mitchell Robinson,NYK,7.0,16.0,1.0,0.0,24.0
2025-10-02,0012500008,1628969,Mikal Bridges,NYK,10.0,1.0,0.0,2.0,11.0
2025-10-02,0012500008,1628973,Jalen Brunson,NYK,6.0,0.0,4.0,0.0,10.0
2025-10-02,0012500008,203903,Jordan Clarkson,NYK,9.0,1.0,0.0,0.0,10.0
2025-10-02,0012500008,1630540,Miles McBride,NYK,12.0,5.0,2.0,2.0,19.0
2025-10-02,0012500008,1628404,Josh Hart,NYK,2.0,3.0,1.0,0.0,6.0
2025-10-02,0012500008,1627824,Guerschon Yabusele,NYK,0.0,4.0,1.0,0.0,5.0
2025-10-02,0012500008,1642278,Tyler Kolek,NYK,6.0,0.0,1.0,0.0,7.0
2025-10-02,0012500008,1629013,Landry Shamet,NYK,2.0,0.0,2.0,0.0,4.0
2025-10-02,0012500008,1627763,Malcolm Brogdon,NYK,3.0,1.0,2.0,1.0,6.0
2025-10-02,0012500008,1629726,Garrison Mathews,NYK,9.0,1.0,2.0,3.0,12.0
2025-10-02,0012500008,1630574,Ariel Hukporti,NYK,6.0,6.0,0.0,0.0,12.0
2025-10-02,0012500008,1642885,Mohamed Diawara,NYK,0.0,3.0,0.0,0.0,3.0
2025-10-02,0012500008,1641755,Kevin McCullar Jr.,NYK,2.0,5.0,1.0,0.0,8.0
2025-10-02,0012500008,203458,Alex Len,NYK,5.0,2.0,0.0,0.0,7.0
2025-10-02,0012500008,1630346,Matt Ryan,NYK,1.0,1.0,1.0,0.0,3.0
2025-10-02,0012500008,1641998,Trey Jemison III,NYK,4.0,2.0,0.0,0.0,6.0
2025-10-02,0012500008,1626162,Kelly Oubre Jr.,PHI,8.0,4.0,3.0,1.0,15.0
2025-10-02,0012500008,1631230,Dominick Barlow,PHI,6.0,10.0,2.0,0.0,18.0
2025-10-02,0012500008,1641737,Adem Bona,PHI,4.0,2.0,1.0,0.0,7.0
2025-10-02,0012500008,1642845,Valdez Edgecombe,PHI,14.0,6.0,3.0,1.0,23.0
2025-10-02,0012500008,1630178,Tyrese Maxey,PHI,14.0,4.0,4.0,0.0,22.0
2025-10-02,0012500008,1642348,Justin Edwards,PHI,0.0,4.0,0.0,0.0,4.0
2025-10-02,0012500008,1631133,Jabari Walker,PHI,9.0,5.0,0.0,0.0,14.0
2025-10-02,0012500008,203083,Andre Drummond,PHI,2.0,3.0,0.0,0.0,5.0
2025-10-02,0012500008,201569,Eric Gordon,PHI,2.0,0.0,1.0,0.0,3.0
2025-10-02,0012500008,1641780,Johni Broome,PHI,5.0,4.0,0.0,0.0,9.0
2025-10-02,0012500008,1631113,Kennedy Chandler,PHI,10.0,1.0,2.0,1.0,13.0
2025-10-02,0012500008,1642282,Hunter Sallis,PHI,8.0,3.0,1.0,0.0,12.0
2025-10-02,0012500008,1630792,Malcolm Hill,PHI,2.0,0.0,0.0,0.0,2.0
