date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-01,2026-02-01T23:10:00Z,Toronto Raptors,Utah Jazz,-369.54168309798337,369.54168309798337,-10.5,10.5,-110,-110.0,235.5,100.78533208155262,-100.78533208155262,11,11,6,9,oddsapi_consensus
2026-02-01,2026-02-01T23:10:00Z,Washington Wizards,Sacramento Kings,123.86437733204494,-123.86437733204494,2.5,-2.5,130,-170.0,229.0,-100.0,-100.0,11,11,11,7,oddsapi_consensus
2026-02-01,2026-02-02T02:40:00Z,Denver Nuggets,Oklahoma City Thunder,240.37201680238337,-240.37201680238326,8.0,-8.0,-105,-115.0,222.5,100.08313242996091,-100.08313242996091,11,11,6,10,oddsapi_consensus
2026-02-01,2026-02-02T01:10:00Z,Phoenix Suns,Los Angeles Clippers,110.22737271517387,-110.22737271517386,1.5,-1.5,105,-135.0,213.5,-100.0,-100.0,11,11,10,5,oddsapi_consensus
2026-02-01,2026-02-01T20:40:00Z,Boston Celtics,Milwaukee Bucks,-496.71764469328224,496.7176446932819,-13.0,13.0,-120,,216.5,-100.87051142546247,100.87051142546245,11,11,6,5,oddsapi_consensus
2026-02-01,2026-02-02T00:10:00Z,San Antonio Spurs,Orlando Magic,-186.04427047458694,186.04427047458702,-5.5,5.5,-105,-115.0,223.5,-101.01606856837805,101.01606856837807,11,11,7,6,oddsapi_consensus
2026-02-01,2026-02-02T00:10:00Z,New York Knicks,Los Angeles Lakers,-169.60116398906237,169.60116398906234,-4.5,4.5,-350,245.0,229.0,100.3492839678659,-100.34928396786586,11,11,10,6,oddsapi_consensus
2026-02-01,2026-02-02T02:10:00Z,Portland Trail Blazers,Cleveland Cavaliers,141.3164656763024,-141.3164656763024,3.0,-3.0,175,-240.0,230.5,-100.38036887302052,100.38036887302054,11,11,9,9,oddsapi_consensus
2026-02-01,2026-02-01T23:10:00Z,Detroit Pistons,Brooklyn Nets,-523.596582911641,523.596582911641,-13.0,13.0,-110,-110.0,215.5,-100.47906482155669,100.47906482155668,11,11,8,10,oddsapi_consensus
2026-02-01,2026-02-01T23:10:00Z,Miami Heat,Chicago Bulls,-153.16709453100404,153.16709453100407,-4.0,4.0,-110,-110.0,235.5,-100.25661689132846,100.25661689132846,11,11,9,10,oddsapi_consensus
