date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-14,201566.0,Russell Westbrook,SAC,ast,UNDER,5.5,205,0.32786885245901637,0.52583312412425,0.6291656206212499,0.19796427166523362,0.6037910285789623,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,201935.0,James Harden,LAC,ast,UNDER,6.5,185,0.3508771929824561,0.5006846361423616,0.5034231807118078,0.14980744315990546,0.4269512130057306,bovada,Bovada,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,1628973.0,Jalen Brunson,NYK,ast,UNDER,5.5,180,0.35714285714285715,0.4822215278461131,0.4111076392305655,0.12507867070325596,0.3502202779691167,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1641731.0,Bilal Coulibaly,WAS,ast,UNDER,1.5,175,0.36363636363636365,0.4900564034389139,0.4502820171945694,0.12642003980255023,0.34765510945701317,bovada,Bovada,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,1630245.0,Ayo Dosunmu,CHI,ast,OVER,5.5,180,0.35714285714285715,0.4702250599289775,0.3511252996448875,0.11308220278612036,0.31663016780113695,draftkings,DraftKings,2026-01-15T01:11:00Z,Chicago Bulls,Utah Jazz
2026-01-14,201935.0,James Harden,LAC,ast,OVER,9.5,210,0.3225806451612903,0.42268239568436056,0.11341197842180273,0.10010175052307024,0.3103154266215178,bovada,Bovada,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,201587.0,Nicolas Batum,LAC,ast,UNDER,0.5,165,0.37735849056603776,0.47739946994301524,0.38699734971507627,0.10004097937697748,0.26510859534899045,betmgm,BetMGM,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,202695.0,Kawhi Leonard,LAC,ast,OVER,4.5,170,0.37037037037037035,0.4624866384125247,0.31243319206262354,0.09211626804215434,0.24871392371381662,bovada,Bovada,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,203903.0,Jordan Clarkson,NYK,ast,OVER,1.5,140,0.4166666666666667,0.516011449980609,0.5800572499030452,0.09934478331394231,0.23842747995346159,betmgm,BetMGM,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1626157.0,Karl-Anthony Towns,NYK,ast,OVER,3.5,150,0.4,0.4899658094756298,0.449829047378149,0.08996580947562977,0.2249145236890745,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1628384.0,OG Anunoby,NYK,ast,UNDER,1.5,145,0.40816326530612246,0.4962146561851158,0.4810732809255789,0.08805139087899333,0.2157259076535336,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1627739.0,Kris Dunn,LAC,ast,OVER,4.5,165,0.37735849056603776,0.4580680633194573,0.29034031659728665,0.08070957275341956,0.21388036779656194,bovada,Bovada,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,1628384.0,OG Anunoby,NYK,ast,OVER,2.5,150,0.4,0.47244333708773206,0.36221668543866026,0.07244333708773204,0.18110834271933018,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1628969.0,Mikal Bridges,NYK,ast,OVER,4.5,135,0.425531914893617,0.5005387277715085,0.5026936388575425,0.07500681287789152,0.17626601026304511,betmgm,BetMGM,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,1628963.0,Marvin Bagley III,WAS,ast,UNDER,0.5,155,0.39215686274509803,0.46058681410989927,0.3029340705494964,0.06842995136480123,0.17449637598024315,betmgm,BetMGM,2026-01-15T03:40:00Z,Los Angeles Clippers,Washington Wizards
2026-01-14,201942.0,DeMar DeRozan,SAC,ast,UNDER,3.5,145,0.40816326530612246,0.478118325283719,0.39059162641859513,0.06995505997759655,0.17138989694511153,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
2026-01-14,203932.0,Aaron Gordon,DEN,ast,UNDER,2.5,138,0.42016806722689076,0.48866597556558805,0.4433298778279402,0.06849790833869729,0.16302502184609946,fanduel,FanDuel,2026-01-15T02:43:00Z,Dallas Mavericks,Denver Nuggets
2026-01-14,201566.0,Russell Westbrook,SAC,ast,UNDER,6.5,110,0.47619047619047616,0.5534392352935595,0.7671961764677977,0.07724875910308338,0.1622223941164751,bovada,Bovada,2026-01-15T03:10:00Z,Sacramento Kings,New York Knicks
