event_id,commence_time,home_team,away_team,discovered_markets,fetched_any
d379236fc25b400809e8ba44f3b7bcb5,2025-10-25T23:00:00Z,Orlando Magic,Chicago Bulls,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
16b697ea8401211dcb40a35f12b52b21,2025-10-25T23:30:00Z,Atlanta Hawks,Oklahoma City Thunder,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
8b2cda93b74c6d4fcff41df81381eaa7,2025-10-25T23:40:00Z,Philadelphia 76ers,Charlotte Hornets,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
2ef029bf85c7722eb25b2f40e9bfffba,2025-10-26T00:10:00Z,Memphis Grizzlies,Indiana Pacers,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
4363c18037d5a036ba50719163a6fd75,2025-10-26T02:00:00Z,Denver Nuggets,Phoenix Suns,player_assists;player_blocks;player_double_double;player_points;player_points_assists;player_points_rebounds;player_points_rebounds_assists;player_rebounds;player_rebounds_assists;player_steals;player_threes;player_triple_double,True
