date,home_tri,away_tri,home_pts,visitor_pts
2026-01-30,WAS,LAL,111,142
2026-01-30,ORL,TOR,130,120
2026-01-30,BOS,SAC,112,93
2026-01-30,NYK,POR,127,97
2026-01-30,NOP,MEM,114,106
2026-01-30,PHX,CLE,126,113
2026-01-30,DEN,LAC,122,109
2026-01-30,UTA,BKN,99,109
2026-01-30,GSW,DET,124,131
