date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,scenario,close,14,2.3,8.5,12.400000000000002,1.3,3.5,4.700000000000001,0.0,1.0,2.0,0.0,0.5,1.0,5.3,13.0,17.700000000000003
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,scenario,medium,14,1.2000000000000002,7.5,13.800000000000004,1.0,2.5,5.0,0.0,1.0,2.0,0.0,1.0,2.0,5.9,12.5,16.800000000000004
2026-05-08,,NYL,CON,home,NYL,50,2998928,Breanna Stewart,scenario,blowout,22,7.0,9.5,11.900000000000002,2.0,3.0,5.900000000000002,0.0,1.0,2.0,0.0,1.0,2.0,9.1,13.0,19.700000000000006
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,scenario,close,14,3.3,7.5,13.700000000000001,1.0,2.0,4.0,0.0,1.5,2.700000000000001,0.0,1.0,2.0,6.3,10.5,17.700000000000003
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,scenario,medium,14,2.0,5.0,11.0,0.30000000000000004,2.0,3.0,0.30000000000000004,2.0,3.700000000000001,0.0,0.0,1.700000000000001,5.3,10.0,15.0
2026-05-08,,NYL,CON,home,NYL,50,4066533,Sabrina Ionescu,scenario,blowout,22,3.1,7.5,13.800000000000004,1.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,5.1,11.5,18.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,scenario,close,14,2.3,6.0,11.0,1.3,4.0,6.400000000000002,0.0,1.0,3.0,0.0,1.0,1.0,6.0,11.5,17.700000000000003
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,scenario,medium,14,3.3,4.5,10.700000000000001,2.0,3.5,7.100000000000003,1.0,2.0,3.0,0.0,0.5,1.0,7.3,12.0,16.0
2026-05-08,,NYL,CON,home,NYL,50,2999101,Jonquel Jones,scenario,blowout,22,2.0,6.5,12.800000000000004,1.0,3.0,5.0,0.10000000000000009,1.0,2.0,0.0,0.0,1.9000000000000021,6.300000000000001,11.5,16.900000000000002
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,scenario,close,14,2.0,6.0,11.0,0.0,0.5,2.700000000000001,0.0,1.0,1.0,0.0,0.0,1.700000000000001,3.0,7.0,12.700000000000001
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,scenario,medium,14,2.3,4.5,9.100000000000003,1.0,1.0,2.0,0.0,1.0,2.700000000000001,0.0,0.0,1.700000000000001,5.0,7.0,11.400000000000002
2026-05-08,,NYL,CON,home,NYL,50,4703579,Derin Erdogan,scenario,blowout,22,2.0,6.5,13.900000000000002,0.0,1.0,2.0,0.0,0.5,2.0,0.0,0.5,2.0,3.0,9.0,14.800000000000004
2026-05-08,,NYL,CON,home,NYL,50,4281930,Anneli Maley,scenario,close,14,2.0,6.0,11.700000000000001,0.30000000000000004,2.0,3.700000000000001,0.0,1.0,2.0,0.0,0.0,1.0,4.0,9.0,16.400000000000002
