player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': 110.0, 'edge': 0.0751379842298934, 'ev': 0.1577897668827763, 'ev_pct': 15.778976688277629, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -105.0, 'edge': 0.0466991001564813, 'ev': 0.0911744336388445, 'ev_pct': 9.117443363884451, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -114.0, 'edge': 0.0261839417338691, 'ev': 0.0491523116758595, 'ev_pct': 4.91523116758595, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': -115.0, 'edge': 0.0240105011774683, 'ev': 0.0448891978535277, 'ev_pct': 4.48891978535277, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': 115.0, 'edge': 0.0863138225236403, 'ev': 0.1855747184258266, 'ev_pct': 18.55747184258266, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -105.0, 'edge': 0.0466381311371731, 'ev': 0.0910553988868619, 'ev_pct': 9.10553988868619, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 27.5, 'price': -105.0, 'edge': 0.0466381311371731, 'ev': 0.0910553988868619, 'ev_pct': 9.10553988868619, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': -104.0, 'edge': 0.0416261800247803, 'ev': 0.0816513531255306, 'ev_pct': 8.16513531255306, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.1104255566138271, 'ev': 0.2705426137038764, 'ev_pct': 27.05426137038764, 'book': 'bovada'}]",[]
Ajay Mitchell,OKC,"[{'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': 100.0, 'edge': 0.0388475581951298, 'ev': 0.0776951163902597, 'ev_pct': 7.7695116390259695, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 15.5, 'price': -106.0, 'edge': 0.0328542442239837, 'ev': 0.0638488142466099, 'ev_pct': 6.38488142466099, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': -106.0, 'edge': 0.0508039566630291, 'ev': 0.0987322176658869, 'ev_pct': 9.87322176658869, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 16.5, 'price': -110.0, 'edge': 0.0348511079501215, 'ev': 0.066533933359323, 'ev_pct': 6.6533933359323, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 115.0, 'edge': 0.0545481051897616, 'ev': 0.1172784261579875, 'ev_pct': 11.72784261579875, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 150.0, 'edge': 0.09315172818306, 'ev': 0.2328793204576501, 'ev_pct': 23.28793204576501, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 145.0, 'edge': 0.0849884628769376, 'ev': 0.2082217340484972, 'ev_pct': 20.82217340484972, 'book': 'draftkings'}]",[]
Alex Caruso,OKC,"[{'market': 'pr', 'side': 'OVER', 'line': 8.5, 'price': -105.0, 'edge': 0.0359459474792792, 'ev': 0.0701801831738309, 'ev_pct': 7.01801831738309, 'book': 'bovada'}]",[]
Alex Sarr,WAS,"[{'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 120.0, 'edge': 0.0271543924965343, 'ev': 0.0597396634923755, 'ev_pct': 5.97396634923755, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 23.5, 'price': 115.0, 'edge': 0.0312097341427899, 'ev': 0.0671009284069984, 'ev_pct': 6.71009284069984, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 115.0, 'edge': 0.0581312946787347, 'ev': 0.1249822835592796, 'ev_pct': 12.49822835592796, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 108.0, 'edge': 0.0424783429792713, 'ev': 0.0883549533968846, 'ev_pct': 8.83549533968846, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 145.0, 'edge': 0.1065368772433027, 'ev': 0.2610153492460917, 'ev_pct': 26.101534924609172, 'book': 'bovada'}]",[]
Anthony Edwards,MIN,"[{'market': 'pa', 'side': 'UNDER', 'line': 29.5, 'price': 110.0, 'edge': 0.0893814397512081, 'ev': 0.1877010234775371, 'ev_pct': 18.77010234775371, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -108.0, 'edge': 0.0524076395391203, 'ev': 0.1009332317049724, 'ev_pct': 10.09332317049724, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -108.0, 'edge': 0.0524076395391203, 'ev': 0.1009332317049724, 'ev_pct': 10.09332317049724, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -110.0, 'edge': 0.0478288849603657, 'ev': 0.0913096894697892, 'ev_pct': 9.13096894697892, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 30.5, 'price': -110.0, 'edge': 0.0478288849603657, 'ev': 0.0913096894697892, 'ev_pct': 9.13096894697892, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 30.5, 'price': 120.0, 'edge': 0.117488574359486, 'ev': 0.2584748635908692, 'ev_pct': 25.84748635908692, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 31.5, 'price': 100.0, 'edge': 0.0771750747760032, 'ev': 0.1543501495520065, 'ev_pct': 15.435014955200648, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -118.0, 'edge': 0.0403201694888721, 'ev': 0.0744898046489332, 'ev_pct': 7.448980464893321, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -120.0, 'edge': 0.0361500277040515, 'ev': 0.066275050790761, 'ev_pct': 6.6275050790761, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.062025956624598, 'ev': 0.130254508911656, 'ev_pct': 13.0254508911656, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.062025956624598, 'ev': 0.130254508911656, 'ev_pct': 13.0254508911656, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 100.0, 'edge': 0.0382164328150742, 'ev': 0.0764328656301485, 'ev_pct': 7.6432865630148505, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 130.0, 'edge': 0.0999984020761904, 'ev': 0.229996324775238, 'ev_pct': 22.9996324775238, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 4.5, 'price': 126.0, 'edge': 0.0923031346656478, 'ev': 0.2086050843443643, 'ev_pct': 20.860508434436433, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0765248913114887, 'ev': 0.176007250016424, 'ev_pct': 17.6007250016424, 'book': 'bovada'}]",[]
Bam Adebayo,MIA,"[{'market': 'pa', 'side': 'UNDER', 'line': 18.5, 'price': 135.0, 'edge': 0.0515613998232278, 'ev': 0.1211692895845854, 'ev_pct': 12.116928958458539, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 26.5, 'price': 110.0, 'edge': 0.0324493061918212, 'ev': 0.0681435430028246, 'ev_pct': 6.81435430028246, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 140.0, 'edge': 0.1379807931773547, 'ev': 0.3311539036256513, 'ev_pct': 33.11539036256513, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -105.0, 'edge': 0.056345248805386, 'ev': 0.1100073905248013, 'ev_pct': 11.00073905248013, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 125.0, 'edge': 0.1112798139452192, 'ev': 0.2503795813767432, 'ev_pct': 25.03795813767432, 'book': 'bovada'}]",[]
Brandin Podziemski,GSW,"[{'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -102.0, 'edge': 0.0230618764351826, 'ev': 0.0456715592147735, 'ev_pct': 4.56715592147735, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 11.5, 'price': 145.0, 'edge': 0.0417892854329346, 'ev': 0.1023837493106899, 'ev_pct': 10.23837493106899, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 150.0, 'edge': 0.0879929217588816, 'ev': 0.2199823043972041, 'ev_pct': 21.99823043972041, 'book': 'bovada'}]",[]
Bruce Brown,DEN,"[{'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 150.0, 'edge': 0.0849860946249569, 'ev': 0.2124652365623923, 'ev_pct': 21.24652365623923, 'book': 'betmgm'}]",[]
Cade Cunningham,DET,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': 120.0, 'edge': 0.0591633115704841, 'ev': 0.1301592854550649, 'ev_pct': 13.015928545506489, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': 105.0, 'edge': 0.0406067312074286, 'ev': 0.0832437989752287, 'ev_pct': 8.324379897522869, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 31.5, 'price': 110.0, 'edge': 0.0455912051389749, 'ev': 0.0957415307918474, 'ev_pct': 9.57415307918474, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 135.0, 'edge': 0.0890806977524396, 'ev': 0.2093396397182331, 'ev_pct': 20.93396397182331, 'book': 'bovada'}]",[]
Cason Wallace,OKC,"[{'market': 'ast', 'side': 'OVER', 'line': 1.5, 'price': 140.0, 'edge': 0.0799040573314423, 'ev': 0.1917697375954615, 'ev_pct': 19.17697375954615, 'book': 'betmgm'}]",[]
