date,home_tri,away_tri,home_pts,visitor_pts
2026-02-25,DET,OKC,124,116
2026-02-25,TOR,SAS,107,110
2026-02-25,MEM,GSW,112,133
2026-02-25,HOU,SAC,128,97
2026-02-25,MIL,CLE,118,116
2026-02-25,DEN,BOS,103,84
