player,team,plays,ladders
Ace Bailey,UTA,"[{'market': 'pa', 'side': 'UNDER', 'line': 15.5, 'price': -105.0, 'edge': 0.1744975193752331, 'ev': 0.3406856330659313, 'ev_pct': 34.06856330659313, 'book': 'betmgm'}]",[]
Andrew Nembhard,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 112.0, 'edge': 0.3484147090934925, 'ev': 0.7386391832782042, 'ev_pct': 73.86391832782041, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.3439223461105635, 'ev': 0.7222369268321833, 'ev_pct': 72.22369268321833, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 108.0, 'edge': 0.3393435915318089, 'ev': 0.7058346703861625, 'ev_pct': 70.58346703861625, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 107.0, 'edge': 0.3370210348614261, 'ev': 0.6976335421631521, 'ev_pct': 69.76335421631521, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.3346759290971561, 'ev': 0.6894324139401418, 'ev_pct': 68.94324139401418, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 104.0, 'edge': 0.3299167438696671, 'ev': 0.673030157494121, 'ev_pct': 67.3030157494121, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.3201128223010396, 'ev': 0.6402256446020793, 'ev_pct': 64.02256446020793, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': 115.0, 'edge': 0.1951382399438629, 'ev': 0.4195472158793053, 'ev_pct': 41.954721587930536, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -110.0, 'edge': 0.1814709049059677, 'ev': 0.3464444548204839, 'ev_pct': 34.64444548204839, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -135.0, 'edge': 0.1728711276367452, 'ev': 0.3009238147750751, 'ev_pct': 30.092381477507512, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -114.0, 'edge': 0.1725701483416598, 'ev': 0.3239474714483789, 'ev_pct': 32.394747144837886, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -116.0, 'edge': 0.1682433916784544, 'ev': 0.3132807982978118, 'ev_pct': 31.32807982978118, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.1334636353825025, 'ev': 0.266927270765005, 'ev_pct': 26.6927270765005, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.1334636353825025, 'ev': 0.266927270765005, 'ev_pct': 26.6927270765005, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -102.0, 'edge': 0.1285131403329975, 'ev': 0.2545064151692696, 'ev_pct': 25.450641516926957, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -150.0, 'edge': 0.1247846122344703, 'ev': 0.2079743537241172, 'ev_pct': 20.79743537241172, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -140.0, 'edge': 0.2102957614300066, 'ev': 0.3605070195942971, 'ev_pct': 36.05070195942971, 'book': 'fanatics'}]",[]
Anthony Black,ORL,"[{'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': 120.0, 'edge': 0.2406181856091889, 'ev': 0.5293600083402157, 'ev_pct': 52.93600083402157, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -105.0, 'edge': 0.2257528097809082, 'ev': 0.4407554857627257, 'ev_pct': 44.075548576272574, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': -105.0, 'edge': 0.2257528097809082, 'ev': 0.4407554857627257, 'ev_pct': 44.075548576272574, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -125.0, 'edge': 0.2218686381870076, 'ev': 0.3993635487366138, 'ev_pct': 39.93635487366138, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -128.0, 'edge': 0.2160206849706334, 'ev': 0.3847868451039407, 'ev_pct': 38.47868451039407, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -130.0, 'edge': 0.2122068024382154, 'ev': 0.3754428043137657, 'ev_pct': 37.54428043137657, 'book': 'fanduel'}]",[]
Anthony Davis,DAL,"[{'market': 'pa', 'side': 'UNDER', 'line': 23.5, 'price': 120.0, 'edge': 0.2407165806067879, 'ev': 0.5295764773349335, 'ev_pct': 52.95764773349335, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -105.0, 'edge': 0.2258443147555409, 'ev': 0.4409341383322465, 'ev_pct': 44.093413833224645, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -105.0, 'edge': 0.2258443147555409, 'ev': 0.4409341383322465, 'ev_pct': 44.093413833224645, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -125.0, 'edge': 0.2219523848823638, 'ev': 0.3995142927882549, 'ev_pct': 39.951429278825486, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 25.5, 'price': -125.0, 'edge': 0.2219523848823638, 'ev': 0.3995142927882549, 'ev_pct': 39.951429278825486, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 24.5, 'price': -115.0, 'edge': 0.2031557157765279, 'ev': 0.3798128599300303, 'ev_pct': 37.98128599300303, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 31.5, 'price': 120.0, 'edge': 0.3225382030509235, 'ev': 0.7095840467120318, 'ev_pct': 70.95840467120318, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 100.0, 'edge': 0.3122391435931655, 'ev': 0.624478287186331, 'ev_pct': 62.447828718633104, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -120.0, 'edge': 0.2982917520999086, 'ev': 0.5468682121831658, 'ev_pct': 54.68682121831658, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -112.0, 'edge': 0.2839372568007127, 'ev': 0.537452664658492, 'ev_pct': 53.7452664658492, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -112.0, 'edge': 0.2839372568007127, 'ev': 0.537452664658492, 'ev_pct': 53.7452664658492, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': -115.0, 'edge': 0.277355422662933, 'ev': 0.5185340510654833, 'ev_pct': 51.85340510654834, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 36.5, 'price': -122.0, 'edge': 0.2280378382017229, 'ev': 0.4149540990228074, 'ev_pct': 41.49540990228074, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 36.5, 'price': -124.0, 'edge': 0.2240159591798439, 'ev': 0.4046739907764923, 'ev_pct': 40.46739907764923, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 35.5, 'price': -110.0, 'edge': 0.21929924960481, 'ev': 0.418662203791001, 'ev_pct': 41.8662203791001, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 36.5, 'price': -128.0, 'edge': 0.2161838789793427, 'ev': 0.3850775344319542, 'ev_pct': 38.50775344319542, 'book': 'betonlineag'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 115.0, 'edge': 0.219764462875993, 'ev': 0.4724935951833848, 'ev_pct': 47.24935951833848, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -125.0, 'edge': 0.2140246110238641, 'ev': 0.3852442998429556, 'ev_pct': 38.52442998429556, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -127.0, 'edge': 0.2101088009406532, 'ev': 0.3755488016813251, 'ev_pct': 37.55488016813251, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -130.0, 'edge': 0.2043627752750719, 'ev': 0.3615649101020504, 'ev_pct': 36.15649101020504, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': 102.0, 'edge': 0.1898312369952653, 'ev': 0.383459098730436, 'ev_pct': 38.345909873043595, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -101.0, 'edge': 0.2176674901743833, 'ev': 0.4331798566836738, 'ev_pct': 43.317985668367385, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -106.0, 'edge': 0.2055919455673216, 'ev': 0.3995466111968703, 'ev_pct': 39.95466111968703, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -106.0, 'edge': 0.2055919455673216, 'ev': 0.3995466111968703, 'ev_pct': 39.95466111968703, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -109.0, 'edge': 0.1986239518849692, 'ev': 0.3808477609537484, 'ev_pct': 38.08477609537484, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -110.0, 'edge': 0.1963455285539143, 'ev': 0.3748414636029273, 'ev_pct': 37.48414636029273, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 10.5, 'price': -115.0, 'edge': 0.1852713314332056, 'ev': 0.3463768370272974, 'ev_pct': 34.63768370272974, 'book': 'betrivers'}]",[]
Brandon Ingram,TOR,"[{'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -108.0, 'edge': 0.176723967608499, 'ev': 0.340357270949702, 'ev_pct': 34.0357270949702, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 26.5, 'price': 110.0, 'edge': 0.1741759387929973, 'ev': 0.3657694714652943, 'ev_pct': 36.576947146529434, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -130.0, 'edge': 0.1734661491948196, 'ev': 0.3069016485754501, 'ev_pct': 30.69016485754501, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -130.0, 'edge': 0.1734661491948196, 'ev': 0.3069016485754501, 'ev_pct': 30.69016485754501, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -110.0, 'edge': 0.1721452130297445, 'ev': 0.3286408612386031, 'ev_pct': 32.86408612386031, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -112.0, 'edge': 0.1676528500468155, 'ev': 0.3173428947314722, 'ev_pct': 31.73428947314722, 'book': 'draftkings'}]",[]
Brandon Williams,DAL,"[{'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 102.0, 'edge': 0.1488393363817051, 'ev': 0.3006554594910443, 'ev_pct': 30.06554594910443, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 150.0, 'edge': 0.1449051778447058, 'ev': 0.3622629446117645, 'ev_pct': 36.22629446117645, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': -105.0, 'edge': 0.1316937193809806, 'ev': 0.2571163092676288, 'ev_pct': 25.71163092676288, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': -106.0, 'edge': 0.1293257345360836, 'ev': 0.2513311444757852, 'ev_pct': 25.13311444757852, 'book': 'draftkings'}]",[]
Bruce Brown,DEN,"[{'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -108.0, 'edge': 0.2631960598949487, 'ev': 0.5068961153532348, 'ev_pct': 50.68961153532348, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -110.0, 'edge': 0.2586173053161942, 'ev': 0.4937239465127344, 'ev_pct': 49.37239465127344, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -110.0, 'edge': 0.2586173053161942, 'ev': 0.4937239465127344, 'ev_pct': 49.37239465127344, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -110.0, 'edge': 0.2586173053161942, 'ev': 0.4937239465127344, 'ev_pct': 49.37239465127344, 'book': 'betmgm'}]",[]
Buddy Hield,GSW,"[{'market': 'pra', 'side': 'OVER', 'line': 10.5, 'price': -102.0, 'edge': 0.230157002368323, 'ev': 0.4558011223372672, 'ev_pct': 45.58011223372672, 'book': 'betonlineag'}, {'market': 'pts', 'side': 'OVER', 'line': 7.5, 'price': 150.0, 'edge': 0.2561641368319831, 'ev': 0.640410342079958, 'ev_pct': 64.04103420799579, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 108.0, 'edge': 0.218885789070254, 'ev': 0.4552824412661286, 'ev_pct': 45.52824412661286, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 108.0, 'edge': 0.218885789070254, 'ev': 0.4552824412661286, 'ev_pct': 45.52824412661286, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -101.0, 'edge': 0.1971674576504301, 'ev': 0.3923827622548164, 'ev_pct': 39.23827622548164, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -104.0, 'edge': 0.1898510982708574, 'ev': 0.3724002312236049, 'ev_pct': 37.24002312236049, 'book': 'betrivers'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -105.0, 'edge': 0.1874598978882653, 'ev': 0.3659931339723276, 'ev_pct': 36.599313397232756, 'book': 'betmgm'}]",[]
C.J. McCollum,WAS,"[{'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 120.0, 'edge': 0.2665756646279152, 'ev': 0.5864664621814134, 'ev_pct': 58.64664621814134, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 118.0, 'edge': 0.2624055228430945, 'ev': 0.5720440397979459, 'ev_pct': 57.20440397979459, 'book': 'fanduel'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 112.0, 'edge': 0.2494230059658225, 'ev': 0.528776772647544, 'ev_pct': 52.877677264754396, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 112.0, 'edge': 0.2494230059658225, 'ev': 0.528776772647544, 'ev_pct': 52.877677264754396, 'book': 'betrivers'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 110.0, 'edge': 0.2449306429828935, 'ev': 0.5143543502640765, 'ev_pct': 51.43543502640765, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 110.0, 'edge': 0.2449306429828935, 'ev': 0.5143543502640765, 'ev_pct': 51.43543502640765, 'book': 'bovada'}, {'market': 'threes', 'side': 'UNDER', 'line': 2.5, 'price': 104.0, 'edge': 0.2309250407419972, 'ev': 0.4710870831136743, 'ev_pct': 47.10870831136743, 'book': 'draftkings'}]",[]
Cam Spencer,MEM,"[{'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 120.0, 'edge': 0.1606266325991448, 'ev': 0.3533785917181186, 'ev_pct': 35.33785917181186, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 120.0, 'edge': 0.1606266325991448, 'ev': 0.3533785917181186, 'ev_pct': 35.33785917181186, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.1500558080748319, 'ev': 0.3226199873608886, 'ev_pct': 32.261998736088856, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.1500558080748319, 'ev': 0.3226199873608886, 'ev_pct': 32.261998736088856, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 115.0, 'edge': 0.1500558080748319, 'ev': 0.3226199873608886, 'ev_pct': 32.261998736088856, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 114.0, 'edge': 0.1478823675184311, 'ev': 0.3164682664894426, 'ev_pct': 31.64682664894426, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 113.0, 'edge': 0.145688519069482, 'ev': 0.3103165456179966, 'ev_pct': 31.03165456179966, 'book': 'williamhill_us'}, {'market': 'pr', 'side': 'OVER', 'line': 18.5, 'price': 110.0, 'edge': 0.2164830685165545, 'ev': 0.4546144438847644, 'ev_pct': 45.461444388476444, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -135.0, 'edge': 0.2675456177878368, 'ev': 0.4657275568899381, 'ev_pct': 46.57275568899381, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -139.0, 'edge': 0.260423744735224, 'ev': 0.4477789567749535, 'ev_pct': 44.77789567749535, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -140.0, 'edge': 0.2586803695608864, 'ev': 0.4434520621043769, 'ev_pct': 44.34520621043769, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -143.0, 'edge': 0.2535363366390758, 'ev': 0.4308344741489189, 'ev_pct': 43.08344741489189, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -143.0, 'edge': 0.2535363366390758, 'ev': 0.4308344741489189, 'ev_pct': 43.08344741489189, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -144.0, 'edge': 0.2518497684679903, 'ev': 0.4267454410152058, 'ev_pct': 42.67454410152058, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': -145.0, 'edge': 0.2501769682003423, 'ev': 0.4227128083385094, 'ev_pct': 42.27128083385094, 'book': 'betmgm'}]",[]
