date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-04-27,Orlando Magic,Detroit Pistons,110.5,55.5,54.5,1.5,-110,-110,1.0,-115,-105,0.5,-105,-115
2026-04-27,Phoenix Suns,Oklahoma City Thunder,104.5,52.5,52.0,6.0,-110,-110,3.0,-110,-110,3.0,-110,-110
2026-04-27,Denver Nuggets,Minnesota Timberwolves,108.0,54.0,53.5,-6.5,-110,-110,-4.0,-105,-115,-3.5,-105,-115
