date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-04-09,0022501165,1627742,Brandon Ingram,TOR,38.0,7.0,7.0,2.0,1.0,0.0,1.0,52.0
2026-04-09,0022501165,1630567,Scottie Barnes,TOR,13.0,4.0,2.0,2.0,0.0,0.0,0.0,19.0
2026-04-09,0022501165,1627751,Jakob Poeltl,TOR,6.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0
2026-04-09,0022501165,1629628,RJ Barrett,TOR,22.0,6.0,3.0,1.0,2.0,0.0,0.0,31.0
2026-04-09,0022501165,1630193,Immanuel Quickley,TOR,11.0,3.0,4.0,3.0,1.0,0.0,0.0,18.0
2026-04-09,0022501165,1642266,Ja'Kobe Walter,TOR,7.0,3.0,2.0,2.0,1.0,0.0,0.0,12.0
2026-04-09,0022501165,1642347,Jamal Shead,TOR,8.0,1.0,3.0,2.0,0.0,0.0,0.0,12.0
2026-04-09,0022501165,1630572,Sandro Mamukelashvili,TOR,5.0,4.0,1.0,1.0,2.0,0.0,0.0,10.0
2026-04-09,0022501165,1642867,Collin Murray-Boyles,TOR,17.0,8.0,1.0,0.0,2.0,1.0,1.0,26.0
2026-04-09,0022501165,1630639,A.J. Lawson,TOR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-04-09,0022501165,1642367,Jonathan Mogbo,TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2026-04-09,0022501165,1642419,Jamison Battle,TOR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
2026-04-09,0022501165,203952,Andrew Wiggins,MIA,5.0,1.0,2.0,1.0,0.0,1.0,1.0,8.0
2026-04-09,0022501165,1641796,Pelle Larsson,MIA,10.0,4.0,2.0,2.0,0.0,0.0,1.0,16.0
2026-04-09,0022501165,1628389,Bam Adebayo,MIA,24.0,11.0,8.0,2.0,1.0,1.0,1.0,43.0
2026-04-09,0022501165,1629639,Tyler Herro,MIA,15.0,4.0,4.0,3.0,0.0,0.0,1.0,23.0
