date,game_id,home,away,side,team,n_sims,player_id,player_name,split_type,split,n,pts_p10,pts_p50,pts_p90,reb_p10,reb_p50,reb_p90,ast_p10,ast_p50,ast_p90,threes_p10,threes_p50,threes_p90,pra_p10,pra_p50,pra_p90
2026-05-12,,DAL,ATL,home,DAL,150,4433730,Paige Bueckers,scenario,close,12,14.1,21.0,27.0,3.0,4.5,7.9,2.1,4.5,8.700000000000001,0.10000000000000009,2.0,4.800000000000001,22.0,32.5,36.8
2026-05-12,,DAL,ATL,home,DAL,150,4433730,Paige Bueckers,scenario,medium,28,14.0,18.0,23.3,3.0,5.0,8.0,2.0,5.0,8.0,0.7000000000000002,2.0,3.0,20.7,29.0,35.0
2026-05-12,,DAL,ATL,home,DAL,150,4433730,Paige Bueckers,scenario,blowout,110,11.0,19.0,28.10000000000001,2.0,5.0,8.0,3.0,5.0,7.1000000000000085,0.0,2.0,4.0,21.0,29.0,39.0
2026-05-12,,DAL,ATL,home,DAL,150,4399415,Maddy Siegrist,scenario,close,12,12.0,17.5,23.9,2.2,5.0,8.0,0.0,1.0,2.9000000000000004,0.10000000000000009,1.5,2.0,18.2,25.5,27.9
2026-05-12,,DAL,ATL,home,DAL,150,4399415,Maddy Siegrist,scenario,medium,28,9.4,16.5,23.6,3.0,6.0,9.3,0.0,2.0,3.0,0.0,1.0,2.3000000000000007,16.0,24.0,30.6
2026-05-12,,DAL,ATL,home,DAL,150,4399415,Maddy Siegrist,scenario,blowout,110,10.9,17.0,23.10000000000001,3.9000000000000004,7.0,11.0,0.0,1.0,3.0,0.0,1.0,3.0,17.9,26.0,33.0
2026-05-12,,DAL,ATL,home,DAL,150,2529047,Odyssey Sims,scenario,close,12,6.0,11.5,15.700000000000001,2.1,4.0,5.0,2.0,3.5,8.0,0.0,1.0,2.0,16.0,19.0,23.0
2026-05-12,,DAL,ATL,home,DAL,150,2529047,Odyssey Sims,scenario,medium,28,5.7,10.5,15.0,0.7000000000000002,4.0,6.300000000000001,2.0,4.0,6.0,0.0,0.0,1.0,12.0,19.0,24.3
2026-05-12,,DAL,ATL,home,DAL,150,2529047,Odyssey Sims,scenario,blowout,110,7.0,13.0,18.0,1.9000000000000004,3.0,6.0,1.0,3.0,6.0,0.0,1.0,2.0,13.0,19.0,28.0
2026-05-12,,DAL,ATL,home,DAL,150,3913881,Alanna Smith,scenario,close,12,2.2,9.0,11.9,4.0,6.0,8.0,0.10000000000000009,2.0,3.0,0.0,1.0,1.9000000000000004,9.2,17.0,21.8
