date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-01-07,0022500523,San Antonio Spurs,Los Angeles Lakers,2026-01-08T02:40:00Z,0.5251219418961056,2.158353348831728,0.8844848222810655,LAL: Luka Dončić (12.4%); LAL: Austin Reaves (11.7%); LAL: LeBron James (10.6%); LAL: Rui Hachimura (10.2%); SAS: De'Aaron Fox (10.1%)
2026-01-07,0022500520,Boston Celtics,Denver Nuggets,2026-01-08T00:10:00Z,0.4355044354216694,2.268892642072877,0.8965733529890835,DEN: Jamal Murray (12.6%); DEN: Nikola Jokić (12.1%); BOS: Jaylen Brown (11.7%); BOS: Derrick White (11.7%); BOS: Payton Pritchard (11.1%)
2026-01-07,0022500519,Atlanta Hawks,New Orleans Pelicans,2026-01-08T00:40:00Z,0.4801535463887879,2.1421961329940413,0.8826032591438133,NOP: Trey Murphy III (12.3%); ATL: Jalen Johnson (12.3%); ATL: Dyson Daniels (11.7%); ATL: Nickeil Alexander-Walker (10.9%); ATL: Onyeka Okongwu (10.2%)
2026-01-07,0022500524,Memphis Grizzlies,Phoenix Suns,2026-01-08T01:10:00Z,0.4951432664062964,2.253426821833274,0.8949613416511416,PHX: Devin Booker (12.8%); PHX: Dillon Brooks (10.9%); PHX: Grayson Allen (10.6%); MEM: Jaren Jackson Jr. (10.5%); PHX: Royce O'Neale (10.0%)
2026-01-07,0022500525,Oklahoma City Thunder,Utah Jazz,2026-01-08T01:10:00Z,0.4503076987275678,2.2339467168614977,0.8928951177708946,UTA: Lauri Markkanen (13.5%); UTA: Keyonte George (12.7%); OKC: Shai Gilgeous-Alexander (11.9%); UTA: Walker Kessler (10.7%); OKC: Jalen Williams (9.8%)
2026-01-07,0022500522,New York Knicks,Los Angeles Clippers,2026-01-08T00:40:00Z,0.6176561704520117,2.235514285652352,0.893062880517449,LAC: James Harden (11.7%); NYK: Jalen Brunson (11.7%); NYK: Mikal Bridges (11.5%); LAC: Kawhi Leonard (11.1%); NYK: OG Anunoby (10.2%)
2026-01-07,0022500517,Detroit Pistons,Chicago Bulls,2026-01-08T00:10:00Z,0.4951432664062964,2.1452562223223124,0.8829619545577706,DET: Cade Cunningham (13.9%); CHI: Josh Giddey (12.0%); CHI: Nikola Vučević (10.7%); DET: Duncan Robinson (10.0%); DET: Jalen Duren (9.5%)
2026-01-07,0022500527,Portland Trail Blazers,Houston Rockets,2026-01-08T03:10:00Z,0.5101417224780795,2.169252421347732,0.8857369944268003,HOU: Amen Thompson (11.9%); HOU: Kevin Durant (11.7%); POR: Deni Avdija (11.1%); HOU: Jabari Smith Jr. (10.7%); HOU: Alperen Sengun (10.7%)
2026-01-07,0022500521,Brooklyn Nets,Orlando Magic,2026-01-08T00:40:00Z,0.4801535463887879,2.184667396216616,0.8874848496038206,ORL: Desmond Bane (11.8%); ORL: Franz Wagner (11.6%); ORL: Paolo Banchero (11.5%); BKN: Michael Porter Jr. (11.4%); BKN: Nic Claxton (9.9%)
2026-01-07,0022500518,Philadelphia 76ers,Washington Wizards,2026-01-08T00:10:00Z,0.4651994723652857,2.1959486921393507,0.8887470333905931,PHI: Tyrese Maxey (14.6%); PHI: VJ Edgecombe (12.1%); PHI: Kelly Oubre Jr. (11.6%); PHI: Quentin Grimes (10.4%); WAS: Kyshawn George (9.9%)
2026-01-07,0022500516,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,0.4651994723652857,2.2124974058020994,0.8905729767017652,TOR: Brandon Ingram (11.9%); TOR: Scottie Barnes (11.9%); CHA: Miles Bridges (11.6%); CHA: Kon Knueppel (11.1%); TOR: Immanuel Quickley (10.8%)
2026-01-07,0022500526,Golden State Warriors,Milwaukee Bucks,2026-01-08T03:10:00Z,0.4801535463887879,2.317062318662696,0.9014372934525848,MIL: Kevin Porter Jr. (12.5%); GSW: Stephen Curry (11.5%); GSW: Jimmy Butler III (11.2%); MIL: Ryan Rollins (11.1%); MIL: AJ Green (9.8%)
