date,home_tri,away_tri,home_pts,visitor_pts
2026-03-20,BKN,NYK,92,93
2026-03-20,DET,GSW,115,101
2026-03-20,HOU,ATL,117,95
2026-03-20,MEM,BOS,112,117
2026-03-20,MIN,POR,104,108
2026-03-20,DEN,TOR,121,115
