date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2025-11-07,0022500029,Washington Wizards,Cleveland Cavaliers,2025-11-08T00:10:00Z,0.65,1.3120016620220791,0.7307194919980717,CLE: Evan Mobley (11.8%); CLE: Donovan Mitchell (11.7%); WAS: Kyshawn George (10.6%); CLE: De'Andre Hunter (10.1%); WAS: Alex Sarr (9.6%)
2025-11-07,0022500038,Sacramento Kings,Oklahoma City Thunder,2025-11-08T03:10:00Z,0.5,1.145011426401794,0.681779718343152,SAC: Zach LaVine (11.2%); SAC: DeMar DeRozan (11.2%); OKC: Shai Gilgeous-Alexander (10.7%); SAC: Domantas Sabonis (10.5%); OKC: Chet Holmgren (10.0%)
2025-11-07,0022500032,San Antonio Spurs,Houston Rockets,2025-11-08T00:40:00Z,0.574442516811659,1.0282472114564902,0.6423667329893845,HOU: Alperen Sengun (11.2%); HOU: Kevin Durant (10.8%); HOU: Amen Thompson (10.6%); SAS: Devin Vassell (10.6%); HOU: Jabari Smith Jr. (10.5%)
2025-11-07,0022500036,Minnesota Timberwolves,Utah Jazz,2025-11-08T01:10:00Z,0.51499550161941,1.1820200732149382,0.6933413604146611,UTA: Lauri Markkanen (12.0%); MIN: Julius Randle (11.4%); UTA: Keyonte George (11.2%); MIN: Jaden McDaniels (10.5%); MIN: Rudy Gobert (10.3%)
2025-11-07,0022500035,Milwaukee Bucks,Chicago Bulls,2025-11-08T01:10:00Z,0.5299640517645717,1.2017494215160225,0.6993322430924953,CHI: Josh Giddey (11.5%); CHI: Nikola Vučević (10.8%); MIL: Giannis Antetokounmpo (10.5%); MIL: Ryan Rollins (10.4%); CHI: Tre Jones (10.0%)
2025-11-07,0022500028,Orlando Magic,Boston Celtics,2025-11-08T00:10:00Z,0.4850044983805899,1.269351453194736,0.7189861866970192,ORL: Paolo Banchero (11.6%); ORL: Franz Wagner (11.5%); BOS: Payton Pritchard (10.7%); BOS: Derrick White (10.7%); BOS: Jaylen Brown (10.5%)
2025-11-07,0022500037,Denver Nuggets,Golden State Warriors,2025-11-08T03:10:00Z,0.5299640517645717,1.2477200925574363,0.7128412535320973,DEN: Nikola Jokić (11.4%); DEN: Jamal Murray (10.8%); DEN: Christian Braun (10.1%); GSW: Stephen Curry (10.1%); GSW: Jimmy Butler III (10.1%)
2025-11-07,0022500031,Brooklyn Nets,Detroit Pistons,2025-11-08T00:40:00Z,0.51499550161941,1.173896223914492,0.6908399651177921,DET: Cade Cunningham (12.3%); BKN: Michael Porter Jr. (11.0%); DET: Tobias Harris (10.9%); DET: Duncan Robinson (10.9%); BKN: Nic Claxton (9.8%)
2025-11-07,0022500030,Atlanta Hawks,Toronto Raptors,2025-11-08T00:40:00Z,,,,
2025-11-07,0022500033,Miami Heat,Charlotte Hornets,2025-11-08T01:10:00Z,0.5,1.240917980643174,0.7108813092783881,CHA: Miles Bridges (11.1%); CHA: LaMelo Ball (11.1%); MIA: Andrew Wiggins (10.5%); MIA: Norman Powell (10.1%); CHA: Kon Knueppel (10.0%)
2025-11-07,0022500034,Memphis Grizzlies,Dallas Mavericks,2025-11-08T01:10:00Z,0.5299640517645717,1.168254661900293,0.6890908904912187,DAL: P.J. Washington (12.1%); DAL: Cooper Flagg (11.6%); MEM: Ja Morant (10.5%); DAL: Anthony Davis (10.5%); DAL: Max Christie (10.4%)
