date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-02-19,Charlotte Hornets,Houston Rockets,CHA,HOU,101,105,-0.8490564823150635,224.68381347757168,-4,206,3.1509435176849365,18.683813477571675
2026-02-19,Chicago Bulls,Toronto Raptors,CHI,TOR,101,110,9.976029396057127,232.46796659729463,-9,211,18.97602939605713,21.467966597294634
2026-02-19,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN,112,84,-10.08688259124756,230.10418330179516,28,196,-38.08688259124756,34.10418330179516
2026-02-19,Golden State Warriors,Boston Celtics,GSW,BOS,110,121,-11.587454795837402,227.6392997680271,-11,231,-0.5874547958374023,-3.3607002319729133
2026-02-19,Los Angeles Clippers,Denver Nuggets,LAC,DEN,115,114,6.817216873168945,234.52606441620927,1,229,5.817216873168945,5.526064416209266
2026-02-19,New York Knicks,Detroit Pistons,NYK,DET,111,126,0.7358169555664062,228.8991685797928,-15,237,15.735816955566406,-8.100831420207186
2026-02-19,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,107,117,-7.450300216674805,234.05505027871916,-10,224,2.5496997833251953,10.055050278719165
2026-02-19,Sacramento Kings,Orlando Magic,SAC,ORL,94,131,1.006096124649048,230.6547327079369,-37,225,38.00609612464905,5.654732707936887
2026-02-19,San Antonio Spurs,Phoenix Suns,SAS,PHX,121,94,-0.0862596035003662,222.28861340327995,27,215,-27.086259603500366,7.288613403279953
2026-02-19,Washington Wizards,Indiana Pacers,WAS,IND,112,105,12.633377075195312,231.34131264141408,7,217,5.6333770751953125,14.341312641414078
