date,home_tri,away_tri,home_pts,visitor_pts
2026-04-02,CHA,PHX,127.0,107.0
2026-04-02,DET,MIN,113.0,108.0
2026-04-02,OKC,LAL,139.0,96.0
2026-04-02,GSW,CLE,111.0,118.0
2026-04-02,POR,NOP,118.0,106.0
2026-04-02,LAC,SA,99.0,118.0
