date,home_tri,away_tri,home_pts,visitor_pts
2026-03-30,MIA,PHI,119.0,109.0
2026-03-30,ATL,BOS,112.0,102.0
2026-03-30,MEM,PHX,105.0,131.0
2026-03-30,SA,CHI,129.0,114.0
2026-03-30,DAL,MIN,94.0,124.0
2026-03-30,UTA,CLE,113.0,122.0
2026-03-30,OKC,DET,114.0,110.0
2026-03-30,LAL,WSH,120.0,101.0
