market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Golden State Warriors,Dallas Mavericks,Golden State Warriors,2026-01-22,0.7107428375711542,-115.0,0.5348837209302325,-16.470186233520508,10.5,-5.970186233520508,10.5,,High
TOTAL,Under,Dallas Mavericks,Golden State Warriors,2026-01-22,,,,-17.07781982421875,238.5,,,221.42218017578125,High
ML,Chicago Bulls,Minnesota Timberwolves,Chicago Bulls,2026-01-22,1.3030158121914228,464.61357689831016,0.17711228367788703,,,,,,High
ATS,Chicago Bulls,Minnesota Timberwolves,Chicago Bulls,2026-01-22,0.12735746730009379,-110.0,0.5238095238095238,-2.746611595153808,6.5,3.753388404846192,6.5,,Medium
TOTAL,Under,Minnesota Timberwolves,Chicago Bulls,2026-01-22,,,,-12.85369873046875,240.5,,,227.64630126953125,High
ML,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Lakers,2026-01-22,0.20816439255360353,-126.03654256224112,0.5575936577933449,,,,,,High
ATS,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Lakers,2026-01-22,0.26755040068986047,-110.0,0.5238095238095238,5.079375267028809,-2.5,7.579375267028809,2.5,,High
TOTAL,Over,Los Angeles Clippers,Los Angeles Lakers,2026-01-22,,,,3.797500610351591,224.5,,,228.2975006103516,Medium
ML,Miami Heat,Portland Trail Blazers,Miami Heat,2026-01-22,0.06807932346788226,136.6370610878317,0.42258807449811664,,,,,,High
ATS,Miami Heat,Portland Trail Blazers,Miami Heat,2026-01-22,0.5523231854657794,180.0,0.35714285714285715,-1.6414657831192017,3.5,1.8585342168807983,3.5,,Medium
TOTAL,Under,Portland Trail Blazers,Miami Heat,2026-01-22,,,,-7.404052734375,234.5,,,227.095947265625,High
ML,Utah Jazz,Utah Jazz,San Antonio Spurs,2026-01-22,2.73252381778706,723.6427462152249,0.12141186267895468,,,,,,High
ATS,Utah Jazz,Utah Jazz,San Antonio Spurs,2026-01-22,0.5797735543561999,-110.0,0.5238095238095238,11.33200478553772,13.5,-2.1679952144622803,-13.5,,High
TOTAL,Under,Utah Jazz,San Antonio Spurs,2026-01-22,,,,-2.0665130615234375,236.5,,,234.43348693847656,Medium
