gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,game_id
0022300325,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (10:41 PM EST),period,start,0,0,1,0022300325
0022300325,4,PT12M00.00S,1,1610612746,LAC,1627826,Zubac,I. Zubac,0,0,0,,0,,,0,h,Jump Ball Zubac vs. Looney: Tip to Podziemski,Jump Ball,,1,0,2,0022300325
0022300325,7,PT11M46.00S,1,1610612744,GSW,202691,Thompson,K. Thompson,-147,204,25,Made,1,0,3,3,v,Thompson 25' 3PT Pullup Jump Shot (3 PTS) (Curry 1 AST),Made Shot,Pullup Jump shot,1,3,3,0022300325
0022300325,9,PT11M21.00S,1,1610612746,LAC,1627826,Zubac,I. Zubac,0,0,0,,0,,,0,h,Zubac Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,4,0022300325
0022300325,9,PT11M21.00S,1,1610612744,GSW,1626172,Looney,K. Looney,0,0,0,,0,,,0,v,Looney STEAL (1 STL),,,1,0,5,0022300325
0022300325,11,PT11M10.00S,1,1610612744,GSW,1630228,Kuminga,J. Kuminga,-142,199,24,Missed,1,,,0,v,MISS Kuminga 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,6,0022300325
0022300325,12,PT11M07.00S,1,1610612746,LAC,201935,Harden,J. Harden,0,0,0,,0,,,0,h,Harden REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,7,0022300325
0022300325,13,PT10M55.00S,1,1610612746,LAC,1629599,Coffey,A. Coffey,0,0,0,,0,,,0,h,Coffey Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,8,0022300325
0022300325,13,PT10M55.00S,1,1610612744,GSW,1641764,Podziemski,B. Podziemski,0,0,0,,0,,,0,v,Podziemski STEAL (1 STL),,,1,0,9,0022300325
0022300325,15,PT10M46.00S,1,1610612744,GSW,1626172,Looney,K. Looney,1,21,2,Missed,1,,,0,v,MISS Looney 2' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,1,2,10,0022300325
0022300325,15,PT10M46.00S,1,1610612746,LAC,1627826,Zubac,I. Zubac,0,0,0,,0,,,0,h,Zubac BLOCK (1 BLK),,,1,2,11,0022300325
