game_id,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,STARTER,START_POSITION,MIN,PTS,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS,OREB,DREB,FGM,FGA,FG3M,FG3A,FTM,FTA,DNP,DNP_REASON,gameId,teamTricode,personId,firstName,familyName,position,comment,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,source
401856931,POR,3906972,Bridget Carleton,True,F,28.0,15,2,3,2,2,0,5,25,0,2,5,10,4,8,1,2,False,COACH'S DECISION,401856931,POR,3906972,Bridget,Carleton,F,,28,5,10,0.5,4,8,0.5,1,2,0.5,0,2,2,3,2,0,2,5,15,25.0,espn
401856931,POR,4398729,Emily Engstler,True,F,22.0,16,7,0,3,2,4,4,15,1,6,5,8,1,3,5,5,False,COACH'S DECISION,401856931,POR,4398729,Emily,Engstler,F,,22,5,8,0.625,1,3,0.3333333333333333,5,5,1.0,1,6,7,0,2,4,3,4,16,15.0,espn
401856931,POR,5209202,Nyadiew Puoch,True,F,24.0,5,3,1,2,1,0,2,9,2,1,2,8,1,3,0,0,False,COACH'S DECISION,401856931,POR,5209202,Nyadiew,Puoch,F,,24,2,8,0.25,1,3,0.3333333333333333,0,0,0.0,2,1,3,1,1,0,2,2,5,9.0,espn
401856931,POR,4682797,Luisa Geiselsoder,True,C,20.0,6,5,0,1,0,1,1,20,1,4,3,7,0,2,0,0,False,COACH'S DECISION,401856931,POR,4682797,Luisa,Geiselsoder,C,,20,3,7,0.42857142857142855,0,2,0.0,0,0,0.0,1,4,5,0,0,1,1,1,6,20.0,espn
401856931,POR,5208982,Carla Leite,True,G,22.0,15,3,9,4,0,0,1,15,1,2,4,11,0,0,7,7,False,COACH'S DECISION,401856931,POR,5208982,Carla,Leite,G,,22,4,11,0.36363636363636365,0,0,0.0,7,7,1.0,1,2,3,9,0,0,4,1,15,15.0,espn
401856931,POR,5105406,Frieda Buhner,False,,13.0,5,2,1,0,0,0,0,-3,1,1,1,2,1,2,2,2,False,COACH'S DECISION,401856931,POR,5105406,Frieda,Buhner,F,,13,1,2,0.5,1,2,0.5,2,2,1.0,1,1,2,1,0,0,0,0,5,-3.0,espn
401856931,POR,3934218,Megan Gustafson,False,,20.0,14,4,0,0,0,1,3,-1,2,2,6,8,2,3,0,0,False,COACH'S DECISION,401856931,POR,3934218,Megan,Gustafson,C,,20,6,8,0.75,2,3,0.6666666666666666,0,0,0.0,2,2,4,0,0,1,0,3,14,-1.0,espn
401856931,POR,5108550,Serah Williams,False,,14.0,8,3,0,0,2,1,2,-2,1,2,3,6,0,0,2,2,False,COACH'S DECISION,401856931,POR,5108550,Serah,Williams,C,,14,3,6,0.5,0,0,0.0,2,2,1.0,1,2,3,0,2,1,0,2,8,-2.0,espn
401856931,POR,4433690,Holly Winterburn,False,,1.0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,False,COACH'S DECISION,401856931,POR,4433690,Holly,Winterburn,G,,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3.0,espn
401856931,POR,4703794,Sarah Ashlee Barker,False,,19.0,12,3,1,0,0,0,2,13,1,2,5,6,1,1,1,3,False,COACH'S DECISION,401856931,POR,4703794,Sarah,Ashlee Barker,G,,19,5,6,0.8333333333333334,1,1,1.0,1,3,0.3333333333333333,1,2,3,1,0,0,0,2,12,13.0,espn
401856931,POR,5346554,Teja Oblak,False,,17.0,3,1,9,2,0,0,2,7,0,1,1,4,1,1,0,0,False,COACH'S DECISION,401856931,POR,5346554,Teja,Oblak,G,,17,1,4,0.25,1,1,1.0,0,0,0.0,0,1,1,9,0,0,2,2,3,7.0,espn
401856931,POR,3056730,Karlie Samuelson,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,COACH'S DECISION,401856931,POR,3056730,Karlie,Samuelson,G,COACH'S DECISION,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,espn
401856931,TOR,4398768,Nyara Sabally,True,F,23.0,9,3,0,0,0,1,1,-12,1,2,4,6,1,1,0,0,False,COACH'S DECISION,401856931,TOR,4398768,Nyara,Sabally,F,,23,4,6,0.6666666666666666,1,1,1.0,0,0,0.0,1,2,3,0,0,1,0,1,9,-12.0,espn
401856931,TOR,5345444,Laura Juskaite,True,F,20.0,3,2,1,1,0,0,3,-5,0,2,1,3,0,1,1,1,False,COACH'S DECISION,401856931,TOR,5345444,Laura,Juskaite,F,,20,1,3,0.3333333333333333,0,1,0.0,1,1,1.0,0,2,2,1,0,0,1,3,3,-5.0,espn
401856931,TOR,2988756,Brittney Sykes,True,G,34.0,10,0,5,7,1,0,3,-23,0,0,3,9,0,2,4,4,False,COACH'S DECISION,401856931,TOR,2988756,Brittney,Sykes,G,,34,3,9,0.3333333333333333,0,2,0.0,4,4,1.0,0,0,0,5,1,0,7,3,10,-23.0,espn
401856931,TOR,3904576,Marina Mabrey,True,G,28.0,19,5,8,4,0,1,4,-17,3,2,7,15,3,8,2,3,False,COACH'S DECISION,401856931,TOR,3904576,Marina,Mabrey,G,,28,7,15,0.4666666666666667,3,8,0.375,2,3,0.6666666666666666,3,2,5,8,0,1,4,4,19,-17.0,espn
401856931,TOR,4565505,Kiki Rice,True,G,30.0,19,5,3,1,2,1,2,-17,2,3,8,11,0,1,3,4,False,COACH'S DECISION,401856931,TOR,4565505,Kiki,Rice,G,,30,8,11,0.7272727272727273,0,1,0.0,3,4,0.75,2,3,5,3,2,1,1,2,19,-17.0,espn
401856931,TOR,3910470,Maria Conde,False,,23.0,8,5,1,1,0,0,2,-21,2,3,3,9,1,5,1,2,False,COACH'S DECISION,401856931,TOR,3910470,Maria,Conde,F,,23,3,9,0.3333333333333333,1,5,0.2,1,2,0.5,2,3,5,1,0,0,1,2,8,-21.0,espn
