game_id,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,STARTER,START_POSITION,MIN,PTS,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS,OREB,DREB,FGM,FGA,FG3M,FG3A,FTM,FTA,DNP,DNP_REASON,gameId,teamTricode,personId,firstName,familyName,position,comment,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,source
401856932,LAS,2566106,Dearica Hamby,True,F,36.0,16,5,4,3,1,0,6,0,0,5,6,12,1,2,3,4,False,COACH'S DECISION,401856932,LAS,2566106,Dearica,Hamby,F,,36,6,12,0.5,1,2,0.5,3,4,0.75,0,5,5,4,1,0,3,6,16,0.0,espn
401856932,LAS,4433404,Cameron Brink,True,F,24.0,16,8,0,6,1,1,6,8,4,4,7,11,2,5,0,1,False,COACH'S DECISION,401856932,LAS,4433404,Cameron,Brink,F,,24,7,11,0.6363636363636364,2,5,0.4,0,1,0.0,4,4,8,0,1,1,6,6,16,8.0,espn
401856932,LAS,2491214,Erica Wheeler,True,G,34.0,10,7,6,2,2,0,2,15,0,7,4,7,2,3,0,0,False,COACH'S DECISION,401856932,LAS,2491214,Erica,Wheeler,G,,34,4,7,0.5714285714285714,2,3,0.6666666666666666,0,0,0.0,0,7,7,6,2,0,2,2,10,15.0,espn
401856932,LAS,3065570,Kelsey Plum,True,G,37.0,38,4,9,3,1,0,4,11,0,4,12,17,6,7,8,8,False,COACH'S DECISION,401856932,LAS,3065570,Kelsey,Plum,G,,37,12,17,0.7058823529411765,6,7,0.8571428571428571,8,8,1.0,0,4,4,9,1,0,3,4,38,11.0,espn
401856932,LAS,3146151,Ariel Atkins,True,G,30.0,11,3,3,2,1,0,1,-5,0,3,5,12,1,5,0,0,False,COACH'S DECISION,401856932,LAS,3146151,Ariel,Atkins,G,,30,5,12,0.4166666666666667,1,5,0.2,0,0,0.0,0,3,3,3,1,0,2,1,11,-5.0,espn
401856932,LAS,2284331,Emma Cannon,False,,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False,COACH'S DECISION,401856932,LAS,2284331,Emma,Cannon,F,,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1.0,espn
401856932,LAS,4874375,Jihyun Park,False,,7.0,0,1,1,0,1,0,2,0,0,1,0,1,0,1,0,0,False,COACH'S DECISION,401856932,LAS,4874375,Jihyun,Park,F,,7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,2,0,0.0,espn
401856932,LAS,4398764,Rae Burrell,False,,25.0,10,2,2,1,1,0,1,-9,0,2,3,7,2,6,2,2,False,COACH'S DECISION,401856932,LAS,4398764,Rae,Burrell,G,,25,3,7,0.42857142857142855,2,6,0.3333333333333333,2,2,1.0,0,2,2,2,1,0,1,1,10,-9.0,espn
401856932,LAS,4398907,Kate Martin,False,,6.0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,False,COACH'S DECISION,401856932,LAS,4398907,Kate,Martin,G,,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,9.0,espn
401856932,LAS,4609797,Ta'Niya Latson,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,COACH'S DECISION,401856932,LAS,4609797,Ta'Niya,Latson,G,COACH'S DECISION,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,espn
401856932,LAS,5105729,Chance Gray,False,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,COACH'S DECISION,401856932,LAS,5105729,Chance,Gray,G,COACH'S DECISION,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,espn
401856932,LVA,3099736,Stephanie Talbot,True,F,16.0,2,3,1,0,0,0,2,-23,2,1,1,2,0,1,0,0,False,COACH'S DECISION,401856932,LVA,3099736,Stephanie,Talbot,F,,16,1,2,0.5,0,1,0.0,0,0,0.0,2,1,3,1,0,0,0,2,2,-23.0,espn
