game_id,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,STARTER,START_POSITION,MIN,PTS,REB,AST,TOV,STL,BLK,PF,PLUS_MINUS,OREB,DREB,FGM,FGA,FG3M,FG3A,FTM,FTA,DNP,DNP_REASON,gameId,teamTricode,personId,firstName,familyName,position,comment,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints,source
401856911,WSH,4898384,Kiki Iriafen,True,F,36.0,25,13,2,6,1,1,3,10,4,9,11,17,1,1,2,4,False,COACH'S DECISION,401856911,WSH,4898384,Kiki,Iriafen,F,,36,11,17,0.6470588235294118,1,1,1.0,2,4,0.5,4,9,13,2,1,1,6,3,25,10.0,espn
401856911,WSH,4398911,Shakira Austin,True,C,34.0,19,9,5,3,0,3,5,6,1,8,7,11,0,0,5,6,False,COACH'S DECISION,401856911,WSH,4398911,Shakira,Austin,C,,34,7,11,0.6363636363636364,0,0,0.0,5,6,0.8333333333333334,1,8,9,5,0,3,3,5,19,6.0,espn
401856911,WSH,4433524,Sonia Citron,True,G,38.0,30,6,4,2,1,1,1,7,1,5,10,14,1,4,9,10,False,COACH'S DECISION,401856911,WSH,4433524,Sonia,Citron,G,,38,10,14,0.7142857142857143,1,4,0.25,9,10,0.9,1,5,6,4,1,1,2,1,30,7.0,espn
401856911,WSH,4583144,Cotie McMahon,True,G,30.0,13,5,2,1,0,0,4,-13,0,5,5,12,2,4,1,2,False,COACH'S DECISION,401856911,WSH,4583144,Cotie,McMahon,G,,30,5,12,0.4166666666666667,2,4,0.5,1,2,0.5,0,5,5,2,0,0,1,4,13,-13.0,espn
401856911,WSH,4704180,Georgia Amoore,True,G,24.0,7,0,4,2,0,0,3,13,0,0,2,3,1,2,2,2,False,COACH'S DECISION,401856911,WSH,4704180,Georgia,Amoore,G,,24,2,3,0.6666666666666666,1,2,0.5,2,2,1.0,0,0,0,4,0,0,2,3,7,13.0,espn
401856911,WSH,4433411,Angela Dugalic,False,,6.0,0,3,0,0,0,1,1,-7,0,3,0,0,0,0,0,0,False,COACH'S DECISION,401856911,WSH,4433411,Angela,Dugalic,F,,6,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,1,0,-7.0,espn
401856911,WSH,5105737,Lauren Betts,False,,14.0,4,2,0,1,0,0,4,-5,2,0,1,2,0,0,2,2,False,COACH'S DECISION,401856911,WSH,5105737,Lauren,Betts,C,,14,1,2,0.5,0,0,0.0,2,2,1.0,2,0,2,0,0,0,1,4,4,-5.0,espn
401856911,WSH,4433523,Rori Harmon,False,,9.0,1,1,1,1,1,0,1,-2,0,1,0,0,0,0,1,2,False,COACH'S DECISION,401856911,WSH,4433523,Rori,Harmon,G,,9,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,1,1,0,1,1,1,-2.0,espn
401856911,WSH,5122345,Cassandre Prosper,False,,25.0,2,4,0,4,0,1,6,8,0,4,1,6,0,2,0,0,False,COACH'S DECISION,401856911,WSH,5122345,Cassandre,Prosper,G,,25,1,6,0.16666666666666666,0,2,0.0,0,0,0.0,0,4,4,0,0,1,4,6,2,8.0,espn
401856911,WSH,5278157,Alex Wilson,False,,9.0,3,1,0,0,0,1,0,-7,0,1,1,3,1,3,0,0,False,COACH'S DECISION,401856911,WSH,5278157,Alex,Wilson,G,,9,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0.0,0,1,1,0,0,1,0,0,3,-7.0,espn
