date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-22,ats,game,BET,0042500102,DET,ORL,,,DET,-9.0,,,,,47.333333333333336,24+,2026-04-22T23:15:14Z,10.465833333333332
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Jalen Suggs,reb,OVER,3.5,,-154.0,,,,,2026-04-22T23:15:14Z,4.929059649944534
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Jalen Suggs,pra,OVER,22.5,,-120.0,,,,,2026-04-22T23:15:14Z,3.5198608737442214
2026-04-22,quarter_total,q1,BET,0042500102,DET,ORL,,,UNDER,53.5,,,,,8.9,6+,2026-04-22T23:20:16Z,11.61481481481481
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Cade Cunningham,pra,UNDER,44.5,,-120.0,,,,,2026-04-22T23:20:16Z,14.658937860305933
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Paolo Banchero,pra,UNDER,33.0,,-111.0,,,,,2026-04-22T23:20:16Z,12.104423050977022
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Paolo Banchero,pts,UNDER,20.5,,-125.0,,,,,2026-04-22T23:20:16Z,10.9113838553388
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Jalen Duren,pra,UNDER,29.5,,-114.0,,,,,2026-04-22T23:20:16Z,9.822757983066886
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Cade Cunningham,pts,UNDER,28.5,,-115.0,,,,,2026-04-22T23:20:16Z,8.725634816527595
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Jalen Duren,pts,UNDER,16.5,,-115.0,,,,,2026-04-22T23:20:16Z,7.237959782398606
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Desmond Bane,pra,UNDER,25.5,,-112.0,,,,,2026-04-22T23:20:16Z,6.597448385480863
2026-04-22,half_total,h1,BET,0042500102,DET,ORL,,,UNDER,108.5,,,,,18.7,12+,2026-04-22T23:25:10Z,15.674074074074081
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Franz Wagner,pra,UNDER,24.5,,-125.0,,,,,2026-04-22T23:25:10Z,6.694651173092577
2026-04-22,total,game,BET,0042500102,DET,ORL,,,UNDER,214.5,181.0,-110.0,WIN,0.9090909090909091,40.65,24+,2026-04-22T23:30:06Z,9.247499999999997
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Desmond Bane,pts,UNDER,16.5,,-119.0,,,,,2026-04-22T23:30:06Z,5.890510340813378
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Ausar Thompson,pra,OVER,19.5,,-106.0,,,,,2026-04-22T23:35:08Z,5.748906222157569
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Isaiah Stewart,pra,UNDER,14.5,,-110.0,,,,,2026-04-22T23:40:07Z,7.331106686991319
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Franz Wagner,pts,UNDER,16.0,,-112.0,,,,,2026-04-22T23:45:09Z,6.696012529893546
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Kevin Huerter,pts,OVER,6.5,,-128.5,,,,,2026-04-22T23:45:09Z,6.666042338020949
2026-04-22,quarter_total,q2,BET,0042500102,DET,ORL,,,UNDER,51.5,,,,,9.55,6+,2026-04-22T23:50:12Z,6.072962962962958
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Kevin Huerter,pra,OVER,12.0,,160.0,,,,,2026-04-22T23:50:12Z,6.001228107241509
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Tristan da Silva,pts,UNDER,8.5,,-110.0,,,,,2026-04-23T00:40:09Z,5.032110293361896
2026-04-22,quarter_total,q3,BET,0042500102,DET,ORL,,,UNDER,53.0,,,,,8.3,6+,2026-04-23T00:45:18Z,8.278518518518514
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Goga Bitadze,pts,UNDER,9.5,,-110.0,,,,,2026-04-23T00:50:21Z,5.09884460061167
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Anthony Black,pra,UNDER,13.5,,-130.0,,,,,2026-04-23T01:00:22Z,4.02109666523703
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Isaiah Stewart,pts,OVER,6.5,,-125.0,,,,,2026-04-23T01:05:09Z,5.124301457077799
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Goga Bitadze,pra,UNDER,14.5,,-110.0,,,,,2026-04-23T01:05:09Z,4.3593331645607805
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Jalen Suggs,pra,UNDER,36.0,,-110.0,,,,,2026-04-23T01:10:09Z,8.444271935872436
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Tobias Harris,pra,UNDER,24.5,,-110.0,,,,,2026-04-23T01:10:09Z,5.4464169232339685
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Tobias Harris,pts,UNDER,17.5,,-110.0,,,,,2026-04-23T01:10:09Z,5.401359697614058
2026-04-22,quarter_total,q4,BET,0042500102,DET,ORL,,,UNDER,50.5,,,,,8.966666666666667,6+,2026-04-23T01:20:15Z,8.705925925925925
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Ausar Thompson,pra,UNDER,24.5,,-110.0,,,,,2026-04-23T01:25:07Z,4.905595308335641
2026-04-22,player_prop,live,BET,0042500102,DET,ORL,Wendell Carter Jr.,pra,UNDER,18.0,,-110.0,,,,,2026-04-23T01:30:15Z,4.984924179022839
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Shai Gilgeous-Alexander,pts,UNDER,28.5,,-125.0,,,,,2026-04-23T01:50:12Z,14.383963481957801
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Shai Gilgeous-Alexander,pra,UNDER,39.5,,-120.0,,,,,2026-04-23T01:50:12Z,14.135225107968804
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Jalen Williams,pra,UNDER,27.5,,-125.0,,,,,2026-04-23T01:50:12Z,11.761038901020829
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Collin Gillespie,pra,OVER,18.5,,-110.0,,,,,2026-04-23T01:50:12Z,11.667701863354036
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Jalen Williams,pts,UNDER,17.5,,-115.0,,,,,2026-04-23T01:50:12Z,9.136541547027907
2026-04-22,player_prop,live,BET,0042500142,OKC,PHX,Luguentz Dort,pra,OVER,12.0,,-110.0,,,,,2026-04-23T01:50:12Z,6.505082933623491
