date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-23,quarter_total,q1,BET,0042500123,ATL,NYK,,,UNDER,55.0,,,,,9.033333333333333,6+,2026-04-23T23:15:19Z,9.069368888888892
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jalen Johnson,pra,UNDER,36.5,,-115.0,,,,,2026-04-23T23:15:19Z,17.701370844061078
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jalen Johnson,pts,UNDER,19.5,,-115.0,,,,,2026-04-23T23:15:19Z,11.161568347185407
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Karl-Anthony Towns,pra,UNDER,32.5,,-114.0,,,,,2026-04-23T23:15:19Z,11.105261682402528
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Nickeil Alexander-Walker,pra,UNDER,24.5,,-125.0,,,,,2026-04-23T23:15:19Z,10.841947014551565
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Karl-Anthony Towns,pts,UNDER,18.5,,-114.0,,,,,2026-04-23T23:15:19Z,7.630290888997795
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Nickeil Alexander-Walker,pts,UNDER,17.5,,-110.0,,,,,2026-04-23T23:15:19Z,7.249071159622082
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Mikal Bridges,pra,UNDER,17.5,,-110.0,,,,,2026-04-23T23:15:19Z,6.587274079676321
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,OG Anunoby,pts,OVER,17.5,,-115.0,,,,,2026-04-23T23:15:19Z,5.404054448929866
2026-04-23,half_total,h1,BET,0042500123,ATL,NYK,,,UNDER,104.25,,,,,20.1,12+,2026-04-23T23:20:20Z,6.27499999999999
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Dyson Daniels,pra,UNDER,20.5,,-120.0,,,,,2026-04-23T23:20:20Z,8.413286328235676
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jalen Brunson,pts,UNDER,26.5,,-108.0,,,,,2026-04-23T23:20:20Z,8.226644833383709
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jalen Brunson,pra,UNDER,37.0,,-113.5,,,,,2026-04-23T23:25:19Z,11.40340735199485
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Onyeka Okongwu,pra,UNDER,19.5,,-108.5,,,,,2026-04-23T23:25:19Z,7.2224497479921475
2026-04-23,total,game,BET,0042500123,ATL,NYK,,,UNDER,202.5,217.0,-110.0,LOSS,-1.0,40.483333333333334,24+,2026-04-23T23:30:18Z,9.902335390946503
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,OG Anunoby,pra,OVER,26.0,,-119.5,,,,,2026-04-23T23:30:18Z,7.232389368076099
2026-04-23,ats,game,BET,0042500123,ATL,NYK,,,ATL,-5.5,,,,,37.86666666666667,24+,2026-04-23T23:35:09Z,5.759977777777777
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jonathan Kuminga,pra,OVER,27.5,,-117.5,,,,,2026-04-23T23:40:21Z,10.406327462828017
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jonathan Kuminga,pts,OVER,19.5,,-120.0,,,,,2026-04-23T23:40:21Z,10.336985257164706
2026-04-23,quarter_total,q2,BET,0042500123,ATL,NYK,,,UNDER,55.5,,,,,8.933333333333334,6+,2026-04-23T23:50:08Z,5.783127572016461
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Josh Hart,pra,UNDER,22.0,,-117.0,,,,,2026-04-23T23:50:08Z,5.558193254466161
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Gabe Vincent,pra,OVER,5.5,,-110.0,,,,,2026-04-23T23:55:18Z,5.642729013817707
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Mikal Bridges,pts,UNDER,7.5,,-116.0,,,,,2026-04-24T00:00:19Z,4.12223437832621
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Miles McBride,pra,UNDER,9.5,,-110.0,,,,,2026-04-24T00:00:19Z,3.8135199505043262
2026-04-23,quarter_total,q2,BET,0042500123,ATL,NYK,,,OVER,55.5,,,,,1.0333333333333334,<2,2026-04-24T00:10:10Z,7.222222222222221
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jordan Clarkson,pts,OVER,4.5,,-110.0,,,,,2026-04-24T00:10:10Z,4.198384892822588
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Miles McBride,pts,OVER,3.0,,-158.5,,,,,2026-04-24T00:10:10Z,3.9326862567181493
2026-04-23,quarter_total,q1,BET,0042500133,TOR,CLE,,,UNDER,54.5,,,,,9.55,6+,2026-04-24T00:15:18Z,5.861851851851847
2026-04-23,player_prop,live,BET,0042500123,ATL,NYK,Jordan Clarkson,pra,UNDER,17.0,,-110.0,,,,,2026-04-24T00:15:18Z,6.531883906647348
2026-04-23,player_prop,live,BET,0042500133,TOR,CLE,Jarrett Allen,pra,UNDER,20.5,,-120.0,,,,,2026-04-24T00:15:18Z,10.662604508673557
