date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-18,ats,game,BET,0042500131,CLE,TOR,,,CLE,-8.5,,,,,47.18333333333333,24+,2026-04-18T17:10:24Z,10.90635
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Evan Mobley,pra,UNDER,29.0,,-114.5,,,,,2026-04-18T17:10:24Z,9.488693451094381
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Evan Mobley,pts,UNDER,17.0,,-121.5,,,,,2026-04-18T17:10:24Z,8.713646347124053
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Brandon Ingram,pra,UNDER,29.0,,-108.0,,,,,2026-04-18T17:10:24Z,7.184946536821329
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Brandon Ingram,pts,UNDER,20.5,,-125.0,,,,,2026-04-18T17:10:24Z,6.02916524223571
2026-04-18,half_total,h1,BET,0042500131,CLE,TOR,,,UNDER,107.5,,,,,19.9,12+,2026-04-18T17:15:14Z,6.885185185185195
2026-04-18,quarter_total,q1,BET,0042500131,CLE,TOR,,,UNDER,54.0,,,,,7.9,6+,2026-04-18T17:15:14Z,14.348148148148146
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Donovan Mitchell,pra,UNDER,35.0,,-119.0,,,,,2026-04-18T17:15:14Z,21.680844663900057
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Donovan Mitchell,pts,UNDER,26.0,,-114.0,,,,,2026-04-18T17:15:14Z,17.00032986478118
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,RJ Barrett,pra,UNDER,27.5,,-106.0,,,,,2026-04-18T17:15:14Z,10.36091288274988
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,James Harden,pts,UNDER,18.5,,-124.0,,,,,2026-04-18T17:15:14Z,9.750894733643472
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,James Harden,pra,UNDER,32.0,,-115.5,,,,,2026-04-18T17:15:14Z,9.070524264143941
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,RJ Barrett,pts,UNDER,19.0,,-109.5,,,,,2026-04-18T17:20:10Z,7.027492987894295
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Jarrett Allen,pra,UNDER,27.5,,-110.0,,,,,2026-04-18T17:20:10Z,6.954611634865309
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Ja'Kobe Walter,pra,OVER,14.5,,-130.0,,,,,2026-04-18T17:25:05Z,9.925782132228363
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Ja'Kobe Walter,pts,OVER,10.0,,-115.0,,,,,2026-04-18T17:25:05Z,9.213891839674957
2026-04-18,total,game,BET,0042500131,CLE,TOR,,,UNDER,223.5,239.0,-110.0,LOSS,-1.0,39.15,24+,2026-04-18T17:30:28Z,18.56458333333333
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Sandro Mamukelashvili,pra,OVER,15.5,,-105.0,,,,,2026-04-18T17:30:28Z,7.3601708355587085
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Jakob Poeltl,pra,UNDER,17.5,,-105.0,,,,,2026-04-18T17:30:28Z,6.453819274762184
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Dean Wade,pra,UNDER,12.0,,-110.0,,,,,2026-04-18T17:50:20Z,6.398149512839836
2026-04-18,quarter_total,q2,BET,0042500131,CLE,TOR,,,UNDER,48.0,,,,,9.166666666666666,6+,2026-04-18T17:55:18Z,5.547325102880661
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Dennis Schroder,pts,UNDER,9.5,,-110.0,,,,,2026-04-18T17:55:18Z,5.872298580324934
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Keon Ellis,pts,UNDER,9.5,,-110.0,,,,,2026-04-18T18:00:45Z,4.842593210734922
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Dean Wade,pts,UNDER,8.5,,-110.0,,,,,2026-04-18T18:10:37Z,6.589191736024388
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Max Strus,pts,OVER,11.5,,-122.0,,,,,2026-04-18T18:10:37Z,4.836416003881169
2026-04-18,player_prop,live,BET,0042500131,CLE,TOR,Sam Merrill,pra,OVER,12.5,,-115.0,,,,,2026-04-18T18:15:41Z,5.734410536880311
