date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Wendell Carter Jr.,pra,UNDER,24.5,,-110.0,,,,,2026-04-20T00:45:08Z,5.587534816368205
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Suggs,pra,UNDER,29.5,,-110.0,,,,,2026-04-20T00:45:08Z,5.577018119577449
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Ausar Thompson,pra,UNDER,24.5,,-110.0,,,,,2026-04-20T00:50:08Z,7.146016890476126
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Victor Wembanyama,pra,UNDER,43.5,,-118.0,,,,,2026-04-20T01:20:07Z,17.719522209379253
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Victor Wembanyama,pts,UNDER,27.5,,-105.0,,,,,2026-04-20T01:20:07Z,11.846419635043407
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,De'Aaron Fox,pra,UNDER,26.5,,-114.0,,,,,2026-04-20T01:20:07Z,6.435380201796349
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Deni Avdija,pra,OVER,36.5,,-125.0,,,,,2026-04-20T01:20:07Z,5.7777228614482965
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Stephon Castle,pts,OVER,16.5,,-125.0,,,,,2026-04-20T01:20:07Z,5.2005160441910085
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Victor Wembanyama,reb,UNDER,12.5,,-135.0,,,,,2026-04-20T01:20:07Z,5.106569537012459
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Toumani Camara,pts,OVER,11.5,,-114.0,,,,,2026-04-20T01:20:07Z,4.923046169734459
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Deni Avdija,threes,OVER,1.5,,-160.0,,,,,2026-04-20T01:20:07Z,4.919170562169947
2026-04-19,half_total,h1,BET,0042500151,SAS,POR,,,UNDER,114.5,,,,,19.216666666666665,12+,2026-04-20T01:25:11Z,12.65726337448561
2026-04-19,quarter_total,q1,BET,0042500151,SAS,POR,,,UNDER,57.5,,,,,7.216666666666667,6+,2026-04-20T01:25:11Z,17.4219341563786
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Scoot Henderson,pts,OVER,9.5,,-112.0,,,,,2026-04-20T01:25:11Z,7.754146825058058
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Scoot Henderson,pra,OVER,15.5,,-120.0,,,,,2026-04-20T01:25:11Z,5.565715730057519
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Deni Avdija,pts,OVER,27.5,,-112.0,,,,,2026-04-20T01:25:11Z,5.368932706915075
2026-04-19,total,game,BET,0042500151,SAS,POR,,,UNDER,222.5,0.0,-110.0,WIN,0.9090909090909091,39.95,24+,2026-04-20T01:35:10Z,14.148796296296302
2026-04-19,ats,game,BET,0042500151,SAS,POR,,,SAS,-14.5,,,,,39.95,24+,2026-04-20T01:35:10Z,4.388479166666668
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Jerami Grant,pra,UNDER,13.5,,-105.0,,,,,2026-04-20T01:35:10Z,7.803893875286696
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Jerami Grant,pts,UNDER,10.5,,-116.5,,,,,2026-04-20T01:35:10Z,6.320201571024422
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Matisse Thybulle,pra,OVER,3.5,,-110.0,,,,,2026-04-20T01:35:10Z,6.284205927354707
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Shaedon Sharpe,pra,UNDER,15.0,,-117.5,,,,,2026-04-20T01:40:10Z,9.220253650212005
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Shaedon Sharpe,pts,UNDER,10.0,,-110.0,,,,,2026-04-20T01:40:10Z,6.563621320510962
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Toumani Camara,pra,OVER,15.5,,-111.0,,,,,2026-04-20T01:50:15Z,5.11681753867677
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Jrue Holiday,pts,UNDER,11.0,,-111.0,,,,,2026-04-20T01:50:15Z,4.7542039271136165
2026-04-19,quarter_total,q2,BET,0042500151,SAS,POR,,,UNDER,56.5,,,,,7.816666666666666,6+,2026-04-20T01:55:09Z,10.418621399176955
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Dylan Harper,pra,OVER,14.5,,-110.0,,,,,2026-04-20T01:55:09Z,4.75462441836617
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Luke Kornet,pts,OVER,4.5,,100.0,,,,,2026-04-20T02:05:05Z,5.424137441529469
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Luke Kornet,pra,OVER,12.0,,180.0,,,,,2026-04-20T02:05:05Z,4.9799966588196725
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Robert Williams III,pra,OVER,15.5,,-140.0,,,,,2026-04-20T02:10:11Z,5.087580618118793
2026-04-19,quarter_total,q2,BET,0042500151,SAS,POR,,,OVER,61.5,,,,,1.1333333333333333,<2,2026-04-20T02:15:15Z,7.388888888888886
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Keldon Johnson,pra,OVER,13.5,,-130.0,,,,,2026-04-20T02:15:15Z,4.633465957607434
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Deni Avdija,pra,UNDER,45.0,,-115.5,,,,,2026-04-20T02:30:09Z,5.526237598794481
2026-04-19,quarter_total,q3,BET,0042500151,SAS,POR,,,UNDER,53.5,,,,,9.7,6+,2026-04-20T02:40:16Z,4.6340740740740785
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Robert Williams III,pra,UNDER,24.5,,-110.0,,,,,2026-04-20T03:00:07Z,5.268582183389832
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Robert Williams III,pts,OVER,4.5,,-110.0,,,,,2026-04-20T03:05:08Z,7.249935180704288
2026-04-19,quarter_total,q4,BET,0042500151,SAS,POR,,,UNDER,59.5,,,,,9.383333333333333,6+,2026-04-20T03:15:07Z,6.2168004115226365
2026-04-19,player_prop,live,BET,0042500151,SAS,POR,Donovan Clingan,pra,UNDER,22.5,,-110.0,,,,,2026-04-20T03:25:07Z,6.415171815045195
