date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-19,quarter_total,q1,BET,0042500111,BOS,PHI,,,UNDER,56.5,,,,,9.916666666666666,6+,2026-04-19T17:15:10Z,4.054526748971198
2026-04-19,ats,game,BET,0042500111,BOS,PHI,,,BOS,-13.5,,,,,45.916666666666664,24+,2026-04-19T17:15:10Z,5.297135416666666
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Jaylen Brown,pts,UNDER,25.5,,-115.0,,,,,2026-04-19T17:15:10Z,13.614548739695547
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Jaylen Brown,pra,UNDER,36.5,,-120.0,,,,,2026-04-19T17:15:10Z,13.45789109976755
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Jayson Tatum,pts,UNDER,22.5,,-120.0,,,,,2026-04-19T17:15:10Z,10.565536569549963
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Sam Hauser,pra,OVER,13.0,,-115.0,,,,,2026-04-19T17:15:10Z,8.057366731949848
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Sam Hauser,pts,OVER,9.5,,100.0,,,,,2026-04-19T17:15:10Z,7.684241656386519
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Derrick White,pra,UNDER,21.5,,-105.0,,,,,2026-04-19T17:15:10Z,7.4885403952461544
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,VJ Edgecombe,pra,UNDER,23.5,,-106.0,,,,,2026-04-19T17:15:10Z,5.499342623669893
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Jayson Tatum,pra,UNDER,39.5,,-115.0,,,,,2026-04-19T17:15:10Z,5.416866789391229
2026-04-19,half_total,h1,BET,0042500111,BOS,PHI,,,UNDER,112.5,,,,,19.4,12+,2026-04-19T17:20:08Z,11.134814814814824
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Tyrese Maxey,pra,UNDER,35.5,,-110.0,,,,,2026-04-19T17:20:08Z,7.961634841924848
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Nikola Vucevic,pra,UNDER,17.0,,-117.5,,,,,2026-04-19T17:20:08Z,7.539224208655664
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Jayson Tatum,pra,OVER,42.5,,-112.0,,,,,2026-04-19T17:25:07Z,10.423807557072507
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Paul George,pra,UNDER,27.5,,-118.0,,,,,2026-04-19T17:25:07Z,6.557329426673789
2026-04-19,total,game,BET,0042500111,BOS,PHI,,,UNDER,214.75,214.0,-110.0,WIN,0.9090909090909091,39.81666666666666,24+,2026-04-19T17:30:14Z,14.481430041152263
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Quentin Grimes,reb,OVER,3.0,,-128.5,,,,,2026-04-19T17:30:14Z,6.994141211846731
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Quentin Grimes,pra,OVER,14.5,,-125.0,,,,,2026-04-19T17:30:14Z,6.593798529506827
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Kelly Oubre Jr.,pra,UNDER,17.5,,-110.0,,,,,2026-04-19T17:30:14Z,5.884973057353658
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Payton Pritchard,pts,OVER,17.0,,-114.0,,,,,2026-04-19T17:40:08Z,5.480093265040686
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,VJ Edgecombe,pts,UNDER,11.0,,-106.0,,,,,2026-04-19T17:45:14Z,4.575357865341064
2026-04-19,quarter_total,q2,BET,0042500111,BOS,PHI,,,UNDER,58.5,,,,,9.3,6+,2026-04-19T17:50:13Z,6.67744
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Baylor Scheierman,pts,OVER,5.5,,116.0,,,,,2026-04-19T17:50:13Z,9.092015164652501
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Baylor Scheierman,pra,OVER,12.5,,77.5,,,,,2026-04-19T17:50:13Z,6.815979226896857
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Justin Edwards,pts,UNDER,10.5,,-110.0,,,,,2026-04-19T18:00:22Z,3.400741511357486
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Adem Bona,pra,UNDER,12.0,,-110.0,,,,,2026-04-19T18:05:11Z,4.228953136184511
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Neemias Queta,pts,OVER,10.0,,-126.5,,,,,2026-04-19T18:05:11Z,3.9133694098461618
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Quentin Grimes,pra,UNDER,14.5,,-110.0,,,,,2026-04-19T18:10:10Z,4.332034266992618
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Neemias Queta,pra,OVER,14.5,,-120.0,,,,,2026-04-19T18:10:10Z,3.7979594267289976
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Dominick Barlow,pra,OVER,9.5,,240.0,,,,,2026-04-19T18:20:05Z,4.625897954406664
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Dominick Barlow,pts,OVER,2.5,,-120.0,,,,,2026-04-19T18:30:18Z,4.449552344796037
2026-04-19,quarter_total,q3,BET,0042500111,BOS,PHI,,,UNDER,51.5,,,,,9.316666666666666,6+,2026-04-19T18:45:06Z,4.726028806584363
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Tyrese Maxey,pts,UNDER,23.0,,-115.0,,,,,2026-04-19T18:50:08Z,4.31636704032303
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Andre Drummond,pts,UNDER,9.5,,-110.0,,,,,2026-04-19T19:00:07Z,5.446841470497353
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Nikola Vucevic,pts,UNDER,9.5,,-110.0,,,,,2026-04-19T19:05:12Z,5.806183154461298
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Nikola Vucevic,reb,UNDER,9.5,,-110.0,,,,,2026-04-19T19:05:12Z,4.098978215676544
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Kelly Oubre Jr.,pra,OVER,15.5,,-136.0,,,,,2026-04-19T19:10:16Z,6.570077274672812
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Dominick Barlow,pts,UNDER,8.5,,-110.0,,,,,2026-04-19T19:10:16Z,4.450728779618105
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Payton Pritchard,pra,UNDER,22.5,,-136.0,,,,,2026-04-19T19:10:16Z,4.162231068557752
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Tyrese Maxey,pra,OVER,31.5,,-130.0,,,,,2026-04-19T19:10:16Z,3.635986401753705
2026-04-19,quarter_total,q4,BET,0042500111,BOS,PHI,,,UNDER,53.5,,,,,9.216666666666667,6+,2026-04-19T19:15:12Z,6.64006172839506
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Neemias Queta,pra,UNDER,22.0,,-110.0,,,,,2026-04-19T19:15:12Z,5.227501339334367
2026-04-19,player_prop,live,BET,0042500111,BOS,PHI,Neemias Queta,pts,UNDER,16.0,,-110.0,,,,,2026-04-19T19:25:13Z,4.195258527599121
2026-04-19,quarter_total,q1,BET,0042500141,OKC,PHX,,,UNDER,56.5,,,,,9.2,6+,2026-04-19T19:50:12Z,8.734074074074078
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Dillon Brooks,pra,OVER,20.5,,-120.0,,,,,2026-04-19T19:50:12Z,17.611111111111114
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Shai Gilgeous-Alexander,pra,UNDER,41.5,,-110.0,,,,,2026-04-19T19:50:12Z,14.943574383068146
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Devin Booker,pra,OVER,33.5,,-110.0,,,,,2026-04-19T19:50:12Z,13.05357142857143
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Shai Gilgeous-Alexander,pts,UNDER,30.5,,-125.0,,,,,2026-04-19T19:50:12Z,12.580100533409247
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jalen Williams,pra,UNDER,27.5,,-118.0,,,,,2026-04-19T19:50:12Z,12.481799466358389
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Devin Booker,pts,OVER,23.5,,-120.0,,,,,2026-04-19T19:50:12Z,11.267857142857139
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Dillon Brooks,pts,OVER,16.5,,-120.0,,,,,2026-04-19T19:50:12Z,9.166666666666668
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Chet Holmgren,pra,UNDER,26.5,,-115.0,,,,,2026-04-19T19:50:12Z,9.131253118590429
2026-04-19,half_total,h1,BET,0042500141,OKC,PHX,,,UNDER,114.0,,,,,19.6,12+,2026-04-19T19:55:06Z,9.229629629629619
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Oso Ighodaro,ast,OVER,3.5,,-198.0,,,,,2026-04-19T19:55:06Z,7.327272727272726
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Oso Ighodaro,pra,OVER,14.5,,100.0,,,,,2026-04-19T19:55:06Z,7.290909090909089
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Dillon Brooks,reb,OVER,4.5,,-110.0,,,,,2026-04-19T19:55:06Z,6.927272727272726
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jordan Goodwin,pra,UNDER,16.0,,-109.0,,,,,2026-04-19T20:00:14Z,5.333333333333332
2026-04-19,total,game,BET,0042500141,OKC,PHX,,,UNDER,221.0,203.0,-110.0,WIN,0.9090909090909091,40.86666666666667,24+,2026-04-19T20:05:10Z,7.430329218106998
2026-04-19,ats,game,BET,0042500141,OKC,PHX,,,OKC,-21.0,,,,,40.86666666666667,24+,2026-04-19T20:05:10Z,6.722622222222224
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Collin Gillespie,pts,OVER,8.5,,-130.0,,,,,2026-04-19T20:05:10Z,4.674766355140186
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jaylin Williams,pra,UNDER,30.5,,-115.0,,,,,2026-04-19T20:15:13Z,18.287393975384536
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jaylin Williams,pts,UNDER,19.0,,-110.0,,,,,2026-04-19T20:15:13Z,15.206813179965687
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Ajay Mitchell,pra,UNDER,14.5,,-115.0,,,,,2026-04-19T20:15:13Z,6.030949762999041
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jaylin Williams,ast,UNDER,5.5,,-110.0,,,,,2026-04-19T20:15:13Z,4.175195537925006
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Ajay Mitchell,pts,UNDER,8.0,,-111.0,,,,,2026-04-19T20:15:13Z,3.9303815914468476
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jalen Williams,pts,UNDER,19.0,,-110.0,,,,,2026-04-19T20:15:13Z,3.6350169792600298
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Alex Caruso,pra,UNDER,13.5,,-125.0,,,,,2026-04-19T20:20:11Z,3.146552404943556
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Chet Holmgren,pts,OVER,23.5,,-125.0,,,,,2026-04-19T20:20:11Z,2.9830873021351536
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Chet Holmgren,pra,OVER,36.5,,-105.0,,,,,2026-04-19T20:25:07Z,5.833474808292877
2026-04-19,quarter_total,q2,BET,0042500141,OKC,PHX,,,UNDER,55.5,,,,,9.083333333333334,6+,2026-04-19T20:30:28Z,6.418724279835387
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Dillon Brooks,pra,UNDER,22.0,,-110.0,,,,,2026-04-19T20:45:11Z,5.1474328780028245
2026-04-19,quarter_total,q3,BET,0042500141,OKC,PHX,,,UNDER,53.5,,,,,7.9,6+,2026-04-19T21:20:07Z,9.437037037037037
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Jalen Green,pra,OVER,27.5,,-110.0,,,,,2026-04-19T21:20:07Z,5.235765124555158
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Oso Ighodaro,pts,UNDER,6.5,,-110.0,,,,,2026-04-19T21:25:14Z,5.107142857142857
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Alex Caruso,pts,UNDER,9.5,,-110.0,,,,,2026-04-19T21:35:11Z,5.411015340779439
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Chet Holmgren,pts,UNDER,22.0,,-110.0,,,,,2026-04-19T21:40:13Z,5.805503327930243
2026-04-19,quarter_total,q4,BET,0042500141,OKC,PHX,,,UNDER,43.0,,,,,7.566666666666666,6+,2026-04-19T21:55:09Z,11.009053497942395
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Isaiah Hartenstein,pra,UNDER,27.0,,-110.0,,,,,2026-04-19T21:55:09Z,9.316300068996444
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Cason Wallace,pra,UNDER,19.5,,-110.0,,,,,2026-04-19T22:00:35Z,5.968352240930614
2026-04-19,player_prop,live,BET,0042500141,OKC,PHX,Isaiah Joe,pts,OVER,3.5,,-120.0,,,,,2026-04-19T22:00:35Z,4.073049377738116
2026-04-19,ats,game,BET,0042500101,DET,ORL,,,DET,-7.5,,,,,46.516666666666666,24+,2026-04-19T22:40:12Z,15.407845138888892
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Cade Cunningham,pra,UNDER,41.5,,-112.0,,,,,2026-04-19T22:40:12Z,25.673187329251043
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Cade Cunningham,pts,UNDER,25.5,,-108.0,,,,,2026-04-19T22:40:12Z,17.197220319853997
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Duren,pra,UNDER,32.5,,-106.0,,,,,2026-04-19T22:40:12Z,13.00818141001836
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Duncan Robinson,pra,OVER,15.5,,-107.5,,,,,2026-04-19T22:40:12Z,11.396627900356982
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Duncan Robinson,pts,OVER,11.5,,-106.0,,,,,2026-04-19T22:40:12Z,11.255145719590459
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Suggs,pts,OVER,16.5,,-105.0,,,,,2026-04-19T22:40:12Z,10.29026181328923
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Paolo Banchero,pra,UNDER,34.5,,-120.0,,,,,2026-04-19T22:40:12Z,9.459029138856263
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Suggs,pra,OVER,24.5,,-114.0,,,,,2026-04-19T22:40:12Z,9.369895420622505
2026-04-19,quarter_total,q1,BET,0042500101,DET,ORL,,,UNDER,57.25,,,,,8.45,6+,2026-04-19T22:45:09Z,12.292407407407412
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Duren,pts,UNDER,17.5,,-104.0,,,,,2026-04-19T22:45:09Z,9.830446609015418
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Franz Wagner,pts,UNDER,16.5,,-115.0,,,,,2026-04-19T22:45:09Z,8.69546393762473
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Franz Wagner,pra,UNDER,24.5,,-110.0,,,,,2026-04-19T22:45:09Z,8.349488698158371
2026-04-19,half_total,h1,BET,0042500101,DET,ORL,,,UNDER,113.5,,,,,19.083333333333332,12+,2026-04-19T22:50:08Z,12.576646090534988
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Tobias Harris,pra,UNDER,22.5,,-125.0,,,,,2026-04-19T22:50:08Z,6.959369133204699
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Jalen Duren,reb,UNDER,10.5,,-125.0,,,,,2026-04-19T22:50:08Z,6.724849432576644
2026-04-19,total,game,BET,0042500101,DET,ORL,,,UNDER,220.0,213.0,-110.0,WIN,0.9090909090909091,40.233333333333334,24+,2026-04-19T22:55:05Z,12.03787037037037
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Kevin Huerter,pra,OVER,8.5,,-110.0,,,,,2026-04-19T22:55:05Z,17.12303645708085
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Kevin Huerter,pts,OVER,8.0,,-126.5,,,,,2026-04-19T22:55:05Z,10.078568292085283
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Daniss Jenkins,pra,OVER,12.5,,-115.0,,,,,2026-04-19T23:10:14Z,15.330891298139342
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Daniss Jenkins,pts,OVER,8.0,,-121.0,,,,,2026-04-19T23:10:14Z,13.372035959166809
2026-04-19,quarter_total,q2,BET,0042500101,DET,ORL,,,UNDER,55.0,,,,,9.45,6+,2026-04-19T23:15:06Z,6.025833333333338
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Isaiah Stewart,pra,UNDER,12.0,,-110.0,,,,,2026-04-19T23:35:08Z,6.324605912709114
2026-04-19,quarter_total,q3,BET,0042500101,DET,ORL,,,UNDER,53.5,,,,,9.583333333333334,6+,2026-04-20T00:05:07Z,4.792695473251024
2026-04-19,player_prop,live,BET,0042500101,DET,ORL,Isaiah Stewart,pts,UNDER,9.5,,-110.0,,,,,2026-04-20T00:35:07Z,4.8681773274690965
2026-04-19,quarter_total,q4,BET,0042500101,DET,ORL,,,UNDER,60.5,,,,,8.25,6+,2026-04-20T00:40:12Z,11.0625
