date,market,horizon,signal_key,game_id,home,away,team_tri,player,name_key,stat,stat_key,side,klass,line_source,elapsed,live_line,edge,strength,pred,act,result,err,has_context,tags,exp_min,exp_min_eff,proj_min_final,usage_window_sec,pace_mult,role_mult,foul_mult,usg_recent,usg_game,team_usg_recent,team_usg_game,fg3a_recent,fg3a_game,team_3a_recent,team_3a_game,missing_reason,has_recon_games,has_recon_quarters,has_recon_props,interval_drift_on,recent_window_on,endgame_foul_on,driver_tags
2026-04-15,player_prop,live,player_prop:FRANZ WAGNER:pra,0052500101,PHI,ORL,ORL,Franz Wagner,FRANZ WAGNER,pra,pra,under,BET,oddsapi,4.9,22.0,-11.969140621404584,11.969140621404584,10.030859378595416,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",21.9,21.9,21.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAUL GEORGE:pts,0052500101,PHI,ORL,PHI,Paul George,PAUL GEORGE,pts,pts,under,BET,oddsapi,4.9,19.0,-9.466974838602631,9.466974838602631,9.533025161397369,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",30.9,30.9,30.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAUL GEORGE:pra,0052500101,PHI,ORL,PHI,Paul George,PAUL GEORGE,pra,pra,under,BET,oddsapi,4.9,29.0,-9.335901796235685,9.335901796235685,19.664098203764315,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",30.9,30.9,30.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAOLO BANCHERO:pra,0052500101,PHI,ORL,ORL,Paolo Banchero,PAOLO BANCHERO,pra,pra,under,BET,oddsapi,4.9,41.0,-9.176109113335535,9.176109113335535,31.823890886664465,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",33.2,33.2,33.2,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:FRANZ WAGNER:pts,0052500101,PHI,ORL,ORL,Franz Wagner,FRANZ WAGNER,pts,pts,under,BET,oddsapi,4.9,15.0,-8.19476330877593,8.19476330877593,6.805236691224071,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",21.9,21.9,21.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAOLO BANCHERO:pts,0052500101,PHI,ORL,ORL,Paolo Banchero,PAOLO BANCHERO,pts,pts,under,BET,oddsapi,4.9,26.0,-6.689667004598334,6.689667004598334,19.310332995401666,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",33.2,33.2,33.2,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:TYRESE MAXEY:pra,0052500101,PHI,ORL,PHI,Tyrese Maxey,TYRESE MAXEY,pra,pra,under,BET,oddsapi,5.433333333333334,38.5,-16.870435579330305,16.870435579330305,21.629564420669695,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:0-1', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",36.6,36.6,36.6,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:TYRESE MAXEY:pts,0052500101,PHI,ORL,PHI,Tyrese Maxey,TYRESE MAXEY,pts,pts,under,BET,oddsapi,5.433333333333334,29.5,-14.488316582715422,14.488316582715422,15.011683417284578,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:0-1', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:1', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:single_book', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",36.6,36.6,36.6,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:1', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:single_book', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:FRANZ WAGNER:pra,0052500101,PHI,ORL,ORL,Franz Wagner,FRANZ WAGNER,pra,pra,under,BET,oddsapi,5.433333333333334,22.0,-11.969140621404584,11.969140621404584,10.030859378595416,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",21.9,21.9,21.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAUL GEORGE:pts,0052500101,PHI,ORL,PHI,Paul George,PAUL GEORGE,pts,pts,under,BET,oddsapi,5.433333333333334,18.5,-8.966974838602631,8.966974838602631,9.533025161397369,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",30.9,30.9,30.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAUL GEORGE:pra,0052500101,PHI,ORL,PHI,Paul George,PAUL GEORGE,pra,pra,under,BET,oddsapi,5.433333333333334,28.5,-8.835901796235685,8.835901796235685,19.664098203764315,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",30.9,30.9,30.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:24-32', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:tight', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:FRANZ WAGNER:pts,0052500101,PHI,ORL,ORL,Franz Wagner,FRANZ WAGNER,pts,pts,under,BET,oddsapi,5.433333333333334,15.0,-8.19476330877593,8.19476330877593,6.805236691224071,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pts', 'injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",21.9,21.9,21.9,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:0-1', 'proj_min:16-24', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:1+', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
2026-04-15,player_prop,live,player_prop:PAOLO BANCHERO:pra,0052500101,PHI,ORL,ORL,Paolo Banchero,PAOLO BANCHERO,pra,pra,under,BET,oddsapi,5.433333333333334,38.0,-6.176109113335535,6.176109113335535,31.823890886664465,,,,1,"['market:player_prop', 'horizon:live', 'klass:bet', 'stat:pra', 'injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']",33.2,33.2,33.2,180.0,,,1.0,,,,,,,,,missing_recon_props,1,0,0,,,,"['injury:off', 'pf:2-3', 'proj_min:32+', 'rem_min:3.5+', 'sim:agree', 'line_src:oddsapi', 'line_age:fresh', 'market_span:wide', 'books:2', 'hold:mid', 'bettable:yes', 'bet_score:high', 'edge_sigma:0.5-1.0', 'gate:market_disagreement', 'gate:two_books', 'foul_adj:flat', 'interval_drift:off', 'recent_window:off', 'endgame_foul:off']"
