date,market,horizon,klass,game_id,home,away,player,stat,side,line,actual,price,outcome,profit_u,remaining,rem_bucket,received_at,strength
2026-04-17,quarter_total,q1,BET,0052500201,ORL,CHA,,,UNDER,53.0,,,,,9.25,6+,2026-04-17T23:45:16Z,8.24074074074074
2026-04-17,ats,game,BET,0052500201,ORL,CHA,,,ORL,2.5,,,,,45.25,24+,2026-04-17T23:45:16Z,9.905739583333334
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Paolo Banchero,pra,UNDER,36.5,36.0,-117.0,WIN,0.8547008547008547,,,2026-04-17T23:45:16Z,9.629813520123342
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Franz Wagner,pra,UNDER,23.0,31.0,-115.5,LOSS,-1.0,,,2026-04-17T23:45:16Z,8.93136414868453
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Brandon Miller,pts,OVER,19.0,14.0,-114.0,LOSS,-1.0,,,2026-04-17T23:45:16Z,7.963225525303134
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,LaMelo Ball,pra,UNDER,35.5,30.0,-116.5,WIN,0.8583690987124464,,,2026-04-17T23:45:16Z,6.852723951287871
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Franz Wagner,pts,UNDER,16.0,18.0,-106.0,LOSS,-1.0,,,2026-04-17T23:45:16Z,6.711756105033533
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Brandon Miller,pra,OVER,26.5,18.0,-125.0,LOSS,-1.0,,,2026-04-17T23:45:16Z,6.33182210449889
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Kon Knueppel,pts,UNDER,16.5,11.0,-126.5,WIN,0.7905138339920948,,,2026-04-17T23:45:16Z,6.013729426624781
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Paolo Banchero,pts,UNDER,23.5,25.0,-104.5,LOSS,-1.0,,,2026-04-17T23:45:16Z,5.850711165725322
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Kon Knueppel,pra,UNDER,22.5,15.0,-125.0,WIN,0.8,,,2026-04-17T23:50:12Z,6.79385159301464
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,LaMelo Ball,pts,UNDER,21.5,23.0,-112.5,LOSS,-1.0,,,2026-04-17T23:50:12Z,6.567007104200563
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Jalen Suggs,pra,OVER,25.5,23.0,-116.0,LOSS,-1.0,,,2026-04-17T23:50:12Z,5.004274603957594
2026-04-17,total,game,BET,0052500201,ORL,CHA,,,UNDER,217.25,0.0,-110.0,WIN,0.9090909090909091,41.016666666666666,24+,2026-04-17T23:55:12Z,6.658744855967078
2026-04-17,half_total,h1,BET,0052500201,ORL,CHA,,,UNDER,106.5,,,,,17.016666666666666,12+,2026-04-17T23:55:12Z,22.191100823045275
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Wendell Carter Jr.,pts,OVER,13.5,16.0,-119.0,WIN,0.8403361344537815,,,2026-04-17T23:55:12Z,13.666096792935779
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Wendell Carter Jr.,pra,OVER,21.0,23.0,-109.5,WIN,0.91324200913242,,,2026-04-17T23:55:12Z,12.43005446782064
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Desmond Bane,pts,UNDER,19.0,13.0,-115.5,WIN,0.8658008658008658,,,2026-04-17T23:55:12Z,6.478138689602458
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Ryan Kalkbrenner,pts,UNDER,9.5,2.0,-110.0,WIN,0.9090909090909091,,,2026-04-17T23:55:12Z,5.984046153889543
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Jamal Cain,pts,OVER,4.5,9.0,-110.0,WIN,0.9090909090909091,,,2026-04-18T00:10:09Z,6.647640112648441
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Tristan da Silva,pts,OVER,5.0,5.0,120.0,PUSH,0.0,,,2026-04-18T00:10:09Z,6.517273082801598
2026-04-17,player_prop,live,BET,0052500201,ORL,CHA,Desmond Bane,pra,UNDER,27.0,20.0,-122.5,WIN,0.8163265306122449,,,2026-04-18T00:10:09Z,6.347574634200434
2026-04-17,quarter_total,q2,BET,0052500201,ORL,CHA,,,UNDER,52.5,,,,,9.016666666666667,6+,2026-04-18T00:25:11Z,7.031022222222222
